N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	41
2	то есть	9	20
3	таким образом	5	19
4	в этом	13	15
5	и все	4	14
6	как и	4	14
7	в этой	4	13
8	то же	4	13
9	все эти	3	13
10	в его	6	12
11	прежде всего	6	11
12	в том	14	11
13	в себе	8	11
14	так и	9	10
15	в то	5	10
16	в качестве	14	9
17	и его	3	9
18	не в	8	9
19	же время	3	9
20	но и	15	9
21	и т.п	6	9
22	в своем	6	9
23	что в	4	9
24	в конце	4	8
25	то что	8	8
26	но в	6	8
27	вовсе не	2	7
28	как бы	6	7
29	в нем	5	7
30	и не	14	7
31	у него	6	6
32	это не	3	6
33	для него	4	6
34	только в	11	6
35	о том	5	6
36	не только	26	5
37	и к	6	5
38	в ней	2	5
39	что и	2	5
40	как в	5	5
41	и у	4	5
42	а в	9	5
43	и для	3	5
44	так же	2	5
45	на одном	2	5
46	точки зрения	5	5
47	потому что	2	5
48	место в	5	4
49	что это	4	4
50	хотя и	5	4
51	но он	2	4
52	и здесь	2	4
53	том что	13	4
54	одна из	3	4
55	все что	4	4
56	было бы	2	4
57	картины мира	2	4
58	может быть	10	4
59	он не	5	4
60	мира и	3	4
61	ничего не	6	4
62	мира в	4	4
63	я не	5	3
64	что у	2	3
65	во время	2	3
66	нового времени	2	3
67	он может	2	3
68	в мире	4	3
69	но это	2	3
70	в своей	4	3
71	в свою	2	3
72	при этом	14	3
73	несмотря на	2	3
74	все то	2	3
75	о нем	3	3
76	что он	5	3
77	жизни и	4	3
78	в форме	5	3
79	не может	8	3
80	в той	5	3
81	тем самым	5	3
82	с точки	2	3
83	не имеет	2	3
84	и по	3	3
85	той же	2	3
86	можно было	2	3
87	с ними	3	3
88	как о	2	3
89	так сказать	3	3
90	все его	4	3
91	перед нами	4	2
92	с его	3	2
93	именно в	2	2
94	никогда не	6	2
95	на самом	2	2
96	о котором	3	2
97	к тому	9	2
98	интерес к	2	2
99	отношению к	5	2
100	по своему	2	2
101	в себя	4	2
102	еще не	2	2
103	того что	6	2
104	со всеми	2	2
105	своего рода	9	2
106	свидетельствует о	4	2
107	на том	3	2
108	стать и	2	2
109	картина мира	8	2
110	а также	6	2
111	все те	2	2
112	оно не	2	2
113	же в	4	2
114	начала и	2	2
115	во второй	2	2
116	в процессе	2	2
117	по отношению	5	2
118	этом отношении	3	2
119	в течение	2	2
120	только на	2	2
121	а не	17	2
122	уже не	4	2
123	роль в	2	2
124	мы не	2	2
125	в данном	10	2
126	и мира	4	2
127	в результате	2	2
128	в литературе	4	2
129	которой он	3	2
130	и т.д	4	2
131	далеко не	5	2
132	как он	2	2
133	бы в	2	2
134	в чем	2	2
135	в каждой	2	2
136	с ним	4	2
137	в области	2	2
138	мы имеем	3	2
139	том как	2	2
