N	2gram	Trubetskoy_1	Problemy
1	и не	8	31
2	и в	26	29
3	в его	5	24
4	может быть	10	24
5	а не	5	22
6	в этом	15	22
7	как бы	12	19
8	в нем	4	19
9	точки зрения	13	19
10	для него	3	18
11	не только	10	15
12	то что	7	15
13	не как	2	14
14	но и	9	14
15	то же	4	14
16	уже не	3	13
17	с точки	6	13
18	не может	4	12
19	таким образом	22	12
20	в одном	3	10
21	в самом	4	10
22	в то	4	10
23	только в	4	10
24	с его	2	9
25	все же	6	9
26	но не	8	9
27	же время	2	9
28	все эти	6	9
29	если бы	3	9
30	в своем	3	8
31	что он	4	8
32	что в	9	8
33	отношению к	3	8
34	потому что	7	8
35	в том	11	8
36	прежде всего	2	7
37	том что	7	7
38	не в	2	7
39	так и	6	7
40	и как	3	7
41	а в	4	7
42	с другими	4	7
43	и на	2	7
44	в себе	6	7
45	но в	7	7
46	все это	6	6
47	в конце	6	6
48	не могут	2	6
49	несмотря на	6	6
50	к нему	7	6
51	одним из	2	6
52	в самой	2	6
53	в мире	5	6
54	так же	5	6
55	и потому	6	6
56	так как	9	6
57	именно в	2	5
58	но все	7	5
59	еще не	2	5
60	и о	3	5
61	он не	4	5
62	конце концов	3	5
63	во всяком	6	5
64	между тем	2	5
65	и это	2	5
66	в результате	3	4
67	перестает быть	2	4
68	превращается в	2	4
69	что и	6	4
70	с идеей	2	4
71	должна была	2	4
72	так чтобы	2	4
73	и с	10	4
74	в процессе	2	4
75	и для	5	4
76	не было	2	4
77	и наконец	2	4
78	в этой	4	4
79	уже в	2	3
80	никогда не	5	3
81	в них	2	3
82	с другой	8	3
83	по существу	2	3
84	все что	2	3
85	ни один	2	3
86	всяком случае	6	3
87	как на	8	3
88	этом отношении	2	3
89	приводит к	2	3
90	и у	8	3
91	отличается от	2	3
92	и здесь	2	3
93	сказать что	2	3
94	но с	3	3
95	он в	2	3
96	героев и	2	3
97	мы должны	6	3
98	далеко не	4	3
99	самого начала	2	2
100	связи с	9	2
101	то ни	2	2
102	хотя бы	3	2
103	с этой	3	2
104	и от	4	2
105	те же	2	2
106	и нет	3	2
107	и к	5	2
108	жизни и	2	2
109	так что	3	2
110	не потому	2	2
111	от них	2	2
112	бы то	2	2
113	при этом	3	2
114	благодаря этому	2	2
115	на западе	3	2
116	тот же	2	2
117	и перед	2	2
118	друг с	5	2
119	конечно не	2	2
120	наконец в	2	2
121	до сих	5	2
122	в котором	4	2
123	один из	2	2
124	отношение к	5	2
125	сих пор	5	2
126	ни было	2	2
127	по своим	2	2
128	в отношении	6	2
129	и даже	3	2
130	что оно	4	2
131	в смысле	4	2
132	и что	4	2
133	из которых	4	2
134	на этот	4	2
135	сознании и	2	2
136	в которых	4	2
137	одно из	2	2
138	на пути	2	2
139	в россии	2	2
140	в которой	3	2
