N	2gram	Potebnia_M_2	Narrotol
1	не только	15	32
2	может быть	23	25
3	но и	9	23
4	и не	19	20
5	и в	24	19
6	то есть	30	19
7	в том	18	18
8	в этом	8	17
9	том что	8	14
10	не в	13	14
11	состоит в	2	13
12	а не	18	12
13	тогда как	10	12
14	то что	20	11
15	а в	8	11
16	не может	12	10
17	при этом	13	9
18	со стороны	3	9
19	так и	5	9
20	в его	2	9
21	с другой	6	8
22	во времени	2	8
23	в себе	10	8
24	как и	7	7
25	еще не	4	7
26	все же	5	7
27	как в	10	7
28	по отношению	2	7
29	с одной	4	7
30	одной стороны	3	7
31	с его	2	6
32	что он	4	6
33	но не	12	6
34	в себя	2	6
35	тем самым	4	6
36	как это	2	6
37	о том	5	6
38	но в	4	6
39	и как	6	5
40	по себе	15	5
41	не все	2	5
42	уже не	4	5
43	и его	2	5
44	между двумя	6	5
45	далеко не	3	5
46	прежде всего	7	4
47	в пространстве	2	4
48	в нем	9	4
49	у него	2	4
50	что не	5	4
51	то же	12	4
52	же в	5	4
53	но все	2	4
54	если не	4	4
55	же время	2	4
56	было бы	13	4
57	связи с	6	4
58	вслед за	3	4
59	имеет место	2	4
60	как бы	9	4
61	и тем	3	4
62	хотя бы	2	4
63	другой стороны	2	4
64	те же	3	4
65	не столько	2	4
66	сказать что	2	4
67	только в	11	4
68	не менее	5	3
69	а с	2	3
70	ни было	3	3
71	что в	16	3
72	могут быть	8	3
73	никогда не	4	3
74	уже в	5	3
75	из этих	4	3
76	в свою	6	3
77	тем не	6	3
78	что они	5	3
79	одна из	4	3
80	свою очередь	6	3
81	хотя и	3	3
82	в ней	3	3
83	мог бы	3	3
84	если в	3	3
85	один из	2	3
86	не с	3	3
87	не есть	6	3
88	из них	5	3
89	на него	3	3
90	столь же	5	3
91	и на	8	3
92	между тем	6	3
93	тем что	7	3
94	в то	6	3
95	бы быть	3	3
96	что это	3	3
97	бы не	5	2
98	зависит от	2	2
99	на другой	2	2
100	с чем	3	2
101	независимо от	9	2
102	себя и	2	2
103	себе не	4	2
104	что у	2	2
105	в какой	2	2
106	оно не	3	2
107	не как	3	2
108	точно так	9	2
109	быть может	7	2
110	в собственном	2	2
111	что на	3	2
112	есть в	2	2
113	более или	8	2
114	между ними	2	2
115	в памяти	5	2
116	и тот	2	2
117	для него	10	2
118	языка и	3	2
119	было в	2	2
120	не от	5	2
121	от одного	3	2
122	например в	3	2
123	как кажется	4	2
124	к другому	4	2
125	и потому	2	2
126	не имеет	6	2
127	сами по	7	2
128	зрения и	7	2
129	нами не	2	2
130	или менее	8	2
131	так же	2	2
132	не на	2	2
133	в связи	2	2
134	и только	6	2
135	отношения к	2	2
136	не было	6	2
137	все эти	2	2
138	человека в	3	2
139	они не	4	2
140	самом деле	2	2
141	к другой	2	2
142	что мы	11	2
143	и для	3	2
144	это не	3	2
145	в таком	4	2
146	или в	2	2
147	тому как	4	2
148	одно из	3	2
149	не то	2	2
150	подобно тому	4	2
151	этого слова	6	2
152	и все	3	2
153	его в	3	2
154	когда мы	2	2
155	оно может	2	2
156	к которому	2	2
157	таком случае	2	2
158	что нет	2	2
