N	2gram	Potebnia_M_1	Myshleni
1	в том	26	28
2	и в	39	28
3	то что	10	28
4	в этом	15	27
5	того что	8	24
6	потому что	52	22
7	не может	22	19
8	том что	16	19
9	таким образом	13	18
10	только в	25	18
11	что в	22	17
12	не только	21	16
13	так же	5	15
14	может быть	27	13
15	сказать что	3	13
16	точки зрения	8	13
17	понятий в	2	12
18	тому что	3	11
19	и не	18	11
20	к другим	2	11
21	как бы	6	11
22	что мы	4	11
23	к тому	4	10
24	как мы	2	10
25	но и	20	10
26	от того	4	10
27	отношений между	3	10
28	развития и	3	10
29	по отношению	13	10
30	понятия и	3	10
31	так как	21	10
32	но не	8	10
33	отношению к	13	10
34	того чтобы	2	10
35	с точки	3	10
36	могли бы	2	9
37	было бы	12	9
38	мы можем	2	9
39	никогда не	4	8
40	в самом	3	8
41	мы видели	4	8
42	еще не	6	8
43	тем самым	4	8
44	для того	3	8
45	тем что	9	8
46	самого начала	3	7
47	того же	3	7
48	показывает что	3	7
49	с самого	3	7
50	если бы	14	7
51	в нем	20	7
52	в сущности	2	7
53	в своем	3	7
54	и других	4	7
55	заключается в	3	7
56	что оно	2	7
57	мы видим	4	7
58	он не	3	7
59	вместе с	8	7
60	то же	6	7
61	там где	4	7
62	в которой	2	7
63	так что	16	6
64	и как	6	6
65	и что	10	6
66	для него	4	6
67	не имеет	5	6
68	в то	4	6
69	когда мы	2	6
70	тогда когда	9	6
71	как и	9	6
72	и развития	2	6
73	так и	13	6
74	связи между	2	6
75	мы не	10	6
76	не могут	4	5
77	иначе как	2	5
78	это не	7	5
79	вопрос о	4	5
80	и тем	3	5
81	языка и	17	5
82	в разных	2	5
83	и все	3	5
84	но в	9	5
85	речи и	10	5
86	что все	3	5
87	тех и	2	5
88	с тем	5	5
89	эти отношения	3	5
90	то в	5	5
91	том же	2	5
92	того как	6	5
93	из того	2	5
94	могут быть	9	5
95	в этой	3	5
96	не могли	2	5
97	на то	2	4
98	что на	6	4
99	не в	15	4
100	на этот	2	4
101	но если	2	4
102	не иначе	3	4
103	с этим	7	4
104	в состоянии	3	4
105	друг друга	5	4
106	в мысли	8	4
107	и следовательно	2	4
108	в первом	5	4
109	мысли в	9	4
110	в сознании	3	4
111	заключить что	2	4
112	он должен	2	4
113	в понятии	2	4
114	только тогда	5	4
115	что при	5	4
116	одного и	2	4
117	относится к	3	4
118	оно не	3	4
119	что и	6	4
120	во всех	5	4
121	и того	2	4
122	ко всем	2	4
123	только по	2	4
124	той же	3	4
125	и то	3	4
126	связь между	2	4
127	в себе	13	4
128	зависит от	5	3
129	независимо от	6	3
130	в другой	3	3
131	из этих	4	3
132	в каждом	4	3
133	очевидно что	3	3
134	слов и	4	3
135	есть в	2	3
136	при этом	6	3
137	мог бы	2	3
138	и той	3	3
139	хотя и	3	3
140	по мере	6	3
141	в целом	2	3
142	в их	2	3
143	как на	3	3
144	и только	2	3
145	во втором	5	3
146	и по	6	3
147	в своих	4	3
148	нуждается в	2	3
149	но как	3	3
150	только то	2	3
151	одном и	2	3
152	бы в	4	3
153	возможно только	5	3
154	только не	2	3
155	как увидим	2	3
156	в них	3	3
157	представить себе	3	3
158	по себе	10	3
159	связи с	3	3
160	мы должны	3	3
161	не по	4	3
162	в его	5	3
163	как в	10	3
164	одной и	3	3
165	а не	21	3
166	и его	5	3
167	этот вопрос	2	3
168	восприятия и	3	3
169	не менее	6	2
170	но на	2	2
171	все более	3	2
172	из которого	3	2
173	в этих	7	2
174	друг другу	3	2
175	для этого	2	2
176	с другой	7	2
177	с этой	2	2
178	была бы	2	2
179	прежде всего	4	2
180	что именно	2	2
181	а только	4	2
182	для нас	9	2
183	но это	5	2
184	и более	2	2
185	и другое	3	2
186	несмотря на	5	2
187	к одному	2	2
188	имеет место	2	2
189	одним из	2	2
190	и от	3	2
191	но совершенно	2	2
192	различия в	2	2
193	если мы	3	2
194	другой стороны	5	2
195	каким образом	3	2
196	в других	2	2
197	не из	3	2
198	самой мысли	2	2
199	мы называем	2	2
200	но он	2	2
201	известно что	2	2
202	от него	4	2
203	о предмете	3	2
204	том смысле	4	2
205	с ним	3	2
206	пути развития	2	2
207	том как	3	2
208	для всех	5	2
209	были бы	3	2
210	языка в	6	2
211	с понятием	2	2
212	в одном	8	2
213	этом смысле	4	2
214	у нас	2	2
215	мысль что	5	2
216	чем в	2	2
217	она не	3	2
218	во внимание	3	2
219	в своей	3	2
220	из этого	2	2
221	что если	3	2
222	ключ к	2	2
223	могут не	2	2
224	не могло	3	2
225	что отношения	2	2
226	все же	6	2
227	мысли с	3	2
228	мысли и	9	2
229	только на	3	2
230	а в	5	2
231	хотя в	3	2
232	но с	2	2
233	перейти к	2	2
234	только что	2	2
235	и том	2	2
236	к которому	3	2
237	за ним	2	2
238	и вообще	3	2
239	которое мы	2	2
240	при котором	2	2
