N	2gram	Losev_Vlad_3	Psycholo
1	то что	28	37
2	и в	40	30
3	в том	18	27
4	что в	17	24
5	и что	8	23
6	потому что	11	23
7	том что	18	21
8	для того	2	20
9	таким образом	11	20
10	того чтобы	3	20
11	как бы	3	19
12	что он	5	17
13	на то	4	17
14	если мы	4	16
15	не только	25	16
16	в самом	4	14
17	в этом	16	14
18	так же	8	13
19	как раз	10	13
20	то есть	24	13
21	одной стороны	3	12
22	в сущности	2	12
23	вместе с	7	12
24	с одной	3	12
25	если бы	3	11
26	может быть	8	11
27	как на	3	11
28	что мы	2	11
29	о том	11	10
30	никогда не	11	9
31	с другой	5	9
32	не может	14	9
33	и то	9	9
34	сказать что	12	9
35	так как	7	9
36	с тем	7	8
37	что это	9	8
38	тому что	4	8
39	мы имеем	3	8
40	к тому	7	8
41	не в	3	8
42	а не	8	8
43	при этом	3	8
44	того что	7	8
45	и это	6	8
46	по себе	6	7
47	в нем	3	7
48	и как	7	7
49	но не	4	7
50	все же	4	7
51	то же	4	7
52	точки зрения	13	7
53	как это	4	7
54	уже в	3	6
55	в своем	8	6
56	что она	2	6
57	именно в	3	6
58	как и	7	6
59	что если	4	6
60	и если	7	6
61	совершенно не	2	6
62	и тем	3	6
63	и для	3	6
64	но и	18	6
65	по мнению	4	6
66	что все	7	6
67	и не	25	6
68	и его	10	6
69	и здесь	6	6
70	никак не	4	6
71	тем что	5	6
72	мы уже	5	6
73	по этому	3	5
74	в целом	2	5
75	несмотря на	7	5
76	как мы	8	5
77	и потому	10	5
78	в этой	8	5
79	еще не	4	5
80	было бы	4	5
81	был бы	3	5
82	другой стороны	2	5
83	а с	4	5
84	сводится к	3	5
85	в своих	7	5
86	в себе	9	5
87	но в	4	5
88	только в	13	5
89	же самое	3	5
90	бы в	2	5
91	в результате	4	4
92	и все	4	4
93	прежде всего	10	4
94	стороны и	2	4
95	то это	10	4
96	говорит о	4	4
97	у нас	5	4
98	есть не	2	4
99	с такой	2	4
100	и к	2	4
101	в своей	9	4
102	от того	4	4
103	в ней	5	4
104	в его	14	4
105	не есть	10	4
106	как говорит	2	4
107	только на	5	4
108	только что	2	4
109	а в	7	4
110	которых мы	2	4
111	содержания и	2	4
112	в конце	12	4
113	что эта	2	4
114	должен был	2	4
115	в виду	3	4
116	не можем	2	4
117	чем это	2	3
118	не существует	2	3
119	не могут	2	3
120	первый план	2	3
121	у него	24	3
122	хотя бы	6	3
123	это не	3	3
124	не как	2	3
125	из этих	3	3
126	к этому	2	3
127	вовсе не	13	3
128	вопрос о	4	3
129	одно и	2	3
130	что на	2	3
131	для нас	5	3
132	об этом	6	3
133	так что	14	3
134	это есть	10	3
135	что здесь	3	3
136	очень легко	2	3
137	для него	8	3
138	он не	8	3
139	что и	7	3
140	ни в	10	3
141	данном случае	2	3
142	так и	6	3
143	со стороны	2	3
144	и вся	2	3
145	в их	2	3
146	и только	3	3
147	этом отношении	2	3
148	и сейчас	2	3
149	но только	2	3
150	и о	4	3
151	и наконец	2	3
152	в таком	3	3
153	по его	2	3
154	мы не	2	3
155	можно было	5	3
156	в силу	2	3
157	сам по	2	3
158	и на	6	3
159	в каком	4	3
160	в данном	5	3
161	в другом	2	3
162	мы должны	4	3
163	в этих	2	3
164	мы сейчас	2	3
165	иметь в	2	3
166	в которой	2	3
167	учения о	4	3
168	учении о	5	3
169	с этой	2	2
170	перед нами	3	2
171	в отношении	5	2
172	с его	2	2
173	же как	3	2
174	связи с	2	2
175	знаем что	2	2
176	не является	2	2
177	с этим	2	2
178	в одном	5	2
179	этом смысле	3	2
180	на первый	2	2
181	мы знаем	3	2
182	и можно	4	2
183	же в	3	2
184	он был	2	2
185	до конца	4	2
186	по существу	4	2
187	но все	3	2
188	чем в	4	2
189	утверждает что	4	2
190	того же	2	2
191	должна быть	2	2
192	это значит	6	2
193	в нашей	2	2
194	по преимуществу	2	2
195	и эта	3	2
196	той или	2	2
197	в качестве	3	2
198	эти три	5	2
199	мог бы	4	2
200	о которых	2	2
201	еще в	5	2
202	в котором	4	2
203	себе и	2	2
204	с таким	2	2
205	но мы	2	2
206	не с	4	2
207	из них	2	2
208	быть и	2	2
209	отношения к	5	2
210	находится в	3	2
211	отличается от	3	2
212	которых он	2	2
213	что есть	3	2
214	в отличие	3	2
215	но еще	2	2
216	в течение	4	2
217	мы находим	2	2
218	с точки	6	2
219	и даже	6	2
220	бы на	2	2
221	есть только	9	2
222	должно быть	5	2
223	отличие от	3	2
224	время как	2	2
225	ничего не	5	2
226	и с	9	2
227	и так	2	2
228	является в	2	2
229	в нашем	2	2
230	само по	3	2
231	бы если	2	2
232	это же	2	2
233	даже и	12	2
234	что касается	2	2
235	как например	2	2
236	совсем не	5	2
237	во всем	6	2
238	в то	7	2
239	что даже	2	2
240	все то	3	2
241	все эти	5	2
242	дело в	5	2
243	из этого	2	2
244	конце концов	5	2
245	и ни	2	2
246	едва ли	11	2
247	только о	3	2
248	же не	2	2
249	нет ни	2	2
250	на самом	3	2
