N	3gram	Losev_Vlad_3	Problema
1	тем не менее	9	18
2	в данном случае	2	8
3	на то что	2	8
4	как раз и	5	7
5	сам по себе	2	7
6	ничего общего с	2	7
7	содержит в себе	4	7
8	в этом смысле	3	6
9	в таком случае	2	6
10	вовсе не есть	2	6
11	о том что	8	5
12	в том что	10	5
13	в то же	3	4
14	точно так же	4	4
15	в конце концов	5	4
16	в связи с	2	4
17	и не есть	2	3
18	иметь в виду	2	3
19	дело в том	5	3
20	что же касается	5	3
21	более или менее	5	3
22	с точки зрения	6	3
23	ни в каком	2	3
24	в настоящее время	3	3
25	с другой стороны	2	3
26	то что в	3	3
27	во всяком случае	3	3
28	а не только	2	2
29	свидетельствует о том	2	2
30	а также и	6	2
31	так же как	2	2
32	не имеет ничего	2	2
33	даже и не	2	2
34	и в этом	5	2
35	у нас выше	3	2
36	также и то	3	2
37	в истории философии	3	2
38	не может быть	6	2
39	и то что	4	2
40	имеет ничего общего	2	2
41	необходимо сказать что	5	2
42	так или иначе	2	2
