N	2gram	Vinokur_St_1	Literetu
1	а не	16	20
2	и в	44	19
3	может быть	15	17
4	своего рода	3	13
5	то же	5	12
6	и не	16	11
7	в том	36	10
8	как и	9	10
9	но и	10	10
10	же время	4	9
11	такого рода	2	9
12	не может	8	9
13	в этом	21	9
14	в то	9	9
15	с другой	9	8
16	не только	18	8
17	и даже	5	8
18	том что	29	7
19	то что	18	7
20	так и	9	7
21	с одной	3	7
22	не менее	5	6
23	в себе	2	6
24	одной стороны	2	6
25	при этом	2	6
26	столь же	4	5
27	я не	7	5
28	у нас	11	5
29	но не	3	5
30	в качестве	4	5
31	он не	2	5
32	того что	9	5
33	то есть	2	5
34	что в	30	4
35	в частности	4	4
36	прежде всего	7	4
37	не в	12	4
38	того же	3	4
39	для него	6	4
40	в ней	3	4
41	в его	9	4
42	даже в	3	4
43	жизни и	5	4
44	ли не	2	4
45	так что	6	4
46	другой стороны	7	4
47	мы не	2	4
48	по отношению	3	4
49	тем что	5	4
50	точки зрения	11	4
51	в области	14	4
52	никогда не	5	3
53	что он	10	3
54	идет о	2	3
55	в нем	5	3
56	по существу	2	3
57	но это	6	3
58	в начале	3	3
59	такой же	5	3
60	в этой	11	3
61	в сущности	2	3
62	во всех	8	3
63	вплоть до	5	3
64	речь идет	4	3
65	отношению к	3	3
66	данном случае	6	3
67	со стороны	6	3
68	а именно	3	3
69	и для	3	3
70	этом отношении	7	3
71	так как	5	3
72	но с	3	3
73	тем самым	2	3
74	тем же	3	3
75	с точки	8	3
76	а в	17	3
77	и его	8	3
78	и то	5	3
79	и с	3	3
80	в данном	14	3
81	как к	3	3
82	в другом	3	3
83	как правило	2	3
84	в равной	2	3
85	ничего не	2	3
86	том числе	2	2
87	уже в	2	2
88	не было	4	2
89	же как	3	2
90	у него	2	2
91	не является	3	2
92	для этого	2	2
93	в какой	3	2
94	с этой	3	2
95	по крайней	2	2
96	в конце	3	2
97	в каждом	3	2
98	вовсе не	19	2
99	в такой	2	2
100	из того	2	2
101	а также	2	2
102	о которой	3	2
103	крайней мере	2	2
104	для нас	7	2
105	этом случае	2	2
106	в ее	4	2
107	тем не	2	2
108	и без	3	2
109	еще не	3	2
110	было бы	17	2
111	и сам	2	2
112	свидетельствует о	2	2
113	свое время	2	2
114	не по	3	2
115	как бы	4	2
116	в свое	2	2
117	если в	2	2
118	для себя	3	2
119	что и	6	2
120	уже о	5	2
121	все же	8	2
122	и т	30	2
123	в целом	5	2
124	из них	8	2
125	могут быть	5	2
126	и за	3	2
127	в истории	3	2
128	как раз	4	2
129	т п	9	2
130	и только	3	2
131	той же	5	2
132	а потому	2	2
133	и что	4	2
134	для того	10	2
135	что не	3	2
136	за то	3	2
137	хотя бы	6	2
138	не знает	2	2
139	в своих	2	2
140	то в	3	2
141	в результате	3	2
142	потому что	6	2
143	в основе	3	2
144	одно из	2	2
145	даже и	2	2
146	о том	17	2
147	в россии	4	2
148	это прежде	2	2
149	а если	2	2
150	как это	4	2
151	могло бы	2	2
152	но в	10	2
153	не надо	2	2
