N	2gram	Nazirov_Tr_1	Istorich
1	и в	18	26
2	никогда не	2	13
3	потому что	2	13
4	что в	4	12
5	в том	2	12
6	и на	7	12
7	в этом	9	12
8	может быть	7	11
9	в образе	6	10
10	том что	4	10
11	и не	7	10
12	не только	8	10
13	что он	6	9
14	еще не	4	9
15	но и	4	9
16	в нем	4	8
17	все же	5	8
18	все эти	3	8
19	и это	2	8
20	с ним	3	8
21	уже не	2	7
22	и его	6	7
23	у него	6	7
24	о том	2	7
25	но в	6	7
26	то что	4	6
27	как в	3	6
28	не может	5	6
29	в виде	2	6
30	и с	7	6
31	как и	5	5
32	в его	3	5
33	так и	5	5
34	то же	5	5
35	и что	4	5
36	как это	3	5
37	тем что	2	5
38	в то	5	5
39	его в	2	5
40	с тем	2	4
41	это не	5	4
42	прежде всего	4	4
43	с его	2	4
44	но это	4	4
45	в это	2	4
46	как бы	7	4
47	что и	2	4
48	и он	3	4
49	и ее	2	3
50	в частности	2	3
51	в одном	2	3
52	ее к	2	3
53	вопрос о	2	3
54	так что	2	3
55	не в	2	3
56	нет в	2	3
57	еще в	2	3
58	один из	3	3
59	во сне	2	3
60	данном случае	2	3
61	что она	2	3
62	при этом	3	3
63	в данном	2	3
64	и то	2	3
65	этим объясняется	2	3
66	в себе	4	3
67	как будто	3	3
68	перед нами	2	2
69	о чем	3	2
70	и как	3	2
71	в своем	3	2
72	превратилось в	2	2
73	голод и	2	2
74	к тому	2	2
75	он был	2	2
76	но все	2	2
77	одна из	2	2
78	как у	2	2
79	так же	4	2
80	и сам	3	2
81	не так	2	2
82	никто не	3	2
83	что эти	2	2
84	не имеет	2	2
85	своего рода	3	2
86	ни в	2	2
87	и до	2	2
88	то и	2	2
89	точно так	2	2
90	он не	2	2
91	тем самым	3	2
92	что этот	2	2
93	он и	2	2
94	в этой	4	2
95	что это	5	2
96	ничего не	2	2
97	но при	2	2
