N	2gram	Medvedev_F_1	Myshleni
1	в этом	15	29
2	точки зрения	16	28
3	и в	24	26
4	не только	7	24
5	то что	8	24
6	таким образом	13	23
7	с точки	13	21
8	в том	6	18
9	и не	20	18
10	для других	2	15
11	как и	11	15
12	того что	5	14
13	так же	4	14
14	как мы	5	14
15	с помощью	3	13
16	что в	4	12
17	вместе с	2	12
18	и его	10	12
19	в которой	4	11
20	но и	7	11
21	только не	2	11
22	не может	16	11
23	в самом	5	9
24	мысли в	2	9
25	в себе	3	9
26	же как	2	8
27	то же	10	8
28	что он	3	8
29	тем самым	3	8
30	только в	2	8
31	к тому	3	7
32	прежде всего	22	7
33	может быть	14	7
34	и к	4	7
35	мы не	3	7
36	иначе как	2	6
37	вопрос о	2	6
38	по отношению	4	6
39	именно в	8	6
40	как на	4	6
41	как бы	6	6
42	в ее	8	6
43	и что	2	6
44	было бы	6	6
45	во всех	5	6
46	все эти	6	6
47	все же	3	6
48	самом деле	6	6
49	а не	10	6
50	с этой	4	5
51	как она	3	5
52	до конца	7	5
53	одной стороны	4	5
54	если бы	4	5
55	в целом	6	5
56	и их	10	5
57	с одной	4	5
58	и с	8	5
59	бы в	3	5
60	как это	6	5
61	с тем	2	5
62	она не	6	5
63	отношению к	4	5
64	в процессе	9	5
65	если мы	2	5
66	не менее	11	4
67	никогда не	4	4
68	в нашем	2	4
69	перейти к	2	4
70	с другой	5	4
71	и от	7	4
72	не можем	2	4
73	не по	3	4
74	целый ряд	3	4
75	и наконец	3	4
76	друг друга	4	4
77	в его	23	4
78	но в	5	4
79	стороны и	4	4
80	связи с	3	4
81	еще не	6	4
82	одной из	2	4
83	не есть	2	4
84	как в	8	4
85	приводит к	2	4
86	это и	3	4
87	должны быть	5	4
88	не в	8	4
89	в области	3	4
90	учения о	2	4
91	учение о	4	3
92	для этого	4	3
93	все это	9	3
94	это не	2	3
95	но это	3	3
96	совершается в	2	3
97	для него	3	3
98	из важнейших	2	3
99	в ней	10	3
100	и является	2	3
101	в основе	3	3
102	смысле этого	3	3
103	между ними	3	3
104	его с	2	3
105	мы видели	2	3
106	значения и	2	3
107	как к	3	3
108	только и	4	3
109	в самой	2	3
110	в живом	6	3
111	он не	3	3
112	нашей работы	3	3
113	с ним	2	3
114	по себе	5	3
115	и заключается	2	3
116	во всем	2	3
117	в то	9	3
118	но не	3	3
119	до сих	6	3
120	в основном	3	3
121	и потому	9	3
122	этого слова	3	3
123	нет и	2	3
124	что и	2	3
125	в своей	11	3
126	каждой из	3	3
127	сих пор	6	3
128	так и	18	3
129	только на	5	3
130	как раз	2	3
131	на самом	7	3
132	менее всего	2	3
133	отличается от	3	3
134	исследования и	2	3
135	с другими	4	3
136	этого направления	3	3
137	в этой	6	3
138	но напротив	2	2
139	прежде чем	2	2
140	она должна	3	2
141	к действительности	2	2
142	его и	2	2
143	она является	2	2
144	от всякой	2	2
145	входит в	6	2
146	ни в	2	2
147	свою очередь	6	2
148	в большинстве	3	2
149	в свою	8	2
150	в действительности	2	2
151	на его	2	2
152	но для	3	2
153	один из	3	2
154	в нем	14	2
155	с ее	7	2
156	друг от	2	2
157	отношение к	3	2
158	значение в	3	2
159	всего в	3	2
160	этой работы	2	2
161	в их	11	2
162	отношения к	6	2
163	и других	3	2
164	форм и	6	2
165	лишь в	8	2
166	эта связь	2	2
167	действительности в	2	2
168	как такового	2	2
169	должно быть	11	2
170	а в	6	2
171	в своих	2	2
172	исходить из	4	2
173	его в	3	2
174	большинстве случаев	2	2
175	к этой	4	2
176	от нее	2	2
177	с этим	2	2
178	вовсе не	10	2
179	что было	2	2
180	значение и	3	2
181	но эта	2	2
182	остановиться на	2	2
183	и здесь	6	2
184	у нас	5	2
185	идет о	2	2
186	лучшем случае	3	2
187	со всеми	3	2
188	от друга	2	2
189	наконец в	3	2
190	время в	3	2
191	к ней	2	2
192	мы ни	2	2
193	и до	5	2
194	ее от	2	2
195	во всей	2	2
196	в отношении	3	2
197	ко всем	2	2
198	в лучшем	3	2
199	во всяком	4	2
200	и ее	10	2
201	в структуру	2	2
202	не могла	2	2
203	если же	2	2
204	ничего не	2	2
205	может и	2	2
