N	2gram	Vygotskiy__5	Myslijsy
1	потому что	23	46
2	то есть	13	34
3	в том	27	32
4	и в	30	30
5	может быть	11	28
6	то же	7	23
7	не только	16	21
8	только в	5	21
9	для нас	3	20
10	но и	6	19
11	том что	21	18
12	то что	37	18
13	того что	8	18
14	что в	24	17
15	не есть	4	17
16	по себе	7	16
17	в себе	5	16
18	не в	8	15
19	и не	6	15
20	а не	8	15
21	таким образом	20	14
22	что и	3	13
23	так как	9	13
24	вместе с	12	12
25	а в	4	12
26	если бы	11	12
27	так и	3	11
28	что оно	6	11
29	в душе	2	10
30	как и	6	10
31	как в	3	10
32	и что	23	10
33	в этом	14	10
34	в то	2	10
35	из этих	3	9
36	для него	3	9
37	было бы	5	9
38	в нем	7	9
39	мы не	3	9
40	в самом	14	8
41	от того	4	8
42	в ней	4	8
43	только что	4	8
44	что мы	11	8
45	и то	9	8
46	с другой	9	7
47	вовсе не	3	7
48	к тому	8	7
49	как мы	5	7
50	так что	3	7
51	с тем	8	7
52	но не	7	7
53	есть не	4	7
54	с одной	12	7
55	тем что	6	7
56	что он	17	6
57	с этим	2	6
58	из них	2	6
59	то это	4	6
60	указывает на	4	6
61	художественное произведение	5	6
62	не может	9	6
63	уже в	6	5
64	не могут	3	5
65	в них	4	5
66	в каком	3	5
67	художественного произведения	3	5
68	и как	7	5
69	в своем	6	5
70	очевидно что	2	5
71	еще не	5	5
72	мысль о	4	5
73	и тем	6	5
74	заключает в	4	5
75	по отношению	2	5
76	одно и	3	5
77	есть только	2	5
78	должно быть	2	5
79	как на	11	5
80	сказать что	9	5
81	сам по	3	5
82	и т	7	5
83	на деле	8	5
84	что это	8	4
85	одной и	2	4
86	что именно	5	4
87	все это	2	4
88	что даже	2	4
89	в его	4	4
90	и между	3	4
91	себя и	2	4
92	была бы	3	4
93	в котором	2	4
94	себе не	2	4
95	один из	5	4
96	другой стороны	5	4
97	есть нечто	3	4
98	и его	6	4
99	он не	3	4
100	все равно	2	4
101	для того	20	4
102	тем же	3	4
103	по поводу	3	4
104	того как	2	4
105	мы должны	3	4
106	и это	8	4
107	и потому	5	4
108	и при	2	4
109	в каждой	3	4
110	не существует	3	3
111	и есть	5	3
112	могут быть	8	3
113	одним и	3	3
114	тому что	8	3
115	прежде всего	4	3
116	и все	4	3
117	должны будем	2	3
118	что все	6	3
119	к этому	3	3
120	представить себе	2	3
121	не можем	4	3
122	именно в	6	3
123	мы можем	7	3
124	само по	2	3
125	что при	3	3
126	в свою	3	3
127	до сих	5	3
128	можно сказать	2	3
129	одной стороны	12	3
130	при этом	8	3
131	никак не	6	3
132	и следовательно	2	3
133	что она	6	3
134	как бы	19	3
135	из двух	3	3
136	искусства и	5	3
137	в целом	5	3
138	чувства и	5	3
139	образом и	2	3
140	с и	5	3
141	со стороны	3	3
142	в словах	2	3
143	только на	4	3
144	художественном произведении	2	3
145	т д	3	3
146	от нас	2	3
147	того чтобы	20	3
148	в силу	3	3
149	так же	13	3
150	в таком	3	3
151	или в	6	3
152	в каждом	2	3
153	и на	3	3
154	с но	2	3
155	в искусстве	6	3
156	не знает	2	3
157	ответ на	5	3
158	там где	4	3
159	в которой	3	3
160	сих пор	5	3
161	только не	5	2
162	перед нами	2	2
163	что ни	3	2
164	но все	2	2
165	и та	2	2
166	об этом	3	2
167	заставляет нас	3	2
168	с здесь	3	2
169	бы мы	3	2
170	связи с	2	2
171	котором мы	3	2
172	его с	2	2
173	так например	3	2
174	не как	3	2
175	он как	2	2
176	в одном	2	2
177	это в	3	2
178	нам кажется	2	2
179	а как	2	2
180	есть то	2	2
181	показывает что	3	2
182	на то	17	2
183	не дает	2	2
184	именно то	4	2
185	что с	6	2
186	в ее	3	2
187	мы видим	8	2
188	в этой	5	2
189	что они	5	2
190	от него	4	2
191	у него	3	2
192	в большей	2	2
193	несмотря на	5	2
194	и мы	16	2
195	и если	6	2
196	или на	2	2
197	на его	3	2
198	и той	2	2
199	он говорит	3	2
200	том чтобы	2	2
201	и о	3	2
202	и почему	2	2
203	мы уже	6	2
204	был бы	5	2
205	с таким	2	2
206	но мы	2	2
207	все же	7	2
208	же в	2	2
209	жизни и	6	2
210	в своей	4	2
211	и до	2	2
212	в их	3	2
213	в форме	2	2
214	целый ряд	3	2
215	так в	3	2
216	в нас	13	2
217	что есть	2	2
218	т п	3	2
219	а с	5	2
220	этом отношении	3	2
221	что поэт	3	2
222	это и	2	2
223	из того	3	2
224	но только	3	2
225	самом деле	8	2
226	когда в	2	2
227	и наконец	3	2
228	и даже	2	2
229	несомненно что	2	2
230	той же	3	2
231	искусство есть	2	2
232	в которых	2	2
233	что по	2	2
234	с этой	2	2
235	ни в	3	2
236	точки зрения	7	2
237	связь между	2	2
238	или с	2	2
239	входящий в	2	2
240	бы в	5	2
241	о том	10	2
242	произведения искусства	2	2
243	что эта	4	2
244	которое мы	3	2
245	иметь в	3	2
246	когда мы	6	2
247	нет ни	2	2
248	и с	2	2
