N	2gram	Bakhtin_Pr_2	Istorich
1	и в	43	26
2	т е	26	22
3	так как	4	18
4	никогда не	9	13
5	что в	4	12
6	таким образом	5	12
7	в том	6	12
8	и на	10	12
9	в этом	13	12
10	может быть	23	11
11	с другой	4	10
12	в образе	2	10
13	том что	2	10
14	и т	13	10
15	и не	29	10
16	не только	11	10
17	что он	13	9
18	еще не	9	9
19	но и	14	9
20	в нем	12	8
21	все же	3	8
22	на том	2	8
23	другой стороны	3	8
24	т д	4	8
25	все эти	5	8
26	и это	4	8
27	с ним	3	8
28	превращается в	2	7
29	уже не	3	7
30	мы можем	2	7
31	например в	2	7
32	и его	8	7
33	у него	6	7
34	о том	5	7
35	но в	10	7
36	то что	7	6
37	мы уже	3	6
38	ее в	2	6
39	как в	2	6
40	не может	18	6
41	в виде	3	6
42	и с	5	6
43	как он	2	6
44	мы не	4	6
45	у нас	2	5
46	как и	14	5
47	в его	10	5
48	то это	2	5
49	так и	3	5
50	то же	8	5
51	и что	5	5
52	тем что	3	5
53	в то	7	5
54	только в	4	5
55	его в	3	5
56	там где	4	5
57	и этим	3	5
58	есть и	3	4
59	это не	3	4
60	из этих	2	4
61	но здесь	5	4
62	прежде всего	10	4
63	с его	4	4
64	здесь мы	2	4
65	но это	4	4
66	до сих	7	4
67	как бы	22	4
68	что и	3	4
69	сих пор	7	4
70	как мы	10	4
71	и он	5	4
72	например у	2	3
73	и ее	3	3
74	там в	3	3
75	если бы	3	3
76	могут быть	3	3
77	в них	4	3
78	в одном	12	3
79	должна быть	3	3
80	вопрос о	2	3
81	так что	5	3
82	не в	11	3
83	такой же	3	3
84	то время	2	3
85	кроме того	3	3
86	она не	3	3
87	и эта	2	3
88	почти всегда	2	3
89	в него	7	3
90	когда он	3	3
91	в своей	4	3
92	а в	5	3
93	при этом	6	3
94	и наконец	6	3
95	но так	2	3
96	время как	2	3
97	мы наблюдали	2	3
98	или в	8	3
99	меня и	2	3
100	в своих	2	3
101	и то	2	3
102	та же	2	3
103	их в	4	3
104	сказать что	2	3
105	и только	3	3
106	в себе	5	3
107	далеко не	4	3
108	того как	2	3
109	перед нами	7	2
110	это место	2	2
111	и как	2	2
112	в этих	6	2
113	с собой	4	2
114	в эту	3	2
115	в своем	4	2
116	что у	2	2
117	но он	4	2
118	того же	3	2
119	отличается от	2	2
120	в одной	3	2
121	с этим	2	2
122	вовсе не	5	2
123	стороны и	3	2
124	на то	5	2
125	к тому	4	2
126	для нас	2	2
127	он был	3	2
128	по отношению	5	2
129	но все	2	2
130	одна из	2	2
131	но не	5	2
132	так же	2	2
133	в последнем	3	2
134	героя в	3	2
135	было бы	5	2
136	и сам	7	2
137	кажется что	3	2
138	него в	3	2
139	но для	3	2
140	и др	2	2
141	даже в	3	2
142	здесь нет	3	2
143	не есть	2	2
144	нам кажется	5	2
145	отношению к	5	2
146	ни в	2	2
147	и до	4	2
148	но эти	4	2
149	образом и	3	2
150	на него	3	2
151	в форме	2	2
152	что же	7	2
153	целый ряд	2	2
154	то и	2	2
155	он не	9	2
156	а с	2	2
157	и они	2	2
158	человека в	4	2
159	в одно	3	2
160	а не	7	2
161	того что	2	2
162	что не	2	2
163	должны быть	2	2
164	известно что	2	2
165	можно было	3	2
166	что этот	2	2
167	с ними	2	2
168	во всяком	2	2
169	он и	3	2
170	к себе	7	2
171	в которых	2	2
172	из его	2	2
173	и соответствующие	2	2
174	ту же	2	2
175	что это	2	2
176	здесь не	6	2
177	ничего не	3	2
178	или как	4	2
179	же не	4	2
180	но при	3	2
