N	2gram	Vinokur_St_2	Hudozhes
1	том что	27	16
2	и в	29	14
3	так и	9	13
4	а не	5	12
5	в том	27	12
6	не только	19	12
7	при этом	2	12
8	о том	17	12
9	прежде всего	5	11
10	и т	9	11
11	в этом	21	11
12	в себе	2	11
13	для него	4	10
14	в своей	7	10
15	что он	13	9
16	как и	2	9
17	в качестве	5	9
18	то же	2	9
19	как в	3	8
20	то что	11	8
21	т п	3	8
22	между тем	5	8
23	в этой	2	8
24	в то	2	8
25	в его	13	8
26	ничего не	4	8
27	к тому	10	7
28	не в	4	7
29	своего рода	5	7
30	как бы	5	7
31	не может	2	7
32	именно в	4	7
33	тогда как	2	7
34	никогда не	3	6
35	что в	19	6
36	было бы	5	6
37	не менее	3	5
38	с его	2	5
39	в частности	4	5
40	в этих	3	5
41	об этом	6	5
42	может быть	2	5
43	только в	2	5
44	и он	3	5
45	но и	19	5
46	самом деле	3	5
47	и его	6	5
48	потому что	9	5
49	ни в	3	5
50	точки зрения	5	5
51	но в	8	5
52	связи с	4	4
53	тому что	7	4
54	в своем	9	4
55	т е	10	4
56	в духе	2	4
57	на то	2	4
58	и к	4	4
59	тем не	2	4
60	несмотря на	2	4
61	в самом	7	4
62	и о	4	4
63	в ней	7	4
64	из них	3	4
65	как раз	8	4
66	не было	3	4
67	того что	5	4
68	только что	2	4
69	он не	9	4
70	в русской	5	4
71	в конце	2	4
72	и это	2	4
73	и с	4	4
74	но не	3	3
75	если бы	2	3
76	что у	4	3
77	но он	3	3
78	с этим	3	3
79	идет о	3	3
80	в ее	2	3
81	по своему	2	3
82	своего времени	4	3
83	такого рода	2	3
84	еще в	2	3
85	речь идет	4	3
86	даже в	2	3
87	в нем	4	3
88	все же	6	3
89	со стороны	2	3
90	т д	6	3
91	этом отношении	9	3
92	все эти	2	3
93	в заключительной	2	3
94	того чтобы	6	3
95	и даже	3	3
96	с точки	2	3
97	и по	3	3
98	тем что	3	3
99	и на	6	3
100	его в	2	3
101	а также	2	3
102	на вопрос	3	2
103	не столько	7	2
104	в одной	2	2
105	и потому	2	2
106	вопрос о	6	2
107	по себе	3	2
108	что на	3	2
109	к своему	2	2
110	или с	2	2
111	так что	3	2
112	ему не	2	2
113	в другом	4	2
114	с той	2	2
115	же как	3	2
116	и что	6	2
117	о своей	2	2
118	до конца	3	2
119	одной из	3	2
120	раз в	2	2
121	например в	3	2
122	на его	2	2
123	в начале	3	2
124	значительной степени	2	2
125	и дело	2	2
126	никак не	2	2
127	хотя и	4	2
128	как он	2	2
129	сих пор	5	2
130	в их	3	2
131	все это	11	2
132	внимание на	4	2
133	для своего	2	2
134	этих словах	2	2
135	особенно в	2	2
136	а с	3	2
137	не представляется	2	2
138	с и	2	2
139	и не	9	2
140	но с	4	2
141	на самом	3	2
142	молодой женщины	3	2
143	только потому	2	2
144	они не	2	2
145	в значительной	2	2
146	в речи	4	2
147	не имеет	2	2
148	в это	2	2
149	действующие лица	3	2
150	с этой	2	2
151	в результате	2	2
152	действующих лиц	4	2
153	эти слова	2	2
154	что я	2	2
155	не раз	2	2
156	по адресу	2	2
157	до сих	6	2
