N	2gram	Ircho_Kome_2	Tvorches
1	и в	26	20
2	не только	7	13
3	и т	2	13
4	как бы	2	11
5	в его	4	10
6	таким образом	6	10
7	в то	6	10
8	и его	12	9
9	и не	14	9
10	прежде всего	4	8
11	в том	11	8
12	но и	10	8
13	может быть	11	8
14	в этом	10	8
15	и с	5	8
16	это не	2	7
17	представление о	2	7
18	же время	3	7
19	наряду с	6	7
20	что в	9	7
21	не может	3	7
22	то же	3	7
23	потому что	6	7
24	у него	4	6
25	в конце	2	6
26	что он	5	6
27	как и	4	6
28	в целом	4	6
29	в своей	3	6
30	так и	12	6
31	все это	3	6
32	в мире	2	5
33	еще не	6	5
34	но не	3	5
35	и сам	3	5
36	например в	3	5
37	все же	4	5
38	и на	7	5
39	в этой	3	5
40	о том	6	5
41	об этом	2	4
42	за собой	2	4
43	что у	4	4
44	в лице	2	4
45	и от	4	4
46	в духе	2	4
47	мы не	2	4
48	том что	9	4
49	отнюдь не	2	4
50	хотя и	4	4
51	что она	2	4
52	как в	3	4
53	если не	2	4
54	в принципе	2	4
55	не в	2	4
56	а в	3	4
57	если бы	9	4
58	но в	3	4
59	место в	4	3
60	с этой	3	3
61	в одной	2	3
62	в образе	3	3
63	к этому	5	3
64	в пользу	2	3
65	а затем	5	3
66	отношению к	3	3
67	х годов	2	3
68	в античной	2	3
69	одна из	2	3
70	у нее	2	3
71	одной из	4	3
72	в самом	4	3
73	он не	2	3
74	в котором	3	3
75	не является	2	3
76	один из	5	3
77	в нем	6	3
78	то что	6	3
79	и это	2	3
80	вместе с	9	3
81	сих пор	2	3
82	в их	3	3
83	по отношению	3	3
84	так как	4	3
85	человека в	3	3
86	одним из	2	3
87	тем что	3	3
88	в начале	4	3
89	его в	4	3
90	между тем	4	3
91	до сих	2	3
92	действующих лиц	5	2
93	уже в	4	2
94	все время	2	2
95	не менее	4	2
96	и есть	2	2
97	восходит к	4	2
98	современной ему	2	2
99	с другой	2	2
100	в одном	2	2
101	если у	2	2
102	вовсе не	2	2
103	во всяком	2	2
104	от ее	2	2
105	и ее	2	2
106	что на	3	2
107	в ее	2	2
108	что его	3	2
109	тому же	11	2
110	так что	5	2
111	брак с	3	2
112	как известно	2	2
113	и если	2	2
114	в частности	4	2
115	но если	3	2
116	всяком случае	2	2
117	нет и	2	2
118	себя в	3	2
119	в истории	5	2
120	так в	2	2
121	в отличие	2	2
122	т п	2	2
123	ли не	7	2
124	не было	3	2
125	и что	2	2
126	и у	2	2
127	на этот	4	2
128	друг друга	3	2
129	рядом с	2	2
130	роль в	2	2
131	аргументом в	2	2
132	с ними	2	2
133	имеет в	2	2
134	тут же	2	2
135	из них	7	2
136	в которой	5	2
137	и еще	2	2
138	говорить о	2	2
139	только в	4	2
140	как правило	3	2
141	из этого	2	2
142	едва ли	14	2
143	отличие от	2	2
144	и поэтому	3	2
145	вообще говоря	2	2
146	же не	2	2
