N	2gram	Vygotskiy__3	Psycholo
1	то что	15	37
2	и в	25	30
3	в том	23	27
4	что в	17	24
5	и что	10	23
6	потому что	6	23
7	том что	20	21
8	все время	2	20
9	для того	7	20
10	таким образом	17	20
11	того чтобы	8	20
12	как бы	10	19
13	что он	6	17
14	на то	4	17
15	если мы	3	16
16	не только	6	16
17	в самом	3	14
18	в этом	14	14
19	так же	17	13
20	одной стороны	5	12
21	вместе с	14	12
22	с одной	5	12
23	если бы	5	11
24	может быть	13	11
25	как на	2	11
26	что мы	7	11
27	о том	5	10
28	никогда не	4	9
29	с другой	6	9
30	для этого	2	9
31	мы увидим	4	9
32	не может	6	9
33	и то	2	9
34	сказать что	4	9
35	так как	12	9
36	с тем	16	8
37	что это	5	8
38	тому что	2	8
39	мы имеем	4	8
40	к тому	4	8
41	не в	6	8
42	при этом	5	8
43	того что	10	8
44	заключается в	9	8
45	мы видим	3	8
46	могут быть	5	8
47	и это	4	8
48	на деле	3	8
49	по себе	7	7
50	в нем	2	7
51	и как	5	7
52	зависимости от	6	7
53	но не	6	7
54	мы можем	7	7
55	все же	6	7
56	то же	2	7
57	совершенно ясно	2	7
58	точки зрения	6	7
59	как это	7	7
60	в основе	16	7
61	уже в	7	6
62	ясно что	2	6
63	в зависимости	5	6
64	в своем	4	6
65	что она	5	6
66	именно в	5	6
67	как и	15	6
68	что с	4	6
69	же точно	3	6
70	и для	2	6
71	но и	4	6
72	в совершенно	2	6
73	что оно	4	6
74	и не	10	6
75	факт что	5	6
76	и его	2	6
77	или в	2	6
78	и здесь	2	6
79	тем что	8	6
80	мы уже	5	6
81	о котором	2	6
82	на этом	3	6
83	дело с	3	5
84	по этому	3	5
85	в целом	13	5
86	как мы	8	5
87	и потому	2	5
88	в этой	5	5
89	что они	10	5
90	еще не	4	5
91	было бы	10	5
92	когда он	3	5
93	один из	6	5
94	другой стороны	3	5
95	а с	3	5
96	в своих	2	5
97	в себе	2	5
98	только в	10	5
99	бы в	2	5
100	в основу	4	4
101	в результате	3	4
102	в частности	4	4
103	сравнению с	3	4
104	и все	4	4
105	этот вопрос	3	4
106	тот факт	5	4
107	прежде всего	4	4
108	мы могли	9	4
109	и заключается	2	4
110	указывает на	2	4
111	именно это	2	4
112	и к	5	4
113	в своей	2	4
114	от того	4	4
115	в его	15	4
116	в него	3	4
117	заключает в	2	4
118	в них	2	4
119	не есть	3	4
120	как говорит	5	4
121	по сравнению	4	4
122	только что	2	4
123	внимание на	2	4
124	имеет дело	2	4
125	а в	4	4
126	которых мы	2	4
127	там где	4	4
128	из которых	5	4
129	это противоречие	2	4
130	мы говорили	4	4
131	как она	3	4
132	могли бы	11	4
133	не могли	3	4
134	не можем	3	4
135	не могут	4	3
136	первый план	2	3
137	одним и	2	3
138	не как	3	3
139	из этих	4	3
140	состоит в	3	3
141	к этому	3	3
142	показывает что	8	3
143	самого начала	6	3
144	для нас	2	3
145	об этом	2	3
146	с самого	6	3
147	так что	2	3
148	одна из	2	3
149	очень легко	2	3
150	в свою	3	3
151	для него	5	3
152	тот же	2	3
153	друг с	5	3
154	с теми	2	3
155	имеет место	3	3
156	образом что	2	3
157	он не	4	3
158	что и	10	3
159	на его	2	3
160	ни в	9	3
161	так и	5	3
162	как в	9	3
163	и только	2	3
164	этом отношении	3	3
165	из того	2	3
166	но только	3	3
167	с другом	5	3
168	на этот	2	3
169	тем же	4	3
170	в таком	2	3
171	той же	4	3
172	мы не	9	3
173	можно было	6	3
174	в силу	6	3
175	и на	6	3
176	в каком	2	3
177	мы должны	6	3
178	в этих	2	3
179	с этой	3	2
180	перед нами	10	2
181	в отношении	6	2
182	говорили выше	2	2
183	с его	2	2
184	ни один	4	2
185	показали что	4	2
186	же как	6	2
187	связи с	9	2
188	находит свое	2	2
189	к которым	4	2
190	между собой	13	2
191	не является	8	2
192	отношения между	5	2
193	с этим	4	2
194	мы называем	2	2
195	в одном	2	2
196	что эти	3	2
197	этом смысле	2	2
198	и другими	2	2
199	а как	2	2
200	или иной	3	2
201	с помощью	42	2
202	на первый	2	2
203	мы знаем	4	2
204	же в	2	2
205	и того	4	2
206	когда в	3	2
207	всякий раз	2	2
208	но все	2	2
209	показало что	3	2
210	бы сказать	3	2
211	того же	6	2
212	совпадают с	4	2
213	обе эти	3	2
214	одного и	4	2
215	это значит	4	2
216	что по	2	2
217	слов и	5	2
218	в нашей	2	2
219	стороны он	2	2
220	к другому	2	2
221	и эта	2	2
222	на том	3	2
223	как они	2	2
224	той или	2	2
225	в качестве	12	2
226	мог бы	4	2
227	еще в	2	2
228	в котором	3	2
229	сами по	3	2
230	внутреннее противоречие	2	2
231	с той	2	2
232	речь в	2	2
233	из них	4	2
234	и той	2	2
235	находится в	2	2
236	все это	6	2
237	является то	7	2
238	отличается от	3	2
239	по отношению	3	2
240	которых он	2	2
241	мы никогда	2	2
242	в отличие	6	2
243	того как	3	2
244	в течение	2	2
245	оба эти	3	2
246	которую мы	5	2
247	одной и	2	2
248	в себя	3	2
249	приводит к	4	2
250	и другое	5	2
251	между ними	3	2
252	должно быть	2	2
253	отличие от	6	2
254	время как	4	2
255	в которых	3	2
256	от одного	2	2
257	говорит он	4	2
258	является в	3	2
259	на которых	2	2
260	само по	2	2
261	с мы	4	2
262	во всем	3	2
263	в то	4	2
264	с несомненностью	3	2
265	как он	3	2
266	все эти	7	2
267	едва ли	2	2
268	связь между	4	2
