N	2gram	Losev_Prob_1	FransuaR
1	и в	32	40
2	то есть	33	18
3	и его	3	17
4	прежде всего	10	16
5	в этом	19	15
6	мы уже	5	13
7	не только	17	13
8	и не	31	13
9	в его	6	13
10	что в	12	12
11	вовсе не	35	12
12	как и	3	11
13	но и	9	11
14	таким образом	6	10
15	как мы	7	10
16	в них	7	9
17	и все	7	9
18	в сущности	2	9
19	может быть	14	9
20	он не	3	9
21	в том	9	8
22	и до	2	8
23	все эти	8	8
24	и с	2	8
25	и на	8	8
26	но в	14	8
27	в своем	5	7
28	то же	10	7
29	он и	8	7
30	в виду	6	7
31	в этих	3	6
32	в самом	6	6
33	во всех	7	6
34	в своей	8	6
35	связи с	5	6
36	в то	6	6
37	в литературе	4	5
38	мы видим	2	5
39	xx века	2	5
40	со всеми	2	5
41	как раз	13	5
42	в нем	13	5
43	то что	42	5
44	в связи	4	5
45	не было	4	5
46	а не	15	5
47	и для	4	5
48	для него	2	5
49	и во	3	4
50	у нас	14	4
51	том что	12	4
52	смысле слова	7	4
53	здесь в	3	4
54	до сих	3	4
55	было бы	8	4
56	из них	3	4
57	и потому	2	4
58	а также	4	4
59	ни в	7	4
60	один из	4	4
61	сих пор	3	4
62	в их	4	4
63	все это	7	4
64	только на	4	4
65	о том	11	4
66	и о	8	4
67	в данном	9	4
68	того чтобы	9	4
69	особенно в	2	4
70	и даже	11	4
71	также и	11	4
72	и здесь	6	4
73	в истории	4	4
74	так как	11	4
75	в области	2	4
76	в эту	2	4
77	только для	3	3
78	поэтому и	2	3
79	с его	2	3
80	всех этих	7	3
81	если бы	4	3
82	об этом	10	3
83	в ее	3	3
84	но это	8	3
85	в этой	10	3
86	для этого	3	3
87	кроме того	2	3
88	еще не	9	3
89	но именно	3	3
90	и есть	6	3
91	такого рода	7	3
92	никак не	4	3
93	и следовательно	3	3
94	как бы	14	3
95	о нем	3	3
96	в таких	2	3
97	другими словами	3	3
98	вместе с	2	3
99	так и	12	3
100	как в	4	3
101	во всей	3	3
102	не может	8	3
103	а в	4	3
104	на самом	6	3
105	мы находим	2	3
106	самом деле	6	3
107	для того	8	3
108	и как	6	3
109	но все	3	3
110	можно было	3	3
111	сказать что	13	3
112	между тем	2	3
113	тем что	7	3
114	при этом	6	3
115	же и	3	3
116	одно из	2	3
117	в себе	15	3
118	только в	7	3
119	но ведь	3	3
120	в конце	6	3
121	здесь не	7	3
122	их в	4	3
123	в других	5	3
124	не менее	19	2
125	есть и	3	2
126	уже в	3	2
127	еще и	5	2
128	в общей	2	2
129	о чем	6	2
130	хотя бы	3	2
131	с другой	3	2
132	это не	6	2
133	и так	2	2
134	из этих	2	2
135	больше чем	2	2
136	что он	7	2
137	или иной	5	2
138	можно сказать	5	2
139	момент в	2	2
140	говорят о	2	2
141	как его	2	2
142	следовательно и	2	2
143	в дальнейшем	4	2
144	это есть	9	2
145	но не	9	2
146	мы увидим	3	2
147	и если	6	2
148	например в	2	2
149	на его	2	2
150	к нему	3	2
151	по преимуществу	2	2
152	свидетельствует о	3	2
153	и очень	2	2
154	той или	5	2
155	гораздо больше	2	2
156	в котором	5	2
157	здесь нет	2	2
158	дело в	3	2
159	данном случае	8	2
160	здесь только	2	2
161	как нечто	8	2
162	именно в	4	2
163	хотя в	3	2
164	это вовсе	2	2
165	что для	2	2
166	со всем	2	2
167	нас в	2	2
168	потому что	16	2
169	он в	2	2
170	с этим	3	2
171	даже и	8	2
172	но он	3	2
173	точки зрения	3	2
174	и ее	8	2
175	и еще	3	2
176	но как	6	2
177	далеко не	5	2
178	как он	4	2
179	и это	9	2
180	в которой	2	2
181	того же	3	2
182	мы не	2	2
183	и сама	2	2
