N	2gram	Vinokur_St_1	FransuaR
1	и в	44	56
2	то есть	2	24
3	в его	9	18
4	таким образом	7	17
5	все эти	5	15
6	в этом	21	14
7	в том	36	13
8	так и	9	13
9	и его	8	12
10	он был	3	12
11	в то	9	12
12	в этих	2	11
13	как бы	4	11
14	то же	5	11
15	же время	4	10
16	еще не	3	10
17	в эпоху	2	10
18	эпохи в	3	9
19	только в	10	9
20	в самом	7	9
21	но и	10	9
22	и не	16	9
23	том что	29	8
24	в сущности	2	8
25	не только	18	8
26	в нем	5	8
27	во всех	8	8
28	сих пор	7	8
29	и их	2	8
30	все это	5	8
31	и даже	5	8
32	до сих	7	8
33	и с	3	8
34	в частности	4	7
35	у него	2	7
36	прежде всего	7	6
37	вовсе не	19	6
38	в ее	4	6
39	в этой	11	6
40	языка и	4	6
41	в той	6	6
42	эпохи и	3	6
43	той же	5	6
44	потому что	6	6
45	точки зрения	11	6
46	и все	2	6
47	но в	10	6
48	но не	3	5
49	никогда не	5	5
50	в отношении	9	5
51	ни с	3	5
52	как и	9	5
53	он не	2	5
54	своего рода	3	5
55	что в	30	5
56	не было	4	5
57	в результате	3	5
58	во время	3	5
59	такой же	5	5
60	в области	14	5
61	что все	2	4
62	и более	2	4
63	что это	4	4
64	того времени	5	4
65	в себе	2	4
66	в качестве	4	4
67	например в	8	4
68	конечно не	2	4
69	за пределы	2	4
70	в ней	3	4
71	и потому	2	4
72	даже в	3	4
73	с одной	3	4
74	при этом	2	4
75	того чтобы	11	4
76	в основе	3	4
77	в своих	2	4
78	их в	2	4
79	о том	17	4
80	по своей	2	4
81	так как	5	4
82	в которой	4	4
83	том числе	2	3
84	всех этих	2	3
85	в своем	2	3
86	во времена	4	3
87	так что	6	3
88	в первой	12	3
89	может быть	15	3
90	а также	2	3
91	что и	6	3
92	то что	18	3
93	что для	3	3
94	еще и	2	3
95	там где	5	3
96	мы находим	4	3
97	не в	12	3
98	другом месте	2	3
99	конечно и	3	3
100	сказать что	7	3
101	между тем	3	3
102	но он	2	3
103	в другом	3	3
104	на эту	4	3
105	к которому	4	3
106	если бы	9	2
107	в виде	3	2
108	о них	2	2
109	с другой	9	2
110	это не	8	2
111	уже в	2	2
112	и во	2	2
113	в других	2	2
114	на самом	6	2
115	это в	4	2
116	что он	10	2
117	бы и	4	2
118	так например	7	2
119	ни в	3	2
120	говорит о	3	2
121	но это	6	2
122	к концу	2	2
123	совсем не	2	2
124	а на	3	2
125	числе и	2	2
126	то время	2	2
127	для него	6	2
128	одной стороны	2	2
129	было бы	17	2
130	и сам	2	2
131	не имели	2	2
132	из них	8	2
133	несмотря на	2	2
134	а в	17	2
135	что на	2	2
136	в котором	5	2
137	и такие	2	2
138	его жизни	3	2
139	все же	8	2
140	в своей	6	2
141	самом деле	11	2
142	дело не	4	2
143	ни одного	2	2
144	данном случае	6	2
145	что она	4	2
146	другой стороны	7	2
147	целый ряд	2	2
148	так же	5	2
149	как раз	4	2
150	не может	8	2
151	в каком	3	2
152	как к	3	2
153	возможно что	3	2
154	а не	16	2
155	для того	10	2
156	к нему	2	2
157	и для	3	2
158	с точки	8	2
159	его в	2	2
160	и те	2	2
161	в слове	5	2
162	мы не	2	2
163	в данном	14	2
164	и то	5	2
165	с этой	3	2
166	также и	9	2
167	в которых	5	2
168	но с	3	2
169	культуры в	3	2
170	той эпохи	3	2
171	начиная с	2	2
172	что они	7	2
173	дело в	6	2
174	отметить что	2	2
175	это очень	3	2
176	нет ни	2	2
