N	2gram	Bakhtin_Fr_4	EvropaiC
1	таким образом	20	32
2	в том	7	31
3	и в	29	24
4	том что	3	20
5	все эти	9	19
6	не может	2	18
7	то что	4	17
8	может быть	2	15
9	все же	3	15
10	точки зрения	4	13
11	в своем	3	12
12	в этом	11	12
13	все это	4	11
14	как бы	8	10
15	так и	11	10
16	при этом	3	9
17	в результате	4	9
18	как и	12	9
19	того же	5	9
20	так же	7	8
21	и все	13	8
22	с точки	2	8
23	к тому	2	7
24	но и	9	7
25	и не	16	7
26	по своей	3	7
27	о том	2	7
28	что он	4	7
29	или менее	3	7
30	на самом	4	7
31	того чтобы	3	7
32	для того	3	7
33	из этого	2	7
34	более или	3	7
35	все они	5	6
36	с другой	4	6
37	в этой	13	6
38	того что	3	6
39	как на	2	6
40	и на	11	6
41	так как	7	6
42	с ним	2	6
43	и при	2	6
44	еще не	4	6
45	у них	3	6
46	мы можем	3	6
47	только в	2	6
48	именно в	2	5
49	что это	5	5
50	у него	5	5
51	и их	3	5
52	другой стороны	3	5
53	как к	3	5
54	и с	9	5
55	его в	9	5
56	но в	12	5
57	к этому	2	5
58	и к	2	5
59	в то	10	5
60	по своему	4	5
61	в его	8	5
62	не только	10	5
63	и для	2	5
64	в себе	3	5
65	как будто	2	5
66	далеко не	5	5
67	в которой	4	5
68	тех кто	2	4
69	никогда не	2	4
70	в конце	9	4
71	в дальнейшем	3	4
72	хотя и	2	4
73	из них	6	4
74	в их	2	4
75	и то	2	4
76	всех этих	3	4
77	связи с	2	4
78	мы уже	10	4
79	том же	2	4
80	он не	3	4
81	конце концов	4	4
82	то же	10	4
83	и у	2	4
84	с одной	2	3
85	в нашем	4	3
86	в этих	2	3
87	уже и	2	3
88	в нем	5	3
89	на этой	2	3
90	в разных	3	3
91	и других	3	3
92	образом в	3	3
93	и наконец	2	3
94	и по	5	3
95	это не	5	3
96	прежде всего	8	3
97	в жизни	2	3
98	мы сказали	2	3
99	как известно	2	3
100	тот же	3	3
101	конечно не	4	3
102	жизнь и	4	3
103	и это	2	3
104	же не	2	3
105	в частности	3	2
106	что у	3	2
107	как мы	10	2
108	все в	2	2
109	такой же	3	2
110	что они	2	2
111	на этом	2	2
112	же время	8	2
113	одной стороны	2	2
114	и сам	3	2
115	к нему	3	2
116	в ней	3	2
117	в виду	2	2
118	в котором	2	2
119	с ее	3	2
120	мы видели	7	2
121	другими словами	2	2
122	и до	5	2
123	образом и	3	2
124	этот процесс	6	2
125	что такие	2	2
126	они не	2	2
127	с ними	3	2
128	и так	3	2
129	но как	3	2
130	в один	2	2
131	также и	4	2
132	это конечно	2	2
133	то есть	21	2
134	в основе	2	2
135	в них	7	2
136	вовсе не	9	2
137	со своими	2	2
138	на первый	2	2
139	а затем	3	2
140	то в	3	2
141	но не	2	2
142	жизни и	4	2
143	в сущности	6	2
144	между прочим	2	2
145	которую он	4	2
146	в ту	2	2
147	почти все	3	2
148	в себя	2	2
149	между ними	2	2
150	если же	2	2
151	есть в	2	2
152	в эту	3	2
