N	2gram	Bakhtin_Pr_4	Myslijsy
1	потому что	4	49
2	для нас	2	31
3	то есть	40	30
4	и в	46	24
5	может быть	23	23
6	то что	4	20
7	и не	27	19
8	а не	11	18
9	в том	9	18
10	что в	4	16
11	по себе	7	15
12	не только	14	15
13	того же	3	14
14	при этом	5	13
15	было бы	3	13
16	не в	10	13
17	в слове	3	13
18	но не	4	12
19	не может	19	12
20	то же	6	12
21	мы можем	4	12
22	если бы	3	11
23	что мы	2	11
24	что и	3	11
25	вместе с	2	11
26	мы не	4	11
27	только в	6	11
28	таким образом	4	11
29	для него	2	10
30	в себе	7	10
31	так что	2	10
32	как в	4	10
33	так как	5	10
34	вовсе не	9	9
35	в нем	17	9
36	как бы	19	9
37	но и	12	9
38	то и	2	9
39	а в	2	8
40	том что	4	8
41	более или	3	8
42	или менее	3	8
43	в одно	2	8
44	и на	11	8
45	в этом	16	8
46	могут быть	2	8
47	не могут	3	7
48	прежде всего	9	7
49	во всяком	2	7
50	сами по	2	7
51	зрения и	2	7
52	во всех	5	7
53	как и	12	7
54	тем что	3	7
55	с этим	2	7
56	того как	2	7
57	с другой	3	6
58	в одном	11	6
59	и как	2	6
60	не было	2	6
61	между тем	2	6
62	между двумя	3	6
63	в то	5	6
64	этого слова	2	6
65	и только	3	6
66	слова в	13	5
67	уже в	4	5
68	не менее	2	5
69	с ним	2	5
70	по мере	4	5
71	на то	3	5
72	о том	5	5
73	и их	3	5
74	так и	4	5
75	бы не	2	5
76	бы ни	2	5
77	все же	4	5
78	сам по	3	4
79	никогда не	6	4
80	из этих	3	4
81	а между	2	4
82	что он	6	4
83	уже не	4	4
84	такой же	3	4
85	одна из	2	4
86	до сих	8	4
87	еще не	7	4
88	в самом	9	4
89	в котором	5	4
90	нам кажется	5	4
91	сих пор	8	4
92	так в	2	4
93	и что	3	4
94	к другому	5	4
95	влияние на	2	4
96	они не	2	4
97	как он	3	4
98	там где	2	4
99	так сказать	5	4
100	одном из	2	4
101	в других	2	4
102	но в	6	4
103	это не	5	3
104	не как	3	3
105	и все	9	3
106	мы чувствуем	2	3
107	человека и	3	3
108	на все	2	3
109	хотя и	6	3
110	от них	2	3
111	то это	3	3
112	о которых	2	3
113	и при	3	3
114	все что	2	3
115	кажется что	3	3
116	но это	6	3
117	например в	4	3
118	к другим	2	3
119	в самой	5	3
120	и во	3	3
121	оно должно	2	3
122	если в	2	3
123	но она	2	3
124	и тем	2	3
125	слова и	7	3
126	на него	3	3
127	в словах	4	3
128	языка и	2	3
129	в языке	2	3
130	те же	2	3
131	если мы	5	3
132	тем же	3	3
133	и для	3	3
134	той же	3	3
135	рядом с	5	3
136	нет но	2	3
137	от одного	2	3
138	далеко не	3	3
139	в этих	4	3
140	самый предмет	2	2
141	в каждом	6	2
142	но на	2	2
143	время и	2	2
144	этом смысле	2	2
145	а то	3	2
146	и его	6	2
147	превращается в	4	2
148	но он	3	2
149	хотя бы	2	2
150	и это	3	2
151	в жизни	5	2
152	с нею	2	2
153	между ними	10	2
154	вопрос о	2	2
155	с его	5	2
156	не дает	2	2
157	слова но	4	2
158	остановимся на	2	2
159	сознании и	2	2
160	бы в	3	2
161	у нас	2	2
162	за пределы	5	2
163	но все	2	2
164	все эти	4	2
165	есть в	6	2
166	так же	3	2
167	у него	5	2
168	же время	5	2
169	в формах	3	2
170	в общем	2	2
171	на предмет	6	2
172	сама по	2	2
173	и следовательно	2	2
174	к ней	2	2
175	но если	3	2
176	в его	9	2
177	себя и	3	2
178	равно и	2	2
179	но эти	4	2
180	указывает на	2	2
181	слово как	4	2
182	все это	6	2
183	другой стороны	3	2
184	показать в	2	2
185	и других	4	2
186	и они	2	2
187	в себя	4	2
188	в слово	2	2
189	мы находим	5	2
190	самом деле	4	2
191	что такое	2	2
192	и по	2	2
193	должно быть	4	2
194	друг друга	6	2
195	отношения к	2	2
196	или в	8	2
197	по отношению	5	2
198	и здесь	4	2
199	тем как	2	2
200	их в	3	2
201	сказать что	2	2
202	в другом	2	2
203	во всем	4	2
204	о котором	2	2
205	может стать	2	2
206	на этом	3	2
207	отношении к	2	2
208	слово с	5	2
