N	2gram	Bakhtin_Fr_6	DiskursI
1	не только	10	28
2	в том	2	23
3	а не	2	22
4	то есть	24	20
5	том что	7	19
6	может быть	2	17
7	и в	41	16
8	как и	7	16
9	в этом	12	15
10	но и	13	14
11	при этом	3	13
12	и т.п	19	12
13	прежде всего	10	11
14	но не	2	11
15	и не	3	11
16	с другой	4	10
17	как в	4	10
18	в частности	2	9
19	в нем	16	9
20	одной стороны	4	9
21	не может	4	9
22	с одной	4	9
23	а также	5	8
24	так и	5	8
25	о том	9	8
26	но в	8	8
27	в основе	4	7
28	в его	7	7
29	то же	5	7
30	роль в	4	7
31	в себе	5	7
32	только в	3	7
33	не в	4	7
34	в своем	5	6
35	и как	4	6
36	как бы	7	5
37	в котором	4	5
38	в своей	2	5
39	то что	10	5
40	во всех	17	5
41	а в	4	5
42	в эпоху	6	5
43	и на	9	5
44	в данном	3	5
45	с его	5	4
46	что в	7	4
47	в них	7	4
48	во втором	3	4
49	что он	6	4
50	в истории	2	4
51	же время	5	4
52	одной из	3	4
53	связи с	2	4
54	на его	2	4
55	внимание на	2	4
56	в особенности	7	4
57	лишь в	2	4
58	что не	3	4
59	потому что	3	4
60	между тем	2	4
61	перед нами	3	3
62	того же	4	3
63	в одной	3	3
64	в ее	5	3
65	времени и	2	3
66	они и	3	3
67	т.п но	3	3
68	с этим	3	3
69	в самом	10	3
70	еще в	5	3
71	один из	6	3
72	все же	4	3
73	из них	5	3
74	таким образом	17	3
75	именно в	4	3
76	заключается в	2	3
77	того что	3	3
78	другой стороны	2	3
79	и даже	4	3
80	сказать что	6	3
81	тем что	5	3
82	точки зрения	2	3
83	в то	6	3
84	существенную роль	3	3
85	также и	6	3
86	в первом	3	3
87	и потому	2	3
88	это прежде	2	3
89	мира в	2	3
90	но они	4	2
91	никогда не	8	2
92	о котором	4	2
93	к себе	2	2
94	и во	2	2
95	или меньшей	3	2
96	одного и	2	2
97	и все	9	2
98	в одном	5	2
99	в году	6	2
100	в литературе	5	2
101	стороны и	2	2
102	как его	2	2
103	более того	4	2
104	в античной	2	2
105	в значительной	2	2
106	есть в	3	2
107	на этом	2	2
108	большей или	4	2
109	своего времени	2	2
110	в начале	3	2
111	в сущности	8	2
112	одним из	4	2
113	хотя и	2	2
114	говорили о	3	2
115	и др	10	2
116	например в	6	2
117	себя в	2	2
118	в форме	2	2
119	данном случае	2	2
120	за пределы	2	2
121	уже в	4	2
122	как мы	12	2
123	и что	5	2
124	и он	5	2
125	и его	13	2
126	или в	6	2
127	здесь в	9	2
128	одну из	2	2
129	характер и	2	2
130	в другом	4	2
131	и вообще	4	2
132	что даже	2	2
133	в этой	8	2
134	в организации	2	2
135	так сказать	2	2
136	они не	3	2
137	влияния на	2	2
138	в новом	2	2
139	это было	2	2
