N	2gram	Bakhtin_Fr_2	Myslijsy
1	то есть	32	34
2	то что	6	29
3	может быть	5	26
4	таким образом	7	24
5	в том	3	23
6	и в	49	23
7	в этом	15	23
8	и не	15	18
9	что в	2	17
10	при этом	5	15
11	только в	13	15
12	как и	11	14
13	в себе	4	14
14	то же	7	14
15	так как	6	14
16	том что	4	12
17	не было	4	12
18	но и	13	11
19	не может	7	11
20	и потому	5	10
21	не только	17	10
22	что слово	2	10
23	тем что	4	10
24	мы можем	2	10
25	в своем	5	8
26	было бы	3	8
27	другими словами	3	8
28	сказать что	6	8
29	о том	3	8
30	но в	4	8
31	на то	2	7
32	в нем	9	7
33	вовсе не	10	7
34	могут быть	2	7
35	и к	4	6
36	вместе с	2	6
37	того как	2	6
38	так и	6	6
39	уже в	5	5
40	есть для	2	5
41	для него	9	5
42	хотя и	2	5
43	в его	18	5
44	как бы	11	5
45	к нему	3	5
46	все это	9	5
47	а в	4	5
48	с ним	4	5
49	во всяком	2	5
50	есть в	2	5
51	думать что	2	4
52	и более	4	4
53	и все	3	4
54	что он	3	4
55	до сих	4	4
56	можно сказать	2	4
57	по поводу	2	4
58	в одном	3	4
59	и о	4	4
60	сих пор	4	4
61	да и	3	4
62	в истории	6	4
63	того чтобы	2	4
64	так же	2	4
65	точки зрения	6	4
66	в то	6	4
67	и с	6	4
68	себе в	2	3
69	никогда не	5	3
70	связи с	2	3
71	в этих	4	3
72	в них	13	3
73	о человеке	2	3
74	человека и	3	3
75	нельзя сказать	2	3
76	в смысле	2	3
77	там же	2	3
78	именно в	6	3
79	но это	2	3
80	же время	6	3
81	еще не	2	3
82	мы уже	6	3
83	на его	2	3
84	в самом	3	3
85	и следовательно	2	3
86	в виду	3	3
87	всяком случае	2	3
88	так в	3	3
89	все эти	7	3
90	и других	3	3
91	на самом	2	3
92	лишь в	4	3
93	и на	17	3
94	и значение	2	3
95	и до	4	3
96	их в	3	3
97	даже и	2	3
98	связанная с	2	3
99	с точки	5	3
100	там где	4	3
101	образ не	2	2
102	тому как	2	2
103	во время	12	2
104	не были	2	2
105	но даже	2	2
106	в нашем	2	2
107	и без	2	2
108	все что	2	2
109	превращается в	3	2
110	с другой	4	2
111	из этих	5	2
112	для понимания	2	2
113	отношение к	8	2
114	в ее	3	2
115	в самой	2	2
116	тот же	5	2
117	в сущности	8	2
118	значительной степени	2	2
119	в ней	2	2
120	никто не	2	2
121	и др	9	2
122	даже в	3	2
123	один из	7	2
124	и это	3	2
125	в мире	2	2
126	и прежде	2	2
127	было связано	2	2
128	в течение	3	2
129	как мы	7	2
130	именно на	2	2
131	и даже	2	2
132	и его	17	2
133	можно было	3	2
134	духа и	3	2
135	в своих	4	2
136	что только	2	2
137	к ней	2	2
138	подобно тому	2	2
139	и вообще	3	2
140	мы должны	2	2
141	эти образы	3	2
142	в ту	2	2
143	же с	2	2
144	в области	4	2
