N	3gram	Vygotskiy__3	Myshleni
1	для того чтобы	8	14
2	в том что	11	11
3	с точки зрения	9	9
4	мы могли бы	3	6
5	с самого начала	6	5
6	заключается в том	6	5
7	то же самое	8	4
8	в то время	2	4
9	в сущности говоря	7	4
10	о том что	3	4
11	то время как	2	4
12	в лучшем случае	2	3
13	с одной стороны	5	3
14	того же самого	2	3
15	в свою очередь	2	3
16	не то что	2	3
17	до сих пор	5	3
18	и в другом	2	2
19	мы видим что	7	2
20	в самом деле	18	2
21	о том как	2	2
22	то и другое	3	2
23	с другой стороны	5	2
24	как мы видели	2	2
25	вместе с тем	2	2
26	и то что	3	2
27	то что он	2	2
