N	2gram	Bakhtin_Fr_4	KulturaY
1	в том	7	30
2	и в	29	24
3	том что	3	21
4	того чтобы	3	17
5	для того	3	16
6	в этом	11	14
7	точки зрения	4	14
8	может быть	2	13
9	все же	3	12
10	таким образом	20	12
11	в его	8	12
12	и не	16	12
13	только в	2	11
14	вовсе не	9	10
15	не только	10	10
16	то что	4	9
17	прежде всего	8	9
18	того что	3	9
19	с точки	2	9
20	о том	2	9
21	так как	7	9
22	то же	10	8
23	уже не	2	8
24	как раз	2	8
25	тем что	4	8
26	в них	7	7
27	с другой	4	7
28	связи с	2	7
29	в качестве	3	7
30	как бы	8	7
31	не может	2	7
32	с помощью	4	7
33	это не	5	7
34	так и	11	7
35	именно в	2	6
36	что он	4	6
37	при этом	3	6
38	в ней	3	6
39	но и	9	6
40	все это	4	6
41	другой стороны	3	6
42	все эти	9	6
43	этого рода	2	6
44	не случайно	3	6
45	в которой	4	6
46	еще и	7	5
47	что это	5	5
48	к тому	2	5
49	но не	2	5
50	еще не	4	5
51	в виду	2	5
52	в той	2	5
53	и его	8	5
54	рядом с	5	5
55	в результате	4	5
56	так сказать	2	5
57	с ним	2	5
58	и с	9	5
59	с его	4	4
60	в частности	3	4
61	в этих	2	4
62	в нем	5	4
63	что они	2	4
64	есть в	2	4
65	того же	5	4
66	из них	6	4
67	это и	5	4
68	один из	4	4
69	со стороны	2	4
70	как в	2	4
71	не на	2	4
72	так же	7	4
73	роль в	3	4
74	с ними	3	4
75	и на	11	4
76	там где	3	4
77	уже в	2	3
78	как на	2	3
79	уже и	2	3
80	его к	2	3
81	соответствии с	2	3
82	в этой	13	3
83	мы увидим	2	3
84	в сущности	6	3
85	в котором	2	3
86	на его	2	3
87	так называемые	2	3
88	или менее	3	3
89	в своем	3	3
90	в особенности	2	3
91	в их	2	3
92	более или	3	3
93	и даже	3	3
94	той же	3	3
95	и здесь	3	3
96	и то	2	3
97	хотя и	2	3
98	даже и	2	3
99	они не	2	3
100	в себе	3	3
101	здесь не	3	3
102	к которому	2	3
103	о чем	2	2
104	и есть	4	2
105	его так	3	2
106	никогда не	2	2
107	превращается в	3	2
108	и все	13	2
109	на самом	4	2
110	в то	10	2
111	как и	12	2
112	и как	3	2
113	и при	2	2
114	в большинстве	6	2
115	же время	8	2
116	тот же	3	2
117	было в	2	2
118	и мы	2	2
119	конечно не	4	2
120	между прочим	2	2
121	в своей	5	2
122	по преимуществу	3	2
123	в ряде	2	2
124	том же	2	2
125	же и	3	2
126	все те	2	2
127	если в	2	2
128	ни в	2	2
129	он не	3	2
130	и для	2	2
131	в разных	3	2
132	в слове	2	2
133	не мог	2	2
134	с него	3	2
135	между ними	2	2
136	бы на	2	2
137	или в	2	2
138	не столько	2	2
139	также и	4	2
140	что я	2	2
141	на эту	3	2
142	и под	2	2
143	здесь только	2	2
144	до конца	5	2
145	но в	12	2
146	своего времени	3	2
147	в числе	2	2
