N	2gram	Tiupa_Lite_1	StatiiOP
1	и в	8	25
2	в этом	12	24
3	пушкина в	2	21
4	в том	16	20
5	что в	3	19
6	что он	5	19
7	может быть	13	19
8	тем что	2	19
9	том что	14	15
10	в этой	4	14
11	в его	7	12
12	то что	10	12
13	не только	24	12
14	прежде всего	11	10
15	таким образом	3	10
16	и не	12	10
17	у него	3	9
18	но и	17	9
19	самого пушкина	3	8
20	в своих	4	8
21	о том	2	8
22	это не	4	7
23	было бы	2	7
24	не может	5	7
25	что такое	2	7
26	точки зрения	6	7
27	из его	2	7
28	в то	5	7
29	из этих	2	6
30	в конце	4	6
31	не в	8	6
32	только в	8	6
33	как бы	7	6
34	как в	5	6
35	а в	3	6
36	в русской	10	6
37	в россии	2	6
38	в области	3	6
39	между тем	2	6
40	то же	5	5
41	потому что	3	5
42	с другой	3	5
43	такого рода	10	5
44	на почве	2	5
45	в году	13	5
46	а не	16	5
47	того что	6	5
48	отношения между	2	5
49	так и	4	5
50	но в	3	5
51	этом отношении	2	4
52	всяком случае	2	4
53	состоит в	11	4
54	и др	3	4
55	в жизни	6	4
56	а как	2	4
57	как и	6	4
58	в качестве	17	4
59	например в	3	4
60	относится к	2	4
61	а также	5	4
62	и тем	4	4
63	в своей	4	4
64	в целом	8	4
65	всего в	3	4
66	не было	3	4
67	лишь в	4	4
68	с точки	2	4
69	во всяком	3	4
70	все же	4	4
71	xix века	6	4
72	уже в	5	3
73	с его	5	3
74	все они	2	3
75	же время	5	3
76	в стихотворении	4	3
77	с этой	5	3
78	для него	2	3
79	тем более	2	3
80	что я	2	3
81	на этом	2	3
82	одной стороны	2	3
83	несмотря на	3	3
84	быть это	3	3
85	обращается к	2	3
86	все эти	2	3
87	не является	2	3
88	своего рода	11	3
89	со стороны	4	3
90	по этому	2	3
91	в их	3	3
92	как раз	4	3
93	в связи	4	3
94	уже не	7	3
95	и его	4	3
96	что для	2	3
97	этого рода	2	3
98	в другом	2	3
99	связи с	6	3
100	я и	7	3
101	русской поэзии	5	2
102	не менее	7	2
103	все более	2	2
104	никогда не	4	2
105	для этого	4	2
106	не столько	5	2
107	в рамках	6	2
108	одного из	3	2
109	или иной	2	2
110	к тому	2	2
111	не как	4	2
112	что его	3	2
113	х годов	2	2
114	но не	4	2
115	к своей	2	2
116	того же	2	2
117	своего времени	2	2
118	еще не	4	2
119	в самом	3	2
120	в сущности	2	2
121	при всей	3	2
122	одна из	3	2
123	в виду	3	2
124	один из	3	2
125	должен быть	2	2
126	тем не	2	2
127	дело не	2	2
128	нет не	2	2
129	не на	2	2
130	и только	2	2
131	с одной	2	2
132	а потому	2	2
133	не мог	3	2
134	самом деле	2	2
135	во втором	2	2
136	что не	2	2
137	той же	3	2
138	во многих	2	2
139	то он	2	2
140	отказ от	7	2
141	было у	2	2
142	то и	2	2
143	одно из	3	2
144	могут быть	2	2
145	он и	3	2
146	на это	2	2
147	то есть	6	2
