N	2gram	Vygotskiy__3	Problemy
1	и не	10	31
2	и в	25	29
3	в его	15	24
4	может быть	13	24
5	в этом	14	22
6	как бы	10	19
7	в нем	2	19
8	точки зрения	6	19
9	для него	5	18
10	не только	6	15
11	то что	15	15
12	не как	3	14
13	но и	4	14
14	и его	2	14
15	то же	2	14
16	уже не	2	13
17	как и	15	12
18	не может	6	12
19	таким образом	17	12
20	в одном	2	10
21	этом смысле	2	10
22	в самом	3	10
23	в то	4	10
24	только в	10	10
25	там где	4	10
26	с его	2	9
27	все же	6	9
28	но не	6	9
29	все эти	7	9
30	если бы	5	9
31	в своем	4	8
32	по себе	7	8
33	что он	6	8
34	что в	17	8
35	отношению к	2	8
36	в своей	2	8
37	по отношению	3	8
38	потому что	6	8
39	в том	23	8
40	прежде всего	4	7
41	а как	2	7
42	том что	20	7
43	не в	6	7
44	зрения на	2	7
45	так и	5	7
46	входит в	5	7
47	и как	5	7
48	а в	4	7
49	с другими	2	7
50	и на	6	7
51	в себе	2	7
52	все это	6	6
53	не могут	4	6
54	в целом	13	6
55	одним из	5	6
56	что она	5	6
57	как в	9	6
58	в мире	2	6
59	так же	17	6
60	говорит он	4	6
61	могут быть	5	6
62	его в	3	6
63	и потому	2	6
64	так как	12	6
65	перед нами	10	5
66	именно в	5	5
67	было бы	10	5
68	но все	2	5
69	зависимости от	6	5
70	еще не	4	5
71	он не	4	5
72	в зависимости	5	5
73	той же	4	5
74	с их	2	5
75	во всяком	4	5
76	между тем	3	5
77	и это	4	5
78	с ним	4	5
79	в плане	2	5
80	в результате	3	4
81	были бы	3	4
82	что и	10	4
83	в построении	2	4
84	но это	5	4
85	в процессе	27	4
86	от того	4	4
87	в свете	2	4
88	и для	2	4
89	тем что	8	4
90	как мы	8	4
91	должно быть	2	4
92	их в	3	4
93	в основе	16	4
94	в этой	5	4
95	уже в	7	3
96	никогда не	4	3
97	и одновременно	2	3
98	в них	2	3
99	сами по	3	3
100	с другой	6	3
101	таким же	2	3
102	ни в	9	3
103	как их	2	3
104	и слово	3	3
105	одна из	2	3
106	все что	2	3
107	ни один	4	3
108	лишь на	2	3
109	всяком случае	4	3
110	оно не	2	3
111	другой стороны	3	3
112	тому что	2	3
113	как на	2	3
114	на котором	2	3
115	этом отношении	3	3
116	в себя	3	3
117	приводит к	4	3
118	и у	6	3
119	друг друга	4	3
120	отличается от	3	3
121	тому как	2	3
122	и здесь	2	3
123	в своих	2	3
124	сказать что	4	3
125	само по	2	3
126	но как	3	3
127	мы должны	6	3
128	бы в	2	3
129	самого начала	6	2
130	все время	2	2
131	всех этих	2	2
132	связи с	9	2
133	находит свое	2	2
134	подходит к	2	2
135	однако в	2	2
136	поэтому в	2	2
137	на ряд	3	2
138	с этой	3	2
139	но они	2	2
140	и во	2	2
141	и от	2	2
142	в жизни	3	2
143	его к	3	2
144	и к	5	2
145	не есть	3	2
146	является для	2	2
147	и могут	2	2
148	же в	2	2
149	мы остановимся	2	2
150	так что	2	2
151	мы видим	3	2
152	является не	2	2
153	при этом	5	2
154	эта форма	3	2
155	благодаря этому	6	2
156	есть и	2	2
157	на себя	2	2
158	тот же	2	2
159	и сам	3	2
160	друг с	5	2
161	между отдельными	5	2
162	и благодаря	2	2
163	в котором	3	2
164	один из	6	2
165	в один	2	2
166	на его	2	2
167	мы уже	5	2
168	ни было	2	2
169	находится в	2	2
170	в отношении	6	2
171	то и	4	2
172	нами в	2	2
173	что оно	4	2
174	здесь мы	2	2
175	в смысле	4	2
176	и что	10	2
177	из которых	5	2
178	на этот	2	2
179	между ними	3	2
180	к другому	2	2
181	можно было	6	2
182	этот вопрос	3	2
183	в которых	3	2
184	на пути	2	2
185	могли бы	11	2
186	в чисто	2	2
187	совпадает с	6	2
188	с этим	4	2
