N	3gram	Vygotskiy__2	Dialekti
1	и т д	2	19
2	с точки зрения	10	12
3	это значит что	2	9
4	ни в каком	2	8
5	в том что	17	7
6	сам по себе	4	6
7	само по себе	3	5
8	то же время	2	4
9	в то же	2	4
10	можно было бы	4	4
11	на то что	6	4
12	с другой стороны	2	4
13	только потому что	2	3
14	в конце концов	3	3
15	не может быть	8	3
16	по сравнению с	2	2
17	к тому что	2	2
18	никогда не может	3	2
19	о том что	4	2
20	было бы и	2	2
21	что он не	2	2
22	точно так же	3	2
23	и т п	8	2
24	в этом отношении	5	2
25	до сих пор	5	2
26	во всяком случае	2	2
27	на самом деле	5	2
