N	2gram	Voloshinov_1	Myslijsy
1	и в	12	39
2	может быть	14	27
3	в том	6	26
4	только в	6	25
5	что в	2	22
6	не может	16	22
7	а не	5	21
8	так как	9	21
9	не только	4	21
10	в нем	6	20
11	но и	3	20
12	и не	10	18
13	том что	5	16
14	не в	4	15
15	в этом	4	15
16	если бы	9	14
17	отношению к	11	13
18	так и	4	13
19	по отношению	11	13
20	в себе	3	13
21	таким образом	12	13
22	в душе	2	11
23	мы не	3	10
24	по себе	3	10
25	что не	4	10
26	не есть	2	10
27	то что	5	10
28	как в	5	10
29	и что	2	10
30	могут быть	2	9
31	для нас	7	9
32	как и	5	9
33	тогда когда	2	9
34	но в	5	9
35	но не	2	8
36	вместе с	2	8
37	того что	3	8
38	точки зрения	14	8
39	с другой	4	7
40	в ней	6	7
41	это не	2	7
42	в этих	2	7
43	не менее	3	6
44	независимо от	2	6
45	тем не	3	6
46	еще не	3	6
47	как бы	13	6
48	что и	2	6
49	все же	4	6
50	бы не	2	6
51	то же	5	6
52	при этом	6	6
53	и по	3	6
54	в каком	3	6
55	зависит от	2	5
56	но это	2	5
57	и потому	2	5
58	которые мы	2	5
59	в его	2	5
60	другой стороны	2	5
61	так же	3	5
62	и для	3	5
63	и его	13	5
64	между тем	3	5
65	быть только	2	5
66	если же	2	5
67	никогда не	5	4
68	прежде всего	8	4
69	для него	3	4
70	от того	4	4
71	и притом	2	4
72	в то	2	4
73	что мы	5	4
74	слова и	6	4
75	там где	2	4
76	в них	3	3
77	что слово	2	3
78	оно не	2	3
79	в жизни	5	3
80	со словом	2	3
81	есть уже	2	3
82	в своем	2	3
83	но тем	2	3
84	она не	2	3
85	одной стороны	2	3
86	только на	3	3
87	в своей	3	3
88	относится к	2	3
89	в самом	4	3
90	на него	2	3
91	то ни	3	3
92	с одной	2	3
93	не так	2	3
94	как на	2	3
95	с ним	3	3
96	должна быть	5	3
97	и то	2	3
98	тем как	2	3
99	сказать что	7	3
100	он не	2	3
101	и вообще	3	3
102	с точки	2	3
103	и все	2	3
104	и с	3	3
105	и более	3	2
106	все они	2	2
107	нуждается в	3	2
108	он должен	3	2
109	с этой	2	2
110	бы то	3	2
111	была бы	2	2
112	на все	2	2
113	связь с	2	2
114	они ни	2	2
115	стороны и	2	2
116	слова но	2	2
117	бы даже	2	2
118	ни было	4	2
119	жизни и	4	2
120	уже не	4	2
121	но все	2	2
122	мы в	2	2
123	за пределы	4	2
124	имеет место	2	2
125	словом и	2	2
126	и следовательно	5	2
127	в виду	5	2
128	из этого	3	2
129	ко всем	2	2
130	хотя бы	5	2
131	к ним	2	2
132	влияние на	2	2
133	его к	2	2
134	о том	3	2
135	дело в	4	2
136	и самое	2	2
137	нет ничего	2	2
138	из него	2	2
139	мы можем	2	2
