N	2gram	Vinokur_St_2	Psycholo
1	то что	11	44
2	и в	29	33
3	в этом	21	28
4	как бы	5	25
5	и что	6	25
6	потому что	9	24
7	для того	7	23
8	может быть	2	22
9	том что	27	22
10	того чтобы	6	22
11	что в	19	21
12	в том	27	21
13	о том	17	20
14	что он	13	20
15	только что	2	15
16	как это	2	14
17	что это	3	13
18	таким образом	10	13
19	и не	9	13
20	так же	3	13
21	сказать что	2	13
22	все это	11	13
23	к тому	10	12
24	в самом	7	12
25	так как	2	12
26	было бы	5	12
27	самом деле	3	12
28	он не	9	11
29	на то	2	10
30	не может	2	10
31	в его	13	10
32	если бы	2	10
33	в трагедии	17	10
34	в этой	2	9
35	по себе	3	9
36	как раз	8	9
37	то же	2	9
38	в конце	2	8
39	в каком	2	8
40	вместе с	7	8
41	в своем	9	7
42	до конца	3	7
43	так что	3	7
44	в нем	4	7
45	раз в	2	7
46	не только	19	7
47	тому что	7	6
48	что они	2	6
49	в ней	7	6
50	и т	9	6
51	все эти	2	6
52	но он	3	6
53	точки зрения	5	6
54	во время	2	6
55	как на	9	6
56	никак не	2	6
57	на самом	3	6
58	а не	5	6
59	в себе	2	6
60	что эта	3	6
61	самого начала	3	5
62	никогда не	3	5
63	в какой	2	5
64	с самого	3	5
65	и как	2	5
66	что трагедия	3	5
67	и на	6	5
68	вовсе не	6	5
69	как он	2	5
70	с этим	3	5
71	связь с	2	5
72	как и	2	5
73	и его	6	5
74	все же	6	5
75	и это	2	5
76	я не	7	4
77	в частности	4	4
78	что у	4	4
79	так например	7	4
80	совершенно не	2	4
81	из них	3	4
82	своей трагедии	12	4
83	того что	5	4
84	с этой	2	4
85	при помощи	4	4
86	с тем	7	4
87	к этому	4	4
88	об этом	6	4
89	у нас	3	4
90	даны в	2	4
91	и о	4	4
92	говорит о	2	4
93	в своей	7	4
94	ее в	2	4
95	с точки	2	4
96	по поводу	8	4
97	этот вопрос	2	4
98	только в	2	4
99	в которой	11	4
100	не то	3	4
101	это было	2	4
102	же как	3	3
103	борьбу с	2	3
104	что именно	2	3
105	трагедии то	3	3
106	ни в	3	3
107	тому же	3	3
108	например в	3	3
109	всяком случае	3	3
110	но и	19	3
111	не было	3	3
112	и здесь	3	3
113	в то	2	3
114	его в	2	3
115	должен был	4	3
116	из нее	3	3
117	в одном	6	3
118	идет о	3	3
119	но не	3	3
120	до сих	6	3
121	речь идет	4	3
122	сами по	2	3
123	что и	2	3
124	сих пор	5	3
125	так и	9	3
126	как в	3	3
127	и сейчас	3	3
128	за то	3	3
129	и он	3	3
130	из этой	2	3
131	что этот	2	3
132	во всяком	3	3
133	тем что	3	3
134	эти слова	2	3
135	т п	3	3
136	в той	5	3
137	не сумел	3	3
138	на этот	2	3
139	не был	3	2
140	у шекспира	4	2
141	с другой	4	2
142	в одной	2	2
143	трагедии в	4	2
144	была бы	5	2
145	прежде всего	5	2
146	вопрос о	6	2
147	в тех	2	2
148	но все	7	2
149	из его	2	2
150	времени и	4	2
151	что ему	3	2
152	при этом	2	2
153	в виду	7	2
154	в котором	7	2
155	не является	3	2
156	с той	2	2
157	в их	3	2
158	другой стороны	3	2
159	т д	6	2
160	свидетельствуют о	2	2
161	именно в	4	2
162	взглянуть на	2	2
163	не имеет	2	2
164	его не	3	2
165	в результате	2	2
166	и с	4	2
167	также и	2	2
168	не в	4	2
169	и потому	2	2
170	почти все	2	2
171	на нее	3	2
172	но в	8	2
173	а как	4	2
174	с его	2	2
175	только не	2	2
176	по словам	4	2
177	в них	2	2
178	это время	2	2
179	и к	4	2
180	о которых	2	2
181	в ее	2	2
182	меньше всего	3	2
183	по существу	2	2
184	в это	2	2
185	кажется что	3	2
186	не по	2	2
187	которую он	2	2
188	должно было	3	2
189	даже в	2	2
190	бы то	2	2
191	как говорит	2	2
192	и именно	3	2
193	со стороны	2	2
194	внимание на	4	2
195	не на	2	2
196	свою трагедию	12	2
197	а с	3	2
198	ни одного	3	2
199	хотя бы	3	2
200	чтобы сделать	2	2
201	связи с	4	2
202	в русской	5	2
203	только с	2	2
204	не потому	2	2
205	ничего не	4	2
