N	2gram	Bakhtin_Pr_4	Istorich
1	что он	6	24
2	не только	14	18
3	может быть	23	17
4	никогда не	6	15
5	и в	46	15
6	мы имеем	3	15
7	но и	12	14
8	так как	5	14
9	так же	3	13
10	что в	4	12
11	а в	2	12
12	то что	4	12
13	об этом	2	11
14	в этих	4	11
15	и не	27	11
16	в этом	16	11
17	то же	6	10
18	этих случаях	2	10
19	еще не	7	9
20	все же	4	9
21	и здесь	4	9
22	в другом	2	9
23	потому что	4	9
24	мы увидим	6	8
25	он не	4	8
26	мы можем	4	8
27	том что	4	7
28	и пр	2	7
29	в нем	17	7
30	вместе с	2	7
31	сих пор	8	7
32	таким образом	4	7
33	не в	10	7
34	ничего не	2	7
35	так что	2	6
36	до сих	8	6
37	мы уже	3	6
38	в его	9	6
39	как бы	19	6
40	то это	3	6
41	что и	3	6
42	и что	3	6
43	мы здесь	2	6
44	в том	9	6
45	только в	6	6
46	но в	6	6
47	с этим	2	5
48	прежде всего	9	5
49	в одном	11	5
50	к тому	2	5
51	но все	2	5
52	как в	4	5
53	она не	3	5
54	было бы	3	5
55	же как	2	5
56	в котором	5	5
57	на него	3	5
58	так и	4	5
59	не может	19	5
60	а не	11	5
61	и наконец	4	5
62	к нему	5	5
63	можно было	2	5
64	имеем в	3	5
65	и другие	3	4
66	вопрос о	2	4
67	очень часто	4	4
68	у него	5	4
69	для нас	2	4
70	но это	6	4
71	в этой	3	4
72	в одной	2	4
73	при этом	5	4
74	но он	3	4
75	о нем	6	4
76	того как	2	4
77	они должны	3	4
78	и они	2	4
79	они не	2	4
80	и с	7	4
81	тем что	3	4
82	и на	11	4
83	в себе	7	4
84	все эти	4	4
85	в античности	2	3
86	и его	6	3
87	из этих	3	3
88	на то	3	3
89	же и	4	3
90	но если	3	3
91	по мере	4	3
92	о том	5	3
93	отношению к	5	3
94	когда он	2	3
95	в их	4	3
96	все это	6	3
97	по отношению	5	3
98	так в	2	3
99	в себя	4	3
100	увидим что	2	3
101	мы не	4	3
102	он и	4	3
103	что мы	2	3
104	как он	3	3
105	и это	3	3
106	в других	2	3
107	наших целей	2	2
108	уже в	4	2
109	не было	2	2
110	могут быть	2	2
111	себя и	3	2
112	перед нами	12	2
113	с другой	3	2
114	это не	5	2
115	и так	2	2
116	но с	2	2
117	в жизни	5	2
118	к себе	6	2
119	не знает	4	2
120	ни в	6	2
121	да и	4	2
122	по существу	3	2
123	как и	12	2
124	такой же	3	2
125	оно и	2	2
126	одна из	2	2
127	но не	4	2
128	а то	3	2
129	есть и	2	2
130	здесь в	2	2
131	кроме того	4	2
132	например в	4	2
133	и для	3	2
134	в сущности	7	2
135	здесь нет	3	2
136	хотя бы	2	2
137	с ее	3	2
138	во всех	5	2
139	и их	3	2
140	приводит к	4	2
141	и только	3	2
142	другой стороны	3	2
143	той же	3	2
144	живет в	2	2
145	превращается в	4	2
146	самом деле	4	2
147	в системе	2	2
148	для наших	3	2
149	и по	2	2
150	или в	8	2
151	в которых	2	2
152	сказать что	2	2
153	к ней	2	2
154	слова в	13	2
155	здесь не	4	2
156	так сказать	5	2
157	их в	3	2
158	в него	6	2
159	в виду	4	2
