N	2gram	Tiupa_Hudo_1	Myshleni
1	в том	12	33
2	том что	16	27
3	точки зрения	5	26
4	то что	8	20
5	в этом	11	19
6	с точки	3	18
7	того что	4	17
8	мышления и	2	16
9	и в	14	15
10	не только	12	15
11	что в	6	14
12	что он	9	12
13	того чтобы	3	12
14	в самом	4	11
15	в целом	2	10
16	но и	5	10
17	было бы	6	10
18	мы не	2	10
19	в своем	4	9
20	может быть	5	9
21	не может	7	9
22	о том	12	9
23	связи с	4	9
24	так и	13	8
25	казалось бы	7	8
26	никогда не	6	8
27	не в	7	8
28	и что	2	8
29	если бы	3	8
30	к тому	7	7
31	мы знаем	2	7
32	и не	2	7
33	на основе	2	7
34	потому что	5	7
35	как бы	7	7
36	по себе	2	7
37	он не	4	7
38	едва ли	3	7
39	в частности	5	6
40	как мы	3	6
41	в этой	8	6
42	мы уже	4	6
43	на то	4	6
44	по отношению	8	6
45	в связи	3	6
46	как он	2	6
47	но в	5	6
48	и к	4	6
49	как и	9	6
50	по своей	4	6
51	самом деле	5	6
52	это не	7	5
53	вопрос о	2	5
54	мышления как	2	5
55	и даже	3	5
56	друг друга	5	5
57	отношению к	8	5
58	приводит к	3	5
59	то же	9	5
60	можно было	5	5
61	на вопрос	2	4
62	прежде всего	11	4
63	несмотря на	4	4
64	все это	2	4
65	не имеет	2	4
66	а в	7	4
67	и с	4	4
68	с и	2	4
69	в конечном	2	4
70	в начале	2	4
71	с его	5	4
72	конечном счете	2	4
73	все же	3	4
74	в качестве	9	4
75	в своей	10	4
76	даже в	3	4
77	как в	8	4
78	как раз	4	4
79	а с	2	4
80	и его	5	4
81	только в	5	4
82	только для	2	3
83	что у	3	3
84	об этом	5	3
85	для него	10	3
86	при этом	12	3
87	из них	4	3
88	со стороны	3	3
89	этом отношении	3	3
90	все эти	3	3
91	они не	2	3
92	лишь в	3	3
93	и по	3	3
94	в результате	2	3
95	к этой	3	3
96	с ним	4	3
97	ничем не	3	3
98	и все	4	3
99	с этим	3	3
100	состоит в	2	3
101	в следующем	2	3
102	идет о	3	3
103	но не	3	3
104	что при	3	3
105	одной из	2	3
106	для себя	3	3
107	что она	4	3
108	только что	4	3
109	на самом	2	3
110	а не	12	3
111	речь в	2	3
112	и это	4	3
113	ничего не	8	3
114	быть может	7	2
115	же как	2	2
116	в этих	5	2
117	перед нами	5	2
118	столь же	4	2
119	с этой	2	2
120	с с	4	2
121	в такой	2	2
122	можно сказать	4	2
123	что на	2	2
124	ни в	5	2
125	живет в	2	2
126	своей жизни	2	2
127	и другое	2	2
128	с ее	2	2
129	в первой	6	2
130	на том	2	2
131	как по	2	2
132	в их	2	2
133	должно быть	2	2
134	не следует	2	2
135	к себе	5	2
136	в первый	2	2
137	говорить о	3	2
138	однако и	3	2
139	а также	3	2
140	видит в	3	2
141	у него	9	2
142	отнюдь не	3	2
143	для всего	2	2
144	именно в	7	2
145	иначе говоря	2	2
146	в его	8	2
147	речь идет	3	2
148	раз в	2	2
149	легко заметить	2	2
150	что же	2	2
151	и для	3	2
152	все равно	2	2
153	но с	2	2
154	в себя	2	2
155	той же	2	2
156	тем что	3	2
157	в себе	11	2
158	в другом	2	2
159	заметить что	2	2
