N	2gram	Tiupa_Lite_1	Myshleni
1	мышления и	2	40
2	точки зрения	6	26
3	таким образом	3	26
4	в том	16	24
5	и в	8	23
6	том что	14	21
7	в целом	8	20
8	с точки	2	18
9	то что	10	17
10	в этом	12	17
11	не только	24	16
12	того что	6	15
13	что в	3	14
14	может быть	13	14
15	но и	17	14
16	как и	6	14
17	в его	7	14
18	не может	5	12
19	как бы	7	11
20	представляет собой	4	11
21	с другой	3	10
22	прежде всего	11	10
23	в качестве	17	9
24	одной стороны	2	9
25	не является	2	9
26	и не	12	9
27	между тем	2	9
28	с одной	2	8
29	в основе	3	8
30	то же	5	8
31	в этой	4	7
32	в самом	3	7
33	по отношению	3	7
34	в то	5	7
35	что он	5	7
36	отношению к	2	7
37	в другом	2	7
38	столь же	4	6
39	с этой	5	6
40	и тем	4	6
41	лишь в	4	6
42	потому что	3	6
43	в силу	4	6
44	о том	2	6
45	в сущности	2	6
46	и его	4	6
47	тем что	2	6
48	в себе	7	6
49	только в	8	6
50	из того	2	5
51	для этого	4	5
52	что для	2	5
53	в своих	4	5
54	но в	3	5
55	по своей	3	5
56	так и	4	5
57	тем самым	5	5
58	тем более	2	5
59	но не	4	4
60	не в	8	4
61	при этом	19	4
62	с действительностью	2	4
63	все эти	2	4
64	не столько	5	4
65	этом отношении	2	4
66	с его	5	4
67	одну из	2	4
68	было бы	2	4
69	к тому	2	4
70	для себя	5	4
71	должен быть	2	4
72	в своей	4	4
73	как в	5	4
74	приводит к	3	4
75	как раз	4	4
76	хотя бы	2	4
77	уже в	5	3
78	я не	7	3
79	все более	2	3
80	говоря словами	3	3
81	в своем	11	3
82	из этих	2	3
83	одного из	3	3
84	в сфере	3	3
85	в их	3	3
86	то и	2	3
87	как он	2	3
88	всяком случае	2	3
89	превращается в	2	3
90	не могло	2	3
91	человека и	2	3
92	все же	4	3
93	не остается	2	3
94	самом деле	2	3
95	а не	16	3
96	можно было	2	3
97	и то	2	3
98	во всяком	3	3
99	могут быть	2	3
100	связи с	6	3
101	в области	3	3
102	в частности	15	2
103	никогда не	4	2
104	в конце	4	2
105	что его	3	2
106	на этом	2	2
107	же время	5	2
108	для него	2	2
109	несмотря на	3	2
110	один из	3	2
111	не к	2	2
112	жизни и	3	2
113	данном случае	4	2
114	той же	3	2
115	эта мысль	2	2
116	сознания в	12	2
117	в слове	2	2
118	и даже	3	2
119	а в	3	2
120	одно из	3	2
121	нуждается в	3	2
122	тех же	3	2
123	как это	8	2
124	ничего кроме	2	2
125	которая в	2	2
126	и я	6	2
127	с собой	4	2
128	ту или	2	2
129	за пределы	2	2
130	том же	3	2
131	в равной	2	2
132	даже в	2	2
133	всего в	3	2
134	уже не	7	2
135	в данном	5	2
136	этого рода	2	2
137	дело в	3	2
