N	2gram	Bakhtin_Pr_2	Myshleni
1	внутренней речи	2	67
2	речи и	4	30
3	в этом	13	29
4	точки зрения	13	28
5	и в	43	26
6	не только	11	24
7	для себя	2	24
8	то что	7	24
9	таким образом	5	23
10	с точки	8	21
11	в том	6	18
12	и не	29	18
13	том что	2	17
14	как и	14	15
15	того что	2	14
16	так же	2	14
17	так как	4	14
18	как мы	10	14
19	что в	4	12
20	и его	8	12
21	но и	14	11
22	мысли и	2	11
23	в слове	5	11
24	не может	18	11
25	словом и	2	10
26	слова и	12	10
27	по своему	2	9
28	в самом	7	9
29	в сущности	9	9
30	слово и	9	9
31	тем что	3	9
32	в себе	5	9
33	то же	8	8
34	сказать что	2	8
35	что он	13	8
36	ее в	2	8
37	той же	3	8
38	только в	4	8
39	к тому	4	7
40	прежде всего	10	7
41	может быть	23	7
42	по мере	4	7
43	и к	3	7
44	мы не	4	7
45	и то	2	7
46	вопрос о	2	6
47	к внутренней	2	6
48	по отношению	5	6
49	как бы	22	6
50	между собой	2	6
51	и что	5	6
52	было бы	5	6
53	и слова	2	6
54	во всех	4	6
55	все эти	5	6
56	все же	3	6
57	речи как	2	6
58	самом деле	5	6
59	а не	7	6
60	что это	2	6
61	слова в	12	5
62	до конца	4	5
63	если бы	3	5
64	и следовательно	3	5
65	в виду	3	5
66	в целом	2	5
67	и их	3	5
68	речь и	2	5
69	никак не	5	5
70	и с	5	5
71	бы в	5	5
72	она не	3	5
73	отношению к	5	5
74	в процессе	2	5
75	слова как	3	5
76	в направлении	4	5
77	связи между	3	5
78	если мы	2	5
79	в речи	5	5
80	тем же	2	5
81	и для	3	5
82	что этот	2	5
83	не менее	3	4
84	не могут	4	4
85	никогда не	9	4
86	что у	2	4
87	с другой	4	4
88	в конце	2	4
89	в такой	2	4
90	на то	5	4
91	так что	5	4
92	в котором	6	4
93	целый ряд	2	4
94	то и	2	4
95	и наконец	6	4
96	слова с	7	4
97	в его	10	4
98	о том	5	4
99	но в	10	4
100	стороны и	3	4
101	еще не	9	4
102	не есть	2	4
103	отношение между	2	4
104	как в	2	4
105	приводит к	6	4
106	нами в	2	4
107	в той	5	4
108	должны быть	2	4
109	не в	11	4
110	речь в	2	4
111	и только	3	4
112	я не	4	3
113	для этого	2	3
114	все это	5	3
115	это не	3	3
116	из этих	2	3
117	и речь	2	3
118	одно и	2	3
119	слова но	2	3
120	тем не	2	3
121	но это	4	3
122	такой же	3	3
123	пути и	2	3
124	есть в	3	3
125	для него	8	3
126	и является	2	3
127	между ними	4	3
128	в первой	2	3
129	в самой	4	3
130	устной речи	3	3
131	он не	9	3
132	мы уже	3	3
133	в первом	2	3
134	нашей работы	2	3
135	с ним	3	3
136	чем у	3	3
137	с собой	4	3
138	к другому	5	3
139	по себе	11	3
140	об этом	2	3
141	во всем	3	3
142	в то	7	3
143	но не	5	3
144	в одной	3	3
145	до сих	7	3
146	и о	2	3
147	этого слова	2	3
148	что и	3	3
149	в своей	4	3
150	сих пор	7	3
151	так и	3	3
152	только на	3	3
153	как раз	4	3
154	к нему	5	3
155	отличается от	2	3
156	мы можем	2	3
157	зрения как	2	2
158	перед нами	7	2
159	уже в	2	2
160	что если	3	2
161	себя и	3	2
162	в этих	6	2
163	его и	2	2
164	друг с	4	2
165	то время	2	2
166	его к	2	2
167	что на	2	2
168	входит в	2	2
169	для нас	2	2
170	ни в	2	2
171	мы и	2	2
172	осознания и	2	2
173	в большинстве	9	2
174	или в	8	2
175	но для	3	2
176	слова он	2	2
177	в нем	12	2
178	друг от	2	2
179	отношение к	2	2
180	значение в	2	2
181	в их	3	2
182	того и	3	2
183	отношения к	2	2
184	время как	2	2
185	друга и	2	2
186	лишь в	8	2
187	как слово	2	2
188	должно быть	4	2
189	слово не	8	2
190	а в	5	2
191	самим собой	3	2
192	в своих	2	2
193	от одного	2	2
194	также и	3	2
195	в которых	2	2
196	речь а	2	2
197	но он	4	2
198	но этот	2	2
199	его в	3	2
200	в речь	6	2
201	большинстве случаев	8	2
202	и свой	3	2
203	во время	4	2
204	с этим	2	2
205	эти отношения	2	2
206	и другого	2	2
207	вовсе не	5	2
208	что было	2	2
209	но эта	2	2
210	и здесь	3	2
211	а затем	2	2
212	у нас	2	2
213	и при	2	2
214	ведь это	2	2
215	слов и	5	2
216	со всеми	3	2
217	совершенно не	4	2
218	от друга	2	2
219	наконец в	3	2
220	том же	4	2
221	даже в	3	2
222	его мысли	2	2
223	и до	4	2
224	к другу	2	2
225	что же	7	2
226	по своим	3	2
227	в отношении	3	2
228	в отличие	4	2
229	того как	2	2
230	что не	2	2
231	и он	5	2
232	почти всегда	2	2
233	чтобы сделать	2	2
234	можно было	3	2
235	во всяком	2	2
236	могут быть	3	2
237	и ее	3	2
238	с другим	2	2
239	ту же	2	2
240	с другом	4	2
241	если же	4	2
242	отличие от	4	2
243	ничего не	3	2
