N	2gram	Tiupa_Lite_2	Vladivir
1	и в	19	40
2	то что	7	28
3	и не	11	25
4	не только	8	25
5	то есть	5	24
6	у него	2	24
7	но и	10	18
8	в том	10	18
9	том что	7	18
10	что в	4	17
11	в этом	9	16
12	так что	4	14
13	в его	4	14
14	не может	9	14
15	точки зрения	4	13
16	вовсе не	2	13
17	а именно	3	12
18	даже и	2	12
19	в конце	2	12
20	никогда не	3	11
21	потому что	2	11
22	о том	2	11
23	едва ли	4	11
24	прежде всего	4	10
25	тем не	2	10
26	как раз	2	10
27	в году	5	10
28	и его	3	10
29	не менее	6	9
30	уже не	2	9
31	и с	3	9
32	и то	3	9
33	под названием	2	9
34	в себе	6	9
35	в этой	3	8
36	для него	4	8
37	может быть	17	8
38	и что	2	8
39	он не	5	8
40	а также	2	8
41	а не	20	8
42	и как	3	7
43	а в	3	7
44	в своих	2	7
45	так как	3	7
46	с тем	2	7
47	того что	5	7
48	в то	9	7
49	что и	2	7
50	вместе с	5	7
51	как и	10	7
52	и даже	8	6
53	и на	6	6
54	то в	2	6
55	так и	7	6
56	хотя бы	2	6
57	с точки	3	6
58	но это	3	6
59	с другой	8	5
60	для нас	2	5
61	не было	2	5
62	в ней	4	5
63	в истории	2	5
64	отнюдь не	4	5
65	в одном	2	5
66	что он	3	5
67	у нас	5	5
68	еще в	4	5
69	для себя	2	5
70	в данном	3	5
71	тем что	4	5
72	ничего не	3	5
73	такой же	3	4
74	до конца	2	4
75	такого рода	9	4
76	в результате	2	4
77	как это	2	4
78	не с	3	4
79	по существу	3	4
80	но не	5	4
81	еще не	2	4
82	было бы	2	4
83	даже в	4	4
84	то же	12	4
85	все же	2	4
86	но в	2	4
87	уже в	2	3
88	я не	5	3
89	же как	2	3
90	в качестве	5	3
91	одной стороны	6	3
92	при этом	6	3
93	тех кто	4	3
94	как бы	2	3
95	в виду	2	3
96	был бы	2	3
97	в нем	3	3
98	то как	2	3
99	поскольку в	3	3
100	и только	2	3
101	с одной	7	3
102	на первом	2	3
103	не так	2	3
104	как на	3	3
105	не столько	3	3
106	в россии	2	3
107	же в	2	3
108	не в	4	3
109	и для	3	3
110	в нашем	2	2
111	в какой	2	2
112	с этой	2	2
113	к своему	2	2
114	путь к	2	2
115	же время	9	2
116	жизни а	2	2
117	и наконец	2	2
118	себе и	3	2
119	не является	2	2
120	в целом	2	2
121	и за	2	2
122	я вижу	2	2
123	в их	3	2
124	другой стороны	4	2
125	то и	3	2
126	но только	2	2
127	друг друга	2	2
128	свое существование	2	2
129	этом отношении	3	2
130	и еще	2	2
131	но как	2	2
132	в начале	3	2
133	к этой	2	2
134	не вполне	2	2
135	могло бы	2	2
136	в жизни	2	2
137	и к	2	2
138	того же	4	2
139	не к	2	2
140	одно и	2	2
141	из них	2	2
142	одной из	2	2
143	в сущности	3	2
144	нам представляется	2	2
145	по преимуществу	2	2
146	со стороны	3	2
147	но уже	2	2
148	в мире	9	2
149	данном случае	3	2
150	при всем	2	2
151	но с	3	2
152	всех своих	3	2
153	тем самым	3	2
154	для того	2	2
155	свидетельствует о	2	2
156	и выше	2	2
157	в сравнении	2	2
158	мы не	4	2
159	сравнении с	2	2
160	на себя	2	2
161	всей своей	3	2
162	в другом	3	2
163	а если	2	2
