N	2gram	Potebnia_M_4	Dialekti
1	не есть	9	40
2	и не	18	30
3	или от	3	22
4	и есть	3	19
5	а не	12	18
6	может быть	26	17
7	и т	7	17
8	то что	29	16
9	и в	23	15
10	т д	3	15
11	стало быть	8	15
12	как бы	5	14
13	не имеет	5	14
14	так как	14	14
15	точки зрения	4	14
16	что это	7	13
17	это есть	3	13
18	того что	14	13
19	по себе	11	13
20	это не	7	12
21	в том	23	11
22	не может	11	11
23	говорить о	5	11
24	и все	4	11
25	в этом	23	11
26	потому что	33	10
27	том что	12	10
28	было бы	8	9
29	в виду	3	9
30	все это	5	9
31	мы не	8	9
32	и что	7	9
33	то же	14	9
34	уже не	3	9
35	с точки	3	9
36	не в	11	8
37	что иное	2	8
38	иное как	2	8
39	не что	2	8
40	в себе	14	8
41	и о	4	8
42	не только	10	8
43	и это	2	8
44	что в	17	7
45	крайней мере	5	7
46	и мы	5	7
47	что мы	10	7
48	по крайней	5	7
49	что он	4	7
50	как и	14	7
51	и его	2	7
52	и вообще	2	7
53	только в	15	7
54	так что	5	6
55	же время	3	6
56	хотя и	5	6
57	и тем	4	6
58	а именно	4	6
59	и даже	2	6
60	сказать что	8	6
61	вовсе не	7	6
62	если бы	13	6
63	тем более	5	6
64	в то	4	6
65	что и	7	6
66	нет ничего	3	6
67	я не	2	5
68	так и	6	5
69	в своем	8	5
70	есть то	4	5
71	на то	7	5
72	можно сказать	4	5
73	как же	4	5
74	но что	2	5
75	того чтобы	4	5
76	в ней	2	5
77	на себе	3	5
78	в нем	7	5
79	другими словами	8	5
80	что она	2	5
81	таким образом	24	5
82	именно в	3	5
83	и на	3	5
84	о том	8	5
85	мы имеем	4	5
86	тогда когда	8	5
87	есть не	4	5
88	то в	3	5
89	что я	11	5
90	в смысле	3	5
91	в сущности	2	5
92	только тогда	5	5
93	если мы	2	5
94	для того	6	5
95	что такое	7	5
96	и для	2	5
97	той же	3	5
98	в каком	4	5
99	бы только	2	4
100	что все	4	4
101	оно есть	2	4
102	и как	2	4
103	но это	3	4
104	есть в	5	4
105	один из	2	4
106	но и	11	4
107	так же	4	4
108	само по	5	4
109	с ними	3	4
110	и с	4	4
111	мы должны	2	4
112	в одном	4	4
113	с тем	7	4
114	не как	2	4
115	мы видим	2	4
116	она не	2	4
117	еще не	3	4
118	в течение	2	4
119	бы в	2	4
120	должны быть	3	4
121	хотя бы	4	4
122	тому как	2	4
123	в силу	7	4
124	в его	5	4
125	подобно тому	2	4
126	так то	3	4
127	только для	2	3
128	что если	6	3
129	не всегда	3	3
130	тем самым	4	3
131	в свою	2	3
132	и если	3	3
133	и следовательно	3	3
134	все эти	3	3
135	можно только	2	3
136	есть только	5	3
137	с этим	7	3
138	даже и	3	3
139	известно что	6	3
140	в истории	4	3
141	с ним	5	3
142	но в	8	3
143	только не	3	3
144	можно назвать	2	3
145	и та	4	3
146	возможно только	3	3
147	же что	2	3
148	об этом	2	3
149	у нас	2	3
150	только потому	4	3
151	только о	2	3
152	есть и	2	3
153	мы уже	3	3
154	слово есть	5	3
155	и потому	10	3
156	со стороны	3	3
157	при помощи	3	3
158	поэтический образ	3	3
159	быть и	2	3
160	бы и	5	3
161	как в	7	3
162	на основании	4	3
163	что не	6	3
164	из которых	2	3
165	и притом	2	3
166	есть всегда	3	3
167	в сравнении	4	3
168	в данном	4	3
169	и то	5	3
170	то мы	3	3
171	мы можем	10	3
172	в виде	2	3
173	могут быть	7	3
174	а если	2	3
175	в области	2	3
176	от него	2	3
177	не менее	5	2
178	не могут	2	2
179	и без	2	2
180	или что	2	2
181	из этих	2	2
182	точно так	2	2
183	человека и	3	2
184	и нельзя	2	2
185	чем больше	2	2
186	вопрос о	2	2
187	что человек	3	2
188	что на	2	2
189	да и	4	2
190	и может	4	2
191	кроме того	3	2
192	при этом	15	2
193	свою историю	2	2
194	в самом	3	2
195	которые мы	2	2
196	никогда не	3	2
197	в котором	4	2
198	но мы	2	2
199	и их	3	2
200	природы и	2	2
201	я вижу	2	2
202	есть нечто	5	2
203	то и	4	2
204	и только	3	2
205	быть не	2	2
206	в разных	3	2
207	не было	12	2
208	от того	4	2
209	лишь в	3	2
210	можем сказать	2	2
211	и по	3	2
212	должно быть	5	2
213	то значит	2	2
214	между собою	4	2
215	я говорю	3	2
216	и так	3	2
217	а что	2	2
218	и когда	2	2
219	что даже	2	2
220	от одного	3	2
221	будет иметь	2	2
222	иметь в	2	2
223	сам по	4	2
224	а как	2	2
225	в них	3	2
226	думать что	4	2
227	есть слово	2	2
228	в ее	2	2
229	слово которое	2	2
230	не будет	3	2
231	все что	2	2
232	равно как	2	2
233	не нужно	2	2
234	бы ни	2	2
235	если так	2	2
236	и из	3	2
237	никто не	2	2
238	конечно не	2	2
239	не значит	2	2
240	что есть	3	2
241	оно не	2	2
242	тем не	4	2
243	вместе с	6	2
244	что же	5	2
245	художественное произведение	2	2
246	мы хотим	2	2
247	находится в	5	2
248	даже не	2	2
249	бы не	3	2
250	того как	6	2
251	все равно	3	2
252	допустим что	5	2
253	только что	3	2
254	или иначе	2	2
255	что по	2	2
256	во всяком	5	2
257	и чем	2	2
258	тем что	10	2
259	и при	2	2
260	и другое	2	2
261	мы говорим	7	2
262	в которой	6	2
263	для меня	10	2
264	это было	2	2
