N	2gram	Voloshinov_1	StatiiOP
1	и в	15	44
2	в том	4	36
3	что в	6	30
4	том что	5	29
5	в этом	13	21
6	вовсе не	2	19
7	то что	10	18
8	не только	5	18
9	было бы	6	17
10	а в	6	17
11	и не	16	16
12	а не	2	16
13	может быть	13	15
14	в данном	3	14
15	в области	3	14
16	как в	3	13
17	не в	4	12
18	у нас	3	11
19	в этой	5	11
20	самом деле	7	11
21	того чтобы	2	11
22	точки зрения	13	11
23	что он	8	10
24	но и	4	10
25	но в	9	10
26	только в	6	10
27	в отношении	2	9
28	если бы	3	9
29	в то	6	9
30	как и	6	9
31	того что	2	9
32	во второй	5	9
33	так и	10	9
34	в его	9	9
35	во всех	8	8
36	все же	5	8
37	не может	13	8
38	и его	15	8
39	это не	2	8
40	с точки	10	8
41	я не	3	7
42	прежде всего	11	7
43	по поводу	2	7
44	в самом	6	7
45	сих пор	3	7
46	до сих	3	7
47	таким образом	21	7
48	этом отношении	2	7
49	сказать что	6	7
50	потому что	4	6
51	из этих	4	6
52	но это	2	6
53	для него	5	6
54	что и	2	6
55	в своей	9	6
56	данном случае	3	6
57	со стороны	2	6
58	что же	4	6
59	именно в	3	6
60	на самом	2	6
61	во всяком	4	6
62	дело в	2	6
63	хотя бы	7	6
64	всяком случае	3	6
65	не менее	3	5
66	никогда не	7	5
67	что мы	2	5
68	совершенно не	2	5
69	в нем	4	5
70	в целом	2	5
71	жизни и	5	5
72	все это	5	5
73	той же	2	5
74	то же	7	5
75	этой области	3	5
76	и даже	2	5
77	и по	5	5
78	и то	2	5
79	могут быть	6	5
80	все эти	9	5
81	так как	9	5
82	и очень	2	4
83	в основу	2	4
84	что это	3	4
85	что она	2	4
86	бы и	2	4
87	в ее	4	4
88	же время	5	4
89	но все	2	4
90	и что	3	4
91	в качестве	2	4
92	как раз	2	4
93	но если	2	4
94	как бы	11	4
95	не было	4	4
96	еще более	2	4
97	во втором	3	4
98	случае в	2	4
99	в основе	3	3
100	не существует	3	3
101	во время	5	3
102	тому что	3	3
103	точку зрения	4	3
104	и с	7	3
105	не является	3	3
106	стремление к	2	3
107	этих двух	2	3
108	материал для	2	3
109	ни в	6	3
110	он был	3	3
111	в г	3	3
112	об этом	4	3
113	но не	5	3
114	еще не	7	3
115	и для	2	3
116	или иное	2	3
117	в ней	5	3
118	должен быть	2	3
119	его жизни	6	3
120	отношению к	9	3
121	и за	2	3
122	в истории	3	3
123	по отношению	11	3
124	ничего общего	2	3
125	и только	4	3
126	по мнению	6	3
127	что оно	2	3
128	о которой	2	3
129	должны быть	3	3
130	в таком	3	3
131	в чем	4	3
132	конечно и	3	3
133	то или	2	3
134	в каком	3	3
135	ведь и	2	3
136	связанные с	2	3
137	будто бы	2	3
138	ответ на	2	3
139	между тем	2	3
140	с этим	6	3
141	что все	5	2
142	совсем не	5	2
143	всех этих	5	2
144	и творчества	2	2
145	в этих	2	2
146	в своем	2	2
147	с которыми	2	2
148	не всегда	4	2
149	большое значение	2	2
150	при этом	7	2
151	быть и	2	2
152	что при	2	2
153	ни один	2	2
154	она не	2	2
155	со всеми	3	2
156	за пределы	2	2
157	и потому	8	2
158	ведь если	2	2
159	тем не	2	2
160	в первом	2	2
161	в свой	2	2
162	отношение к	7	2
163	конечно не	3	2
164	отношения к	2	2
165	на него	4	2
166	для этого	4	2
167	о них	2	2
168	а потому	2	2
169	из того	2	2
170	в эпоху	3	2
171	и у	6	2
172	он должен	2	2
173	мы не	4	2
174	ничего не	2	2
175	не знает	3	2
176	в своих	4	2
177	думать что	2	2
178	их в	2	2
179	у него	3	2
180	однако и	2	2
181	ни на	2	2
182	одно из	3	2
183	он не	4	2
184	в себе	4	2
185	в сознании	3	2
186	и все	4	2
187	его в	8	2
188	к нему	7	2
189	отметить что	2	2
