N	2gram	Bakhtin_Fr_6	TeoriaLi
1	не только	10	18
2	и не	3	16
3	а в	4	14
4	в частности	2	13
5	и в	41	13
6	может быть	2	12
7	так и	5	12
8	то есть	24	12
9	при этом	3	11
10	в этом	12	11
11	в том	2	11
12	но не	2	10
13	а не	2	10
14	и его	13	10
15	в его	7	9
16	то же	5	9
17	что в	7	8
18	но и	13	8
19	себя в	2	7
20	в себе	5	7
21	том что	7	7
22	в данном	3	7
23	точки зрения	2	7
24	в то	6	7
25	только в	3	7
26	как это	2	7
27	с его	5	6
28	же время	5	6
29	в первой	3	6
30	лишь в	2	6
31	как бы	7	6
32	но в	8	6
33	в своем	5	5
34	а также	5	5
35	в ее	5	5
36	как и	7	5
37	не в	4	5
38	между ними	3	5
39	в самом	10	5
40	в нем	16	5
41	данном случае	2	5
42	как в	4	5
43	он не	2	5
44	с другой	4	5
45	между тем	2	5
46	в искусстве	3	5
47	в своей	2	4
48	то что	10	4
49	в форме	2	4
50	и т.п	19	4
51	не может	4	4
52	сказать что	6	4
53	хотя и	2	4
54	но он	5	4
55	говорить о	2	4
56	мира и	2	4
57	перед нами	3	3
58	и др	10	3
59	никогда не	8	3
60	в этих	2	3
61	прежде всего	10	3
62	того что	3	3
63	и сам	3	3
64	например в	6	3
65	и потому	2	3
66	другой стороны	2	3
67	как раз	2	3
68	таким образом	17	3
69	именно в	4	3
70	мира в	2	3
71	в другом	4	3
72	и что	5	3
73	или в	6	3
74	самим собой	2	3
75	и то	2	3
76	потому что	3	3
77	нового времени	4	3
78	в основе	4	3
79	в этой	8	3
80	все эти	11	3
81	в эпизоде	5	3
82	человека с	2	3
83	одну из	2	2
84	за пределы	2	2
85	в следующей	6	2
86	в конце	2	2
87	того же	4	2
88	одного и	2	2
89	и весьма	2	2
90	вовсе не	7	2
91	ногами и	2	2
92	в литературе	5	2
93	что он	6	2
94	и как	4	2
95	что они	2	2
96	одной стороны	4	2
97	а на	2	2
98	в большинстве	4	2
99	во втором	3	2
100	одной из	3	2
101	даже в	4	2
102	и особенно	3	2
103	к нему	3	2
104	во всех	17	2
105	вместе с	6	2
106	а именно	2	2
107	не на	2	2
108	в романе	2	2
109	и для	3	2
110	с одной	4	2
111	это и	2	2
112	в году	6	2
113	в той	5	2
114	с точки	2	2
115	и даже	4	2
116	так же	5	2
117	роль в	4	2
118	их в	2	2
119	у него	7	2
120	о том	9	2
121	в организации	2	2
122	в чем	3	2
123	в области	2	2
124	это было	2	2
