N	2gram	Bakhtin_Pr_5	FransuaR
1	и в	35	65
2	то есть	16	45
3	как бы	31	22
4	и не	27	22
5	вовсе не	7	18
6	и т.п	6	17
7	в сущности	14	16
8	в том	5	16
9	в этом	14	15
10	но в	19	14
11	в нем	16	13
12	мы уже	8	12
13	прежде всего	12	11
14	и на	6	11
15	и его	14	10
16	не только	10	10
17	но и	14	10
18	так и	8	10
19	все эти	3	10
20	в его	21	9
21	во всех	3	9
22	все это	14	9
23	по своему	4	8
24	в своем	2	8
25	всех этих	2	8
26	в дальнейшем	2	8
27	здесь в	2	8
28	и даже	5	8
29	за пределы	3	8
30	его в	4	7
31	уже говорили	5	7
32	точки зрения	7	7
33	только в	6	7
34	никогда не	4	6
35	не знает	6	6
36	том что	3	6
37	все же	8	6
38	как мы	8	6
39	времени и	2	6
40	еще не	7	6
41	при этом	2	6
42	может быть	14	6
43	в ней	2	6
44	в отношении	9	6
45	на самом	9	6
46	и у	4	6
47	сказать что	3	6
48	так как	4	6
49	с его	7	5
50	в одном	6	5
51	в них	4	5
52	потому что	8	5
53	отличие от	2	5
54	на протяжении	5	5
55	или иной	4	5
56	рядом с	4	5
57	для него	14	5
58	в своей	4	5
59	той или	4	5
60	как в	5	5
61	как и	18	5
62	в той	4	5
63	между тем	4	5
64	и все	15	5
65	в общем	3	4
66	это уже	2	4
67	это в	2	4
68	на всю	2	4
69	и к	12	4
70	мы остановимся	3	4
71	не в	10	4
72	это как	3	4
73	отношение к	6	4
74	в самом	6	4
75	из них	3	4
76	в отличие	2	4
77	иной форме	2	4
78	во время	5	4
79	так сказать	2	4
80	в жизни	2	4
81	и ни	2	3
82	но на	4	3
83	что в	6	3
84	это не	3	3
85	и во	3	3
86	не просто	2	3
87	что он	24	3
88	в ее	3	3
89	но все	4	3
90	но это	6	3
91	в обычном	2	3
92	самом деле	10	3
93	но для	2	3
94	о нем	2	3
95	по своей	2	3
96	даже в	5	3
97	к нему	13	3
98	почти на	3	3
99	с точки	2	3
100	то что	10	3
101	и прежде	4	3
102	как раз	4	3
103	не может	18	3
104	в форме	3	3
105	уже не	3	3
106	с другой	4	3
107	друг друга	2	3
108	он дает	2	3
109	даже и	3	3
110	он и	5	3
111	в себе	5	3
112	и вообще	2	3
113	но как	4	3
114	связан с	2	3
115	с ним	7	3
116	ничего не	3	3
117	и с	12	3
118	в виду	3	3
119	с миром	3	3
120	но не	6	2
121	к тому	6	2
122	и без	4	2
123	и от	3	2
124	раз и	3	2
125	этих двух	2	2
126	вполне понятно	2	2
127	конечно в	2	2
128	его к	3	2
129	и так	4	2
130	протяжении всего	4	2
131	да и	5	2
132	а затем	2	2
133	прекрасного и	2	2
134	от него	6	2
135	до конца	4	2
136	и он	2	2
137	например в	2	2
138	на его	4	2
139	знает и	5	2
140	хотя и	2	2
141	он не	13	2
142	нет и	4	2
143	и для	8	2
144	в целом	3	2
145	в большинстве	2	2
146	на него	5	2
147	приводит к	2	2
148	только на	4	2
149	особенно в	2	2
150	на них	7	2
151	себе самому	18	2
152	понятно что	2	2
153	и вот	4	2
154	но эта	2	2
155	того что	3	2
156	что не	4	2
157	и наконец	7	2
158	на этот	2	2
159	и по	2	2
160	есть только	2	2
161	или в	2	2
162	к себе	18	2
163	их в	2	2
164	он так	2	2
165	в этих	2	2
166	во всем	4	2
167	ни на	2	2
168	о том	2	2
169	и это	5	2
170	большинстве случаев	2	2
171	в чем	4	2
172	здесь еще	2	2
173	это было	2	2
174	говорили что	4	2
