N	2gram	Medvedev_F_3	Psycholo
1	то что	8	32
2	и в	27	31
3	в том	7	30
4	и т	11	26
5	что в	8	23
6	может быть	25	22
7	таким образом	18	20
8	ясно что	3	19
9	при этом	8	19
10	так как	9	18
11	художественного произведения	7	17
12	не может	24	17
13	как и	14	16
14	том что	4	16
15	и не	30	16
16	т п	5	16
17	точки зрения	16	15
18	только в	8	14
19	а не	17	13
20	не только	9	13
21	что и	2	13
22	так же	9	12
23	если мы	7	12
24	мы не	4	12
25	в этом	18	12
26	в самом	11	11
27	с таким	2	11
28	могут быть	4	11
29	не в	12	11
30	в области	2	11
31	в сущности	2	10
32	художественное произведение	11	10
33	того что	3	10
34	потому что	7	10
35	искусства в	3	9
36	по себе	4	9
37	ни в	8	9
38	как в	4	9
39	самом деле	16	9
40	никогда не	5	8
41	вместе с	6	8
42	все это	7	8
43	т д	6	8
44	и что	3	8
45	во всяком	6	8
46	что он	6	7
47	и его	19	7
48	того чтобы	5	7
49	тому как	5	7
50	сказать что	3	7
51	о том	4	7
52	что это	3	6
53	вовсе не	28	6
54	зависимости от	5	6
55	очевидно что	2	6
56	художественного творчества	2	6
57	до конца	4	6
58	было бы	6	6
59	если бы	12	6
60	из этих	2	6
61	всяком случае	6	6
62	отнюдь не	8	6
63	что она	2	6
64	для того	4	6
65	и даже	2	6
66	в его	7	6
67	формы и	3	5
68	и все	8	5
69	тогда когда	4	5
70	не является	5	5
71	в ее	4	5
72	все же	6	5
73	для нас	3	5
74	она не	4	5
75	совершенно не	7	5
76	в какой	3	5
77	как бы	8	5
78	был бы	2	5
79	в зависимости	5	5
80	в целом	4	5
81	в процессе	15	5
82	другой стороны	5	5
83	и для	6	5
84	то же	15	5
85	с другой	6	5
86	подобно тому	4	5
87	в то	7	5
88	к тому	4	4
89	в котором	2	4
90	все время	6	4
91	в виду	3	4
92	прежде всего	4	4
93	тому что	3	4
94	столь же	3	4
95	одной и	2	4
96	в себе	3	4
97	отличие от	2	4
98	же как	3	4
99	одна из	2	4
100	мы увидим	2	4
101	формы в	3	4
102	у нас	3	4
103	никак не	3	4
104	в этих	3	4
105	со стороны	4	4
106	к этому	2	4
107	те же	3	4
108	бы тот	2	4
109	в своих	6	4
110	совпадает с	2	4
111	в результате	5	4
112	мы можем	4	4
113	в искусстве	7	4
114	этого слова	2	4
115	там где	7	4
116	между тем	7	4
117	как это	4	4
118	дело с	3	3
119	уже в	4	3
120	совсем не	5	3
121	не могут	10	3
122	с тем	7	3
123	только не	2	3
124	его и	3	3
125	в своем	2	3
126	в каждом	5	3
127	должна быть	3	3
128	стороны и	2	3
129	эпохи в	2	3
130	мы знаем	4	3
131	это и	2	3
132	но это	2	3
133	но не	5	3
134	смысле слова	2	3
135	не можем	2	3
136	в этой	2	3
137	в слове	4	3
138	художественном произведении	3	3
139	не есть	4	3
140	от всех	4	3
141	жизни и	4	3
142	в своей	6	3
143	так и	21	3
144	только на	4	3
145	в отличие	2	3
146	от того	2	3
147	тем же	7	3
148	той же	3	3
149	роль в	4	3
150	в таком	2	3
151	в которых	3	3
152	случае в	3	3
153	в одной	5	3
154	и только	2	3
155	нуждается в	3	3
156	внутренней формы	3	3
157	может стать	3	3
158	в конце	3	3
159	и это	2	3
160	в художественном	5	3
161	в произведении	3	3
162	конце концов	2	3
163	но в	6	3
164	т е	32	3
165	в основе	3	2
166	не менее	7	2
167	такой же	2	2
168	или иное	2	2
169	видели что	2	2
170	независимо от	5	2
171	она должна	2	2
172	этом смысле	2	2
173	главным образом	2	2
174	и как	4	2
175	в них	3	2
176	и во	2	2
177	и от	11	2
178	человека и	2	2
179	в жизни	11	2
180	ее и	2	2
181	и теперь	6	2
182	в основу	2	2
183	в такой	2	2
184	смысле этого	2	2
185	тем не	2	2
186	уже не	3	2
187	и потому	5	2
188	это можно	2	2
189	что они	5	2
190	того же	3	2
191	всех других	3	2
192	от других	2	2
193	ту или	2	2
194	и их	5	2
195	имеет место	3	2
196	и следовательно	3	2
197	и очень	2	2
198	в него	3	2
199	на почве	2	2
200	даже в	2	2
201	и тем	3	2
202	в нем	15	2
203	произведения но	4	2
204	мы видели	4	2
205	из них	2	2
206	произведение как	6	2
207	но и	10	2
208	что же	5	2
209	и тогда	2	2
210	как мы	8	2
211	отличается от	2	2
212	как раз	8	2
213	в нас	2	2
214	в связи	4	2
215	этом отношении	3	2
216	же самое	3	2
217	на самом	14	2
218	с точки	14	2
219	то или	2	2
220	от него	2	2
221	увидим что	2	2
222	данной эпохи	3	2
223	принадлежат к	2	2
224	ничего не	2	2
225	их в	3	2
226	бы ни	4	2
227	и с	3	2
228	из виду	2	2
229	в каком	2	2
230	бы и	3	2
231	это только	2	2
232	бы в	6	2
233	ту же	2	2
234	в поэзии	3	2
235	если же	5	2
236	его в	7	2
237	как он	2	2
238	из этого	4	2
239	только то	3	2
