N	2gram	Vygotskiy__4	Myshleni
1	в том	21	33
2	том что	22	27
3	точки зрения	6	26
4	то что	44	20
5	в этом	28	19
6	с точки	4	18
7	того что	4	17
8	и в	33	15
9	не только	7	15
10	что в	21	14
11	таким образом	13	14
12	что он	20	12
13	того чтобы	22	12
14	в самом	12	11
15	в целом	5	10
16	но и	3	10
17	было бы	12	10
18	для того	23	10
19	мы не	5	10
20	мы можем	5	10
21	в своем	7	9
22	может быть	22	9
23	не является	2	9
24	не может	10	9
25	что мы	6	9
26	о том	20	9
27	в сущности	6	9
28	связи с	2	9
29	так и	3	8
30	казалось бы	5	8
31	никогда не	5	8
32	не в	2	8
33	заключается в	5	8
34	и что	25	8
35	если бы	10	8
36	с но	3	8
37	к тому	12	7
38	мы знаем	2	7
39	одной стороны	3	7
40	с одной	3	7
41	и не	13	7
42	потому что	24	7
43	как бы	25	7
44	по себе	9	7
45	тот же	3	7
46	он не	11	7
47	во всяком	3	7
48	едва ли	2	7
49	что это	13	6
50	в частности	4	6
51	как мы	4	6
52	в этой	9	6
53	мы уже	5	6
54	в виду	2	6
55	на то	10	6
56	с другой	2	6
57	сказать что	13	6
58	мы должны	6	6
59	как он	5	6
60	как это	14	6
61	но в	2	6
62	вовсе не	5	6
63	и к	2	6
64	как и	5	6
65	вместе с	8	6
66	с таким	2	6
67	если мы	12	6
68	самом деле	12	6
69	на этот	3	6
70	всяком случае	3	6
71	что эта	6	6
72	от действительности	3	5
73	это не	6	5
74	уже в	2	5
75	вопрос о	2	5
76	полагает что	5	5
77	по существу	2	5
78	показать что	7	5
79	то же	9	5
80	говорит что	10	5
81	во всей	3	5
82	можно было	4	5
83	этот вопрос	4	5
84	прежде всего	2	4
85	из этих	2	4
86	что все	11	4
87	мы могли	2	4
88	для нас	7	4
89	по поводу	4	4
90	том чтобы	4	4
91	все это	13	4
92	в них	2	4
93	что оно	3	4
94	не имеет	2	4
95	так же	13	4
96	а в	4	4
97	их в	3	4
98	и с	2	4
99	могли бы	2	4
100	при помощи	4	4
101	так как	12	4
102	с его	2	4
103	к этому	4	4
104	все же	5	4
105	со всей	2	4
106	мы видим	6	4
107	в своей	4	4
108	даже в	2	4
109	как в	3	4
110	что его	3	4
111	как раз	9	4
112	а с	2	4
113	хотя бы	2	4
114	и его	5	4
115	только в	4	4
116	в которой	4	4
117	все время	24	3
118	мы будем	5	3
119	больше того	3	3
120	для этого	8	3
121	что у	4	3
122	во время	6	3
123	что именно	3	3
124	об этом	4	3
125	что они	6	3
126	не можем	3	3
127	при этом	2	3
128	смысле этого	3	3
129	точка зрения	2	3
130	но мы	2	3
131	из них	4	3
132	и до	3	3
133	со стороны	2	3
134	и только	7	3
135	что для	5	3
136	все эти	6	3
137	те же	2	3
138	в самой	6	3
139	ни малейшего	2	3
140	действия и	2	3
141	в которых	3	3
142	в результате	2	3
143	в основе	3	3
144	к этой	3	3
145	с ним	5	3
146	мы имеем	2	3
147	ничем не	2	3
148	и все	12	3
149	с этим	5	3
150	лежит в	2	3
151	о которых	2	3
152	идет о	3	3
153	но не	3	3
154	утверждает что	4	3
155	что при	2	3
156	он говорит	3	3
157	когда он	7	3
158	бы и	2	3
159	что она	10	3
160	только что	15	3
161	на самом	6	3
162	тем самым	3	3
163	а не	6	3
164	из которых	3	3
165	не надо	2	3
166	и ее	2	3
167	этого слова	3	3
168	и это	5	3
169	ничего не	2	3
170	как только	2	2
171	сама по	3	2
172	же как	3	2
173	что если	3	2
174	и есть	4	2
175	понятно что	3	2
176	перед нами	6	2
177	самое что	2	2
178	столь же	2	2
179	с этой	4	2
180	на все	2	2
181	в такой	2	2
182	можно сказать	2	2
183	исследований и	2	2
184	ни в	3	2
185	и как	5	2
186	всякий раз	6	2
187	но все	2	2
188	и другое	2	2
189	с такой	2	2
190	и мы	15	2
191	друг с	4	2
192	за то	3	2
193	и той	2	2
194	в котором	2	2
195	с ее	3	2
196	после этого	6	2
197	в их	2	2
198	целый ряд	5	2
199	и других	4	2
200	на одной	2	2
201	совершенно в	2	2
202	должно быть	3	2
203	увидим что	3	2
204	в первый	3	2
205	но если	3	2
206	говорить о	3	2
207	во все	3	2
208	же самое	6	2
209	также и	2	2
210	во всем	2	2
211	больше чем	2	2
212	в одном	3	2
213	видит в	3	2
214	все те	2	2
215	от этого	3	2
216	нисколько не	5	2
217	у него	6	2
218	нас с	2	2
219	бы мы	3	2
220	связь с	5	2
221	именно в	2	2
222	представляет собой	2	2
223	иметь случай	3	2
224	указывает на	3	2
225	мы увидим	2	2
226	и из	3	2
227	иначе говоря	2	2
228	в его	10	2
229	самое важное	2	2
230	речь идет	3	2
231	что и	3	2
232	ее в	4	2
233	раз в	7	2
234	как говорит	2	2
235	принадлежит к	2	2
236	во всех	2	2
237	без всякого	2	2
238	с совершенной	2	2
239	будем иметь	2	2
240	и для	3	2
241	и эта	2	2
242	тому чтобы	3	2
243	которой мы	3	2
244	той же	4	2
245	тому как	2	2
246	тем что	3	2
247	думаем что	2	2
248	в себе	6	2
249	с другом	4	2
250	не потому	2	2
251	не то	4	2
252	много раз	2	2
