N	2gram	Tiupa_Narr_1	RusskieA
1	и в	11	36
2	не только	31	22
3	что в	3	19
4	том что	7	19
5	в том	8	17
6	но и	27	16
7	в этом	12	12
8	на святках	2	11
9	это не	3	10
10	как мы	2	10
11	как и	13	10
12	вместе с	2	10
13	и на	5	10
14	потому что	5	10
15	об этом	6	9
16	а в	13	9
17	состоит в	10	8
18	у нас	3	8
19	из них	4	8
20	может быть	15	8
21	один из	6	8
22	о том	4	8
23	как это	3	8
24	так и	5	7
25	между тем	3	7
26	представляют собой	3	7
27	и не	23	6
28	при этом	19	6
29	уже не	8	6
30	мы не	3	6
31	не имеет	2	6
32	то что	9	6
33	все же	4	5
34	как будто	3	5
35	как бы	6	5
36	с ними	2	5
37	как в	4	5
38	из этих	4	4
39	к тому	6	4
40	что на	4	4
41	представляет собой	8	4
42	одна из	4	4
43	еще не	4	4
44	связи с	2	4
45	вплоть до	4	4
46	еще в	3	4
47	так в	4	4
48	не может	8	4
49	в связи	2	4
50	входит в	2	4
51	мы имеем	3	4
52	того что	4	4
53	только в	12	4
54	слова в	4	3
55	не менее	3	3
56	начиная с	3	3
57	к жизни	2	3
58	для них	2	3
59	о чем	4	3
60	в этих	2	3
61	в качестве	14	3
62	в своем	3	3
63	но они	3	3
64	в одном	4	3
65	в свою	2	3
66	в поле	3	3
67	тем не	3	3
68	в москве	2	3
69	только на	2	3
70	как правило	5	3
71	к ним	2	3
72	а также	6	3
73	если в	2	3
74	своего рода	10	3
75	то же	8	3
76	она в	2	3
77	ничего не	2	3
78	их в	3	3
79	точки зрения	5	3
80	то есть	9	3
81	в области	2	3
82	не было	3	2
83	в частности	14	2
84	переход от	2	2
85	в нашем	3	2
86	его и	2	2
87	между собой	2	2
88	что у	4	2
89	та же	2	2
90	в нем	4	2
91	у него	7	2
92	равной степени	2	2
93	в жизни	3	2
94	и как	3	2
95	свою очередь	2	2
96	но не	4	2
97	они и	2	2
98	быть и	2	2
99	как известно	3	2
100	до конца	2	2
101	она не	2	2
102	отнюдь не	2	2
103	имеет место	4	2
104	в ней	4	2
105	в его	6	2
106	и с	3	2
107	в целом	3	2
108	значения и	2	2
109	в е	2	2
110	в особенности	2	2
111	тогда как	10	2
112	в году	2	2
113	а не	13	2
114	для обозначения	2	2
115	и для	2	2
116	с ним	2	2
117	или в	6	2
118	мы можем	2	2
119	хотя и	4	2
120	между двумя	5	2
121	на себя	4	2
122	но в	7	2
123	в равной	2	2
