N	2gram	Vygotskiy__3	Istorich
1	и в	25	28
2	может быть	13	25
3	не может	6	15
4	никогда не	4	14
5	для нас	2	13
6	мы должны	6	13
7	мы имеем	4	13
8	что в	17	12
9	то же	2	12
10	не только	6	12
11	мы видим	3	11
12	только в	10	11
13	что он	6	10
14	все же	6	10
15	мы увидим	4	10
16	прежде всего	4	10
17	но и	4	10
18	мы не	9	10
19	и что	10	10
20	в том	23	9
21	о том	5	9
22	то что	15	9
23	и не	10	9
24	не в	6	9
25	так и	5	9
26	что это	5	8
27	если бы	5	8
28	таким образом	17	8
29	в этом	14	8
30	в этих	2	7
31	том что	20	7
32	здесь мы	2	7
33	еще не	4	7
34	было бы	10	7
35	а в	4	7
36	этот вопрос	3	7
37	так же	17	7
38	и здесь	2	7
39	что мы	7	7
40	с другой	6	6
41	не менее	6	6
42	к тому	4	6
43	тем не	5	6
44	ни один	4	6
45	вслед за	3	6
46	что и	10	6
47	когда он	3	6
48	в этой	5	6
49	его в	3	6
50	так как	12	6
51	вместе с	14	6
52	мы будем	2	5
53	в одном	2	5
54	в силу	6	5
55	что они	10	5
56	но не	6	5
57	в качестве	12	5
58	что она	5	5
59	или менее	3	5
60	другой стороны	3	5
61	в своем	4	5
62	показывают что	5	5
63	можно было	6	5
64	на основе	22	5
65	или в	2	5
66	их в	3	5
67	сказать что	4	5
68	в его	15	5
69	к которому	3	5
70	все это	6	4
71	с тем	16	4
72	связи с	9	4
73	там где	4	4
74	между собой	13	4
75	раньше чем	2	4
76	на то	4	4
77	об этом	2	4
78	так что	2	4
79	но все	2	4
80	но это	5	4
81	представляет собой	6	4
82	одной стороны	5	4
83	друг с	5	4
84	один из	6	4
85	связь с	3	4
86	в связи	6	4
87	с этим	4	4
88	с одной	5	4
89	как и	15	4
90	это так	2	4
91	того что	10	4
92	и для	2	4
93	и на	6	4
94	потому что	6	4
95	в основе	16	4
96	могут быть	5	4
97	находится в	2	4
98	все эти	7	4
99	мы знаем	4	4
100	видели что	3	3
101	в какой	4	3
102	представления о	2	3
103	не как	3	3
104	перед нами	10	3
105	по себе	7	3
106	показывает что	8	3
107	так называемая	4	3
108	очень часто	2	3
109	и эти	2	3
110	на котором	2	3
111	именно в	5	3
112	в начале	2	3
113	для этого	2	3
114	на этом	3	3
115	при этом	5	3
116	то время	4	3
117	не можем	3	3
118	наряду с	3	3
119	и их	3	3
120	в котором	3	3
121	эти формы	2	3
122	и по	5	3
123	отношению к	2	3
124	из них	4	3
125	того как	3	3
126	связь между	4	3
127	уже не	2	3
128	и его	2	3
129	если мы	3	3
130	как мы	8	3
131	из которых	5	3
132	как это	7	3
133	время как	4	3
134	по отношению	3	3
135	тем что	8	3
136	во всем	3	3
137	в то	4	3
138	с другом	5	3
139	могли бы	11	3
140	бы быть	2	3
141	дело с	3	2
142	но они	2	2
143	а с	3	2
144	не могут	4	2
145	самого начала	6	2
146	всех этих	2	2
147	отличие от	6	2
148	в частности	4	2
149	к этому	3	2
150	были бы	3	2
151	поэтому в	2	2
152	столь же	7	2
153	и от	2	2
154	в пользу	5	2
155	и потому	2	2
156	между ними	3	2
157	ясно что	2	2
158	как уже	6	2
159	в тех	2	2
160	ни было	2	2
161	с несомненностью	3	2
162	мы видели	6	2
163	с самого	6	2
164	в зависимости	5	2
165	и как	5	2
166	этот момент	2	2
167	зависимости от	6	2
168	по своей	7	2
169	одна из	2	2
170	само по	2	2
171	связанные с	2	2
172	для него	5	2
173	тот же	2	2
174	некоторое время	2	2
175	мы в	2	2
176	именно это	2	2
177	на первый	2	2
178	с ним	4	2
179	же как	6	2
180	как бы	10	2
181	по этому	3	2
182	еще в	2	2
183	связи и	3	2
184	как оно	3	2
185	в нем	2	2
186	не есть	3	2
187	с той	2	2
188	в целом	13	2
189	с ней	3	2
190	указывает на	2	2
191	как в	9	2
192	это положение	2	2
193	то и	4	2
194	в отличие	6	2
195	и только	2	2
196	от этих	2	2
197	он не	4	2
198	в виде	3	2
199	приводит к	4	2
200	и другое	5	2
201	на этот	2	2
202	одним из	5	2
203	должно быть	2	2
204	а по	2	2
205	между тем	3	2
206	от этого	6	2
207	однако в	2	2
208	вступает в	2	2
209	в основном	6	2
210	в себе	2	2
211	бы в	2	2
212	как он	3	2
213	которые в	3	2
214	в свете	2	2
215	в области	7	2
216	тогда когда	4	2
