N	2gram	Losev_Prob_5	Myshleni
1	в том	12	42
2	том что	17	35
3	с помощью	2	31
4	таким образом	13	25
5	точки зрения	10	24
6	в этом	17	24
7	в качестве	4	21
8	и в	30	20
9	что в	5	19
10	то же	2	16
11	то что	18	15
12	не только	18	15
13	что они	3	14
14	как мы	2	13
15	с другой	6	12
16	при этом	4	12
17	потому что	13	12
18	может быть	7	12
19	так же	5	11
20	в его	12	11
21	с точки	8	11
22	того что	3	10
23	так как	6	10
24	в отношении	3	10
25	и то	5	10
26	в себе	4	10
27	только в	9	10
28	и другие	3	9
29	и как	6	9
30	одной стороны	3	9
31	но и	13	9
32	другой стороны	6	9
33	с одной	3	9
34	между тем	2	9
35	как и	7	9
36	того же	4	9
37	тот же	3	9
38	что и	6	9
39	и не	12	8
40	и тем	3	8
41	и что	6	8
42	в результате	7	8
43	тогда когда	4	8
44	этом смысле	3	8
45	было бы	4	8
46	вместе с	7	8
47	и более	2	7
48	как бы	6	7
49	в своей	22	7
50	самом деле	2	7
51	а не	5	7
52	того чтобы	2	7
53	тем что	2	7
54	уже в	2	6
55	к тому	2	6
56	такого рода	2	6
57	в самом	5	6
58	не может	5	6
59	и на	6	6
60	сказать что	9	6
61	по своей	2	6
62	его в	6	6
63	с тем	5	6
64	что он	7	6
65	в силу	5	6
66	можно было	2	6
67	в частности	4	5
68	никогда не	7	5
69	это не	2	5
70	на то	2	5
71	и его	6	5
72	и к	4	5
73	все же	9	5
74	о том	12	5
75	так и	7	5
76	как в	2	5
77	для того	3	5
78	все эти	2	5
79	мы можем	5	5
80	все время	3	4
81	в своем	11	4
82	для нас	10	4
83	из них	2	4
84	и только	2	4
85	с этой	2	4
86	и с	5	4
87	к этому	2	4
88	в смысле	4	4
89	тем же	3	4
90	не в	7	4
91	и для	6	4
92	во всяком	2	4
93	в области	2	4
94	не могут	2	3
95	не менее	5	3
96	в какой	2	3
97	точно так	3	3
98	и другой	2	3
99	так что	11	3
100	в этой	10	3
101	знает что	3	3
102	и является	2	3
103	в виду	3	3
104	всяком случае	2	3
105	один из	2	3
106	в связи	7	3
107	именно в	3	3
108	на его	2	3
109	обстоятельство что	2	3
110	тем как	2	3
111	но в	9	3
112	отнюдь не	4	3
113	по существу	2	3
114	но не	7	3
115	со всеми	2	3
116	наряду с	2	3
117	когда он	2	3
118	внимание на	3	3
119	нас в	4	3
120	ни в	4	3
121	в виде	10	3
122	связи с	7	3
123	в чем	2	3
124	в которой	5	3
125	том числе	2	2
126	мы будем	2	2
127	и которая	3	2
128	прежде всего	6	2
129	со всей	2	2
130	в настоящее	3	2
131	мы и	2	2
132	он видит	3	2
133	в свою	2	2
134	в нашей	2	2
135	и у	5	2
136	вслед за	2	2
137	образом как	2	2
138	но для	2	2
139	в ней	3	2
140	в нем	6	2
141	к нему	3	2
142	данном случае	2	2
143	по мнению	2	2
144	не просто	5	2
145	они не	2	2
146	факт что	2	2
147	а в	6	2
148	также и	12	2
149	является по	2	2
150	в данном	2	2
151	в начале	3	2
152	что здесь	2	2
153	настоящее время	3	2
154	мы имеем	2	2
155	и которые	2	2
156	нисколько не	5	2
157	уже и	2	2
158	у него	11	2
159	а потом	3	2
160	ясно что	4	2
161	указывает на	3	2
162	еще не	3	2
163	он говорит	2	2
164	никак не	8	2
165	далеко не	4	2
166	а также	3	2
167	находит в	3	2
168	раз в	2	2
169	и речи	2	2
170	ли не	2	2
171	и тогда	2	2
172	того как	5	2
173	а с	4	2
174	если не	4	2
175	и он	4	2
176	в таком	2	2
177	что этот	5	2
178	здесь не	7	2
179	едва ли	4	2
180	же не	4	2
