N	2gram	Bakhtin_Fr_3	KulturaY
1	и в	40	23
2	точки зрения	2	23
3	в том	8	22
4	не только	13	17
5	было бы	4	16
6	в этом	15	16
7	в области	4	14
8	может быть	9	14
9	самом деле	3	14
10	что в	12	13
11	в самом	6	13
12	не менее	2	12
13	для того	3	12
14	потому что	2	12
15	том что	4	11
16	а не	5	11
17	в его	13	11
18	того чтобы	4	11
19	можно было	3	11
20	у нас	4	10
21	и не	13	10
22	прежде всего	16	9
23	еще не	3	9
24	хотя бы	2	9
25	таким образом	10	9
26	так как	4	9
27	если бы	3	8
28	лишь в	2	8
29	до сих	4	8
30	сих пор	4	8
31	в виду	7	8
32	в нашем	4	7
33	с другой	2	7
34	или иной	2	7
35	слова и	2	7
36	в языке	2	7
37	те же	5	7
38	в данном	4	7
39	сказать что	3	7
40	все эти	8	7
41	для этого	3	6
42	что и	3	6
43	что он	2	6
44	при этом	3	6
45	так и	3	6
46	в их	4	6
47	не может	3	6
48	то же	7	6
49	с помощью	2	6
50	связи с	6	6
51	только в	3	6
52	о том	4	6
53	и есть	3	5
54	вовсе не	12	5
55	как и	11	5
56	как бы	3	5
57	все же	2	5
58	в связи	5	5
59	как мы	10	5
60	а в	3	5
61	но это	3	5
62	также и	4	5
63	тем что	3	5
64	той или	2	5
65	из этих	2	5
66	далеко не	2	5
67	слова в	2	4
68	один из	4	4
69	этого слова	2	4
70	а также	4	4
71	в целом	2	4
72	того же	2	4
73	в сущности	9	4
74	в своей	6	4
75	и о	4	4
76	в ее	3	4
77	то что	5	4
78	данном случае	2	4
79	как в	3	4
80	как раз	5	4
81	в нашей	2	4
82	в своем	7	4
83	не было	5	4
84	в той	6	4
85	между тем	3	4
86	уже в	2	3
87	как о	2	3
88	это не	2	3
89	на самом	3	3
90	именно в	2	3
91	xix века	4	3
92	и к	3	3
93	ни в	4	3
94	но как	2	3
95	это и	2	3
96	мы видели	3	3
97	но не	2	3
98	по преимуществу	2	3
99	он не	9	3
100	отношение к	8	3
101	но и	11	3
102	по отношению	3	3
103	связь между	3	3
104	мы находим	3	3
105	и вот	2	3
106	мы не	2	3
107	они не	3	3
108	в ней	4	3
109	не так	3	3
110	и с	8	3
111	той же	8	3
112	нас в	2	3
113	слово в	3	3
114	в то	6	3
115	не понимает	3	3
116	там где	3	3
117	так сказать	5	2
118	том числе	3	2
119	только для	3	2
120	все это	4	2
121	но все	3	2
122	о чем	2	2
123	в частности	3	2
124	в одном	7	2
125	это в	2	2
126	в условиях	2	2
127	быть в	2	2
128	можно сказать	2	2
129	и здесь	4	2
130	и как	3	2
131	в дальнейшем	2	2
132	смысле слова	4	2
133	язык и	2	2
134	кроме того	3	2
135	в большей	2	2
136	и если	2	2
137	от языка	2	2
138	конечно не	2	2
139	никак не	3	2
140	вернемся к	5	2
141	в таких	3	2
142	в котором	2	2
143	и такие	2	2
144	отношению к	2	2
145	своего рода	2	2
146	вместе с	3	2
147	дело не	3	2
148	в свете	3	2
149	так в	4	2
150	в отличие	3	2
151	в особенности	5	2
152	еще более	4	2
153	тем же	2	2
154	в корне	2	2
155	по адресу	2	2
156	это самое	2	2
157	он в	2	2
158	на протяжении	3	2
159	на этом	2	2
160	еще и	2	2
161	как он	2	2
162	в этих	6	2
163	здесь не	3	2
164	отличие от	3	2
165	но в	8	2
166	имеет в	2	2
