N	2gram	Vygotskiy__1	Sovremen
1	не может	17	17
2	точки зрения	15	12
3	может быть	22	12
4	таким образом	20	11
5	мы не	12	9
6	в каждом	3	8
7	не можем	3	7
8	в этом	12	7
9	и в	31	7
10	и не	16	6
11	как и	16	6
12	в результате	4	6
13	мы можем	4	6
14	ничего не	2	6
15	что же	2	5
16	прежде всего	4	5
17	с точки	2	5
18	как бы	5	4
19	мы видели	2	4
20	если мы	12	4
21	в целом	5	4
22	жизни и	3	4
23	вместе с	8	4
24	в зависимости	5	4
25	а в	6	4
26	вопрос о	3	4
27	не только	13	4
28	в том	30	4
29	их в	2	4
30	из них	2	4
31	точку зрения	3	4
32	зависимости от	6	4
33	так как	18	4
34	уже в	3	3
35	но мы	3	3
36	все же	5	3
37	видели что	2	3
38	отнюдь не	6	3
39	все это	8	3
40	отличается от	2	3
41	в конце	3	3
42	то же	5	3
43	ясно что	19	3
44	мы получаем	2	3
45	в нем	2	3
46	а не	13	3
47	и к	3	3
48	для нас	5	3
49	у нас	4	3
50	когда мы	3	3
51	не в	11	3
52	в этой	3	3
53	одна из	4	3
54	при этом	19	3
55	было бы	6	3
56	у каждого	3	3
57	в одном	2	3
58	и все	5	3
59	как он	2	3
60	в себе	4	3
61	в области	11	3
62	что она	6	3
63	но в	3	3
64	и потому	2	3
65	совершенно не	5	2
66	в настоящее	2	2
67	этих двух	2	2
68	не могут	3	2
69	каждого из	3	2
70	не знаем	2	2
71	что это	6	2
72	не менее	2	2
73	и есть	5	2
74	у него	4	2
75	с совершенно	2	2
76	приводит к	2	2
77	то и	2	2
78	и во	2	2
79	в отличие	3	2
80	из этих	6	2
81	тем же	3	2
82	что все	3	2
83	с одной	5	2
84	как мы	2	2
85	уже не	2	2
86	может дать	2	2
87	самом деле	9	2
88	и что	8	2
89	роль в	3	2
90	что при	3	2
91	из которых	3	2
92	что такое	2	2
93	к чему	2	2
94	и даже	6	2
95	и по	3	2
96	тем не	2	2
97	мы знаем	3	2
98	той же	3	2
99	мы видим	5	2
100	в таком	3	2
101	такой же	2	2
102	во всяком	8	2
103	могут быть	11	2
104	с этим	3	2
105	что в	23	2
106	не дает	2	2
107	настоящее время	2	2
108	тот же	2	2
109	со всеми	4	2
110	же самое	2	2
111	если же	2	2
112	по мнению	2	2
113	в самом	11	2
114	в которой	4	2
115	отличие от	4	2
116	в науке	2	2
117	в его	6	2
118	всяком случае	6	2
