N	2gram	Bakhtin_Fr_6	Narrotol
1	не только	10	31
2	но и	13	27
3	и не	3	23
4	при этом	3	19
5	может быть	2	15
6	в частности	2	14
7	как и	7	13
8	а не	2	13
9	а в	4	13
10	только в	3	12
11	в этом	12	12
12	и в	41	11
13	в данном	3	11
14	и его	13	10
15	времени и	2	9
16	то что	10	9
17	то есть	24	9
18	то же	5	8
19	в том	2	8
20	данном случае	2	8
21	и т.п	19	8
22	не может	4	8
23	у него	7	7
24	том что	7	7
25	но в	8	7
26	а также	5	6
27	не в	4	6
28	и он	5	6
29	в самом	10	6
30	не мог	3	6
31	как бы	7	6
32	один из	6	6
33	жизни и	3	6
34	как раз	2	6
35	во втором	3	6
36	или в	6	6
37	в себе	5	6
38	в его	7	6
39	в этой	8	6
40	перед нами	3	5
41	в своей	2	5
42	так и	5	5
43	и на	9	5
44	потому что	3	5
45	точки зрения	2	5
46	с его	5	4
47	никогда не	8	4
48	из этих	2	4
49	к себе	2	4
50	в третьем	3	4
51	в литературе	5	4
52	все же	4	4
53	но не	2	4
54	же время	5	4
55	прежде всего	10	4
56	к нему	3	4
57	в ней	4	4
58	в нем	16	4
59	в первом	3	4
60	из них	5	4
61	как в	4	4
62	внимание на	2	4
63	того что	3	4
64	того чтобы	4	4
65	хотя и	2	4
66	в то	6	4
67	о том	9	4
68	в эпизоде	5	4
69	в одном	5	4
70	мира в	2	4
71	он сам	3	3
72	но они	4	3
73	что в	7	3
74	это уже	2	3
75	в следующей	6	3
76	в своем	5	3
77	первом случае	3	3
78	что он	6	3
79	начало и	2	3
80	у нас	4	3
81	и как	4	3
82	в начале	3	3
83	самом деле	4	3
84	как известно	2	3
85	он не	2	3
86	еще в	5	3
87	в центре	2	3
88	начиная с	2	3
89	этом отношении	3	3
90	именно в	4	3
91	лишь в	2	3
92	и конец	2	3
93	мы не	2	3
94	и то	2	3
95	также и	6	3
96	их в	2	3
97	и с	16	3
98	и все	9	3
99	как это	2	3
100	между тем	2	3
101	а для	2	3
102	в этих	2	2
103	большей или	4	2
104	а на	2	2
105	в конце	2	2
106	а за	2	2
107	в сущности	8	2
108	как мы	12	2
109	было и	2	2
110	в романе	2	2
111	они и	3	2
112	все что	4	2
113	между ними	3	2
114	всех его	4	2
115	до конца	2	2
116	до сих	3	2
117	в первой	3	2
118	как у	3	2
119	меньшей степени	4	2
120	они могут	2	2
121	никак не	3	2
122	раз в	2	2
123	себя в	2	2
124	вместе с	6	2
125	сих пор	3	2
126	в форме	2	2
127	где они	2	2
128	другой стороны	2	2
129	в особенности	7	2
130	в году	6	2
131	в той	5	2
132	что не	3	2
133	и даже	4	2
134	с другой	4	2
135	и для	3	2
136	роль в	4	2
137	каждый из	2	2
138	в результате	4	2
139	сказать что	6	2
140	и от	4	2
141	связи с	2	2
142	в наиболее	2	2
143	что мы	2	2
144	так сказать	2	2
145	в чем	3	2
146	с ним	4	2
147	в области	2	2
148	та же	4	2
149	как она	2	2
150	это было	2	2
151	т.п и	2	2
