N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	15	44
2	и в	29	33
3	в этом	22	28
4	как бы	19	25
5	и что	2	25
6	все время	2	24
7	потому что	8	24
8	может быть	24	22
9	том что	7	22
10	что в	8	21
11	в том	8	21
12	что он	8	20
13	таким образом	12	13
14	и не	31	13
15	так же	6	13
16	сказать что	3	13
17	все это	6	13
18	в самом	10	12
19	все то	4	12
20	так как	6	12
21	было бы	5	12
22	самом деле	6	12
23	он не	5	11
24	что она	6	10
25	не может	12	10
26	в его	24	10
27	если бы	9	10
28	в этой	4	9
29	по себе	8	9
30	как раз	6	9
31	то же	14	9
32	в конце	6	8
33	как будто	3	8
34	в своем	8	7
35	до конца	8	7
36	так что	2	7
37	в нем	19	7
38	не только	15	7
39	перед нами	5	6
40	тому что	3	6
41	это не	9	6
42	в самой	6	6
43	в ней	2	6
44	и т	4	6
45	все эти	9	6
46	но он	2	6
47	точки зрения	19	6
48	как на	3	6
49	у него	5	6
50	мы видим	2	6
51	мы должны	3	6
52	в сущности	5	6
53	никак не	2	6
54	на самом	5	6
55	а не	22	6
56	в себе	7	6
57	самого начала	2	5
58	никогда не	3	5
59	нисколько не	2	5
60	и как	7	5
61	в целом	6	5
62	и на	7	5
63	вовсе не	7	5
64	с ним	5	5
65	с этим	2	5
66	это и	5	5
67	как и	12	5
68	мы уже	2	5
69	и его	14	5
70	все же	9	5
71	и это	5	5
72	я не	3	4
73	и есть	2	4
74	друг с	2	4
75	и уже	2	4
76	жизни и	2	4
77	а в	7	4
78	с этой	2	4
79	в жизни	2	4
80	одна из	3	4
81	и о	5	4
82	о нем	9	4
83	в своей	8	4
84	на него	3	4
85	как мы	4	4
86	с точки	13	4
87	заставляет его	2	4
88	той же	5	4
89	можно было	2	4
90	этот вопрос	2	4
91	только в	10	4
92	в которой	2	4
93	что оно	2	3
94	что может	2	3
95	он все	2	3
96	в мире	6	3
97	ни в	3	3
98	тот же	2	3
99	должно быть	4	3
100	в пределах	13	3
101	например в	3	3
102	всяком случае	3	3
103	ни одной	2	3
104	был бы	6	3
105	какой бы	2	3
106	но и	14	3
107	и до	3	3
108	конечно не	2	3
109	в уста	3	3
110	не было	4	3
111	здесь мы	2	3
112	в драме	5	3
113	в своих	3	3
114	в которых	2	3
115	их в	4	3
116	и здесь	3	3
117	в то	10	3
118	во все	2	3
119	его в	6	3
120	нет ни	2	3
121	в основе	4	3
122	всех этих	2	3
123	в одном	10	3
124	идет о	4	3
125	но не	9	3
126	до сих	2	3
127	она не	7	3
128	конце концов	5	3
129	сами по	3	3
130	что и	4	3
131	сих пор	2	3
132	так и	7	3
133	как в	6	3
134	во всей	2	3
135	из которых	2	3
136	и для	4	3
137	во всяком	5	3
138	тем что	4	3
139	т п	3	3
140	далеко не	3	3
141	в той	2	3
142	на этот	2	3
143	уже в	3	2
144	бы и	4	2
145	его и	2	2
146	с другой	3	2
147	в одной	6	2
148	и от	2	2
149	была бы	3	2
150	прежде всего	7	2
151	вопрос о	2	2
152	для понимания	2	2
153	но все	5	2
154	из его	2	2
155	же время	9	2
156	при этом	2	2
157	мире в	3	2
158	себе и	3	2
159	все те	2	2
160	в котором	2	2
161	точка зрения	12	2
162	один из	2	2
163	нам кажется	2	2
164	в их	3	2
165	другой стороны	3	2
166	именно в	5	2
167	те же	2	2
168	и наконец	4	2
169	в результате	4	2
170	и с	4	2
171	материал и	3	2
172	одно из	2	2
173	могли бы	2	2
174	не в	7	2
175	в художественном	3	2
176	художественного построения	3	2
177	и потому	6	2
178	слово в	2	2
179	но в	7	2
180	а как	7	2
181	с его	9	2
182	он может	3	2
183	в них	3	2
184	и к	2	2
185	по существу	3	2
186	кажется что	2	2
187	однако не	2	2
188	даже в	4	2
189	бы то	2	2
190	не на	4	2
191	он знает	3	2
192	нами в	2	2
193	ни одного	2	2
194	хотя бы	2	2
195	тому как	3	2
196	на пути	2	2
197	и ее	2	2
198	все остальное	2	2
199	связи с	2	2
200	так чтобы	4	2
201	героя и	10	2
202	не потому	2	2
203	ничего не	5	2
