N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	41
2	то есть	26	20
3	таким образом	9	19
4	у рабле	3	18
5	в этом	12	15
6	и все	4	14
7	как и	4	14
8	то же	14	13
9	все эти	9	13
10	мы уже	2	12
11	в его	13	12
12	прежде всего	8	11
13	в том	3	11
14	как мы	8	11
15	в себе	3	11
16	так и	11	10
17	все это	5	10
18	в то	14	10
19	в качестве	3	9
20	и его	14	9
21	не в	7	9
22	же время	12	9
23	но и	16	9
24	в своем	3	9
25	и от	4	8
26	по существу	3	8
27	но в	8	8
28	в них	6	7
29	вовсе не	7	7
30	в романе	21	7
31	как бы	12	7
32	в нем	30	7
33	и не	16	7
34	у него	3	6
35	все они	7	6
36	это не	6	6
37	мы видим	2	6
38	для него	3	6
39	только в	6	6
40	о том	3	6
41	к этому	2	5
42	не только	16	5
43	и к	5	5
44	на этом	2	5
45	в ней	4	5
46	как в	8	5
47	и у	2	5
48	а в	6	5
49	к нему	5	5
50	и для	4	5
51	так же	2	5
52	точки зрения	16	5
53	потому что	2	5
54	в плане	6	5
55	хотя и	2	4
56	из одного	2	4
57	но он	2	4
58	и здесь	3	4
59	том что	2	4
60	одна из	2	4
61	слов и	2	4
62	было бы	3	4
63	в сущности	13	4
64	может быть	14	4
65	он не	3	4
66	и наконец	4	4
67	должно быть	2	4
68	рядом с	4	4
69	и на	14	4
70	и с	4	4
71	ничего не	4	4
72	поэтому и	3	3
73	связанных с	4	3
74	в отношении	6	3
75	того же	6	3
76	в одном	2	3
77	и потому	4	3
78	он может	2	3
79	не должно	3	3
80	свою очередь	2	3
81	в своей	7	3
82	в свою	3	3
83	кроме того	4	3
84	при этом	6	3
85	но именно	4	3
86	из них	3	3
87	например в	2	3
88	и эта	2	3
89	о нем	4	3
90	выражение в	3	3
91	с ее	4	3
92	во всех	17	3
93	в их	4	3
94	не может	14	3
95	не было	3	3
96	мы найдем	3	3
97	в той	10	3
98	с точки	8	3
99	и по	2	3
100	той же	2	3
101	и те	2	3
102	можно было	2	3
103	с ними	3	3
104	нас в	2	3
105	не на	5	3
106	связанные с	3	3
107	его в	3	3
108	так сказать	5	3
109	так как	3	3
110	все его	4	3
111	иногда в	2	3
112	от этого	2	3
113	все свои	2	2
114	явление в	2	2
115	перед нами	4	2
116	что все	2	2
117	с его	4	2
118	все время	3	2
119	ни было	2	2
120	именно в	3	2
121	но по	2	2
122	а на	2	2
123	и др	14	2
124	никогда не	3	2
125	в этих	2	2
126	характерно что	2	2
127	и во	3	2
128	с этим	3	2
129	на самом	2	2
130	том и	2	2
131	правда не	2	2
132	и ее	3	2
133	одновременно и	2	2
134	к тому	3	2
135	интерес к	2	2
136	и оценок	3	2
137	следовательно и	3	2
138	и самая	2	2
139	в построении	2	2
140	оно и	4	2
141	более или	3	2
142	по своему	2	2
143	точка зрения	8	2
144	в большинстве	10	2
145	до конца	12	2
146	одно и	2	2
147	отношение к	7	2
148	еще не	4	2
149	того что	3	2
150	и может	3	2
151	они в	2	2
152	одного из	2	2
153	формах и	3	2
154	на всю	3	2
155	на том	2	2
156	одной из	3	2
157	они как	2	2
158	а также	2	2
159	дело не	2	2
160	оно не	6	2
161	не есть	2	2
162	остановимся на	2	2
163	в процессе	4	2
164	или менее	3	2
165	имеет дело	2	2
166	в особенности	8	2
167	в разных	3	2
168	еще более	5	2
169	и других	3	2
170	его как	2	2
171	только на	2	2
172	и глубокое	2	2
173	а не	15	2
174	уже не	2	2
175	роль в	2	2
176	мы не	2	2
177	у них	2	2
178	или в	8	2
179	и заставляет	2	2
180	в данном	3	2
181	и то	2	2
182	в результате	3	2
183	во всяком	7	2
184	ту же	4	2
185	также и	3	2
186	далеко не	5	2
187	в свое	3	2
188	большинстве случаев	6	2
189	в которой	4	2
190	с ним	7	2
191	оно было	2	2
