N	2gram	Losev_Vlad_2	FransuaR
1	и в	30	56
2	то есть	7	24
3	в его	11	18
4	таким образом	3	17
5	все эти	5	15
6	в этом	20	14
7	в том	18	13
8	так и	5	13
9	и его	6	12
10	он был	6	12
11	в то	9	12
12	в этих	4	11
13	до конца	7	11
14	как бы	5	11
15	в них	3	11
16	то же	4	11
17	же время	3	10
18	мы уже	2	10
19	и до	2	10
20	только в	6	9
21	в самом	2	9
22	но и	8	9
23	и не	18	9
24	том что	12	8
25	по своему	2	8
26	в сущности	2	8
27	не только	12	8
28	в нем	4	8
29	во всех	3	8
30	все это	5	8
31	и даже	10	8
32	и с	14	8
33	в частности	2	7
34	у него	19	7
35	как мы	11	7
36	и на	4	7
37	прежде всего	6	6
38	вовсе не	4	6
39	в этой	4	6
40	в той	2	6
41	той же	4	6
42	потому что	9	6
43	на его	4	6
44	точки зрения	7	6
45	связи с	8	6
46	и все	7	6
47	но в	8	6
48	но не	3	5
49	с его	4	5
50	никогда не	7	5
51	в отношении	3	5
52	ни с	2	5
53	как и	5	5
54	есть и	2	5
55	он не	4	5
56	мы видели	2	5
57	что в	12	5
58	не было	10	5
59	в результате	5	5
60	в области	3	5
61	не был	2	4
62	что это	4	4
63	в себе	6	4
64	и к	6	4
65	конечно не	4	4
66	наконец в	3	4
67	в ней	4	4
68	и потому	2	4
69	даже в	2	4
70	начала и	2	4
71	при этом	5	4
72	того чтобы	2	4
73	в своих	2	4
74	их в	2	4
75	о том	4	4
76	так как	5	4
77	в которой	4	4
78	но по	2	4
79	всех этих	3	3
80	казалось бы	2	3
81	с начала	2	3
82	в своем	8	3
83	так что	5	3
84	здесь в	2	3
85	кроме того	9	3
86	может быть	7	3
87	не мог	8	3
88	и о	4	3
89	а также	10	3
90	в настоящее	2	3
91	что и	3	3
92	то что	20	3
93	время в	4	3
94	в их	2	3
95	не на	2	3
96	в связи	8	3
97	что для	2	3
98	еще и	6	3
99	в году	24	3
100	мы находим	2	3
101	здесь мы	3	3
102	в те	4	3
103	уже не	3	3
104	и наконец	4	3
105	не в	9	3
106	сказать что	11	3
107	но он	3	3
108	к его	2	3
109	настоящее время	2	3
110	на эту	2	3
111	первый план	2	2
112	в виде	3	2
113	на котором	2	2
114	это не	2	2
115	уже в	3	2
116	и во	2	2
117	это в	3	2
118	к этому	6	2
119	что он	13	2
120	можно сказать	4	2
121	ни в	7	2
122	и хотя	2	2
123	и как	3	2
124	но это	4	2
125	к концу	5	2
126	совсем не	4	2
127	то время	6	2
128	для него	9	2
129	было бы	9	2
130	и сам	2	2
131	он называет	3	2
132	несмотря на	4	2
133	себе и	2	2
134	а в	11	2
135	очень много	2	2
136	хотя и	6	2
137	в котором	5	2
138	еще один	2	2
139	его жизни	6	2
140	все же	9	2
141	в своей	5	2
142	вместе с	8	2
143	был в	2	2
144	данном случае	2	2
145	или менее	3	2
146	но дело	2	2
147	так же	4	2
148	было у	2	2
149	не может	9	2
150	как к	2	2
151	того как	2	2
152	возможно что	2	2
153	а не	7	2
154	для того	2	2
155	к нему	2	2
156	и для	3	2
157	с точки	3	2
158	его в	4	2
159	мы не	2	2
160	в данном	3	2
161	и то	5	2
162	с этой	4	2
163	также и	6	2
164	и при	2	2
165	он дает	2	2
166	он и	3	2
167	был и	3	2
168	начиная с	2	2
169	что эти	2	2
170	дело в	3	2
171	те времена	3	2
172	с тем	2	2
173	с ним	5	2
174	более или	3	2
175	не могли	3	2
