N	2gram	Bakhtin_Pr_3	Tvorches
1	у достоевского	13	28
2	и в	34	21
3	как бы	27	17
4	романах достоевского	3	15
5	в то	12	15
6	в его	22	13
7	из подполья	36	13
8	то же	14	13
9	в романах	3	13
10	что в	7	12
11	как и	18	12
12	же время	12	12
13	достоевского в	3	12
14	с его	6	11
15	том что	3	11
16	все это	16	10
17	как в	4	8
18	он не	15	8
19	то что	11	8
20	у него	4	7
21	в том	3	7
22	при этом	4	7
23	не только	10	7
24	и не	29	7
25	и на	6	7
26	но в	16	7
27	он сам	5	6
28	что он	23	6
29	и все	19	6
30	в преступлении	2	6
31	не менее	3	6
32	для него	13	6
33	в котором	3	6
34	а в	5	6
35	и его	16	6
36	в этом	16	6
37	о том	2	6
38	в творчестве	3	6
39	это уже	2	5
40	отнюдь не	2	5
41	вовсе не	11	5
42	а не	9	5
43	но это	4	5
44	может быть	19	5
45	все же	7	5
46	таким образом	5	5
47	хотя бы	5	5
48	потому что	12	5
49	творчестве достоевского	5	5
50	как будто	7	5
51	только в	6	5
52	в человеке	2	4
53	в своем	2	4
54	та же	2	4
55	прежде всего	15	4
56	в мире	4	4
57	и как	3	4
58	в целом	5	4
59	достоевского это	2	4
60	один из	2	4
61	своего рода	2	4
62	в своей	3	4
63	не может	19	4
64	это не	5	4
65	самим собой	6	4
66	и от	5	4
67	для достоевского	4	4
68	в записках	3	4
69	уже в	3	3
70	самого начала	8	3
71	никогда не	8	3
72	мире достоевского	3	3
73	с другой	4	3
74	что все	4	3
75	в каждом	3	3
76	я не	7	3
77	это в	2	3
78	с ним	8	3
79	сливается с	3	3
80	говорит о	2	3
81	с ее	3	3
82	это и	2	3
83	с самого	8	3
84	что я	15	3
85	но не	4	3
86	со всеми	2	3
87	на его	4	3
88	в самом	8	3
89	той же	2	3
90	он ни	3	3
91	записках из	2	3
92	даже в	5	3
93	в нем	19	3
94	и т	8	3
95	жизни и	3	3
96	но и	12	3
97	достоевского и	3	3
98	уже не	2	3
99	записок из	3	3
100	на самом	11	3
101	это как	3	3
102	того что	5	3
103	и даже	7	3
104	так же	8	3
105	в которой	2	3
106	связан с	2	3
107	и с	15	3
108	хотя и	3	3
109	в виде	4	3
110	на протяжении	5	3
111	далеко не	3	3
112	героев достоевского	4	3
113	так как	4	3
114	я и	2	3
115	стремится к	6	3
116	такой же	3	2
117	а как	2	2
118	своего собственного	3	2
119	а что	3	2
120	однако в	2	2
121	эти слова	3	2
122	и мир	2	2
123	по крайней	3	2
124	он боится	4	2
125	в жизни	2	2
126	так вот	3	2
127	что и	5	2
128	с которым	7	2
129	крайней мере	3	2
130	надо было	2	2
131	что его	3	2
132	так что	5	2
133	не в	9	2
134	время не	2	2
135	себя но	2	2
136	то в	2	2
137	в глаза	3	2
138	ибо в	2	2
139	того же	2	2
140	было в	2	2
141	до конца	3	2
142	тот же	2	2
143	кто же	2	2
144	из них	5	2
145	к тому	5	2
146	только на	4	2
147	не могу	3	2
148	себя как	2	2
149	в одной	3	2
150	в ней	3	2
151	же и	2	2
152	к ней	2	2
153	свое лицо	3	2
154	в него	3	2
155	когда я	5	2
156	был бы	2	2
157	которого он	3	2
158	тем не	2	2
159	еще в	3	2
160	протяжении всего	4	2
161	когда он	2	2
162	вместе с	4	2
163	так и	6	2
164	в отличие	2	2
165	как к	4	2
166	и того	2	2
167	человека как	4	2
168	еще более	2	2
169	но только	2	2
170	не мог	5	2
171	самом деле	13	2
172	что не	7	2
173	и у	5	2
174	и наконец	5	2
175	и он	2	2
176	только что	3	2
177	настасьи филипповны	7	2
178	отличие от	2	2
179	отказаться от	2	2
180	где он	3	2
181	сказать что	2	2
182	но он	3	2
183	в себе	6	2
184	т п	6	2
185	не знает	6	2
186	героя и	9	2
187	переходит в	2	2
188	человека с	3	2
189	так сказать	2	2
190	что ты	5	2
191	в чем	5	2
192	не то	2	2
193	нет ни	2	2
194	в виду	3	2
