N	2gram	Bakhtin_Pr_3	Problema
1	и не	29	28
2	не только	10	24
3	только в	6	23
4	в виде	4	22
5	вовсе не	11	21
6	в том	3	20
7	и в	34	20
8	ни в	4	17
9	все эти	4	16
10	то что	11	15
11	потому что	12	15
12	было бы	2	14
13	той или	2	14
14	но и	12	14
15	точки зрения	8	14
16	или иной	2	13
17	не в	9	13
18	даже и	4	13
19	в себе	6	12
20	том что	3	12
21	прежде всего	15	11
22	по себе	3	11
23	с точки	4	11
24	как будто	7	11
25	не менее	3	10
26	тем не	2	10
27	отнюдь не	2	10
28	не является	2	10
29	так и	6	10
30	и его	16	10
31	может быть	19	9
32	все это	16	9
33	и даже	7	9
34	в этом	16	9
35	если бы	4	8
36	что он	23	8
37	таким образом	5	8
38	в той	2	8
39	во всяком	5	8
40	и все	19	8
41	но в	16	8
42	с другой	4	7
43	это не	5	7
44	еще не	4	7
45	и потому	2	7
46	то же	14	7
47	а не	9	7
48	сказать что	2	7
49	и с	15	7
50	в ней	3	7
51	хотя бы	5	7
52	всех этих	2	6
53	и без	2	6
54	и от	5	6
55	по крайней	3	6
56	так что	5	6
57	как и	18	6
58	но это	4	6
59	по своему	3	6
60	при этом	4	6
61	крайней мере	3	6
62	в виду	3	6
63	другой стороны	3	6
64	как символ	3	6
65	и вообще	2	6
66	но не	4	5
67	на самом	11	5
68	хотя и	3	5
69	в нем	19	5
70	в ее	3	5
71	да и	4	5
72	и если	2	5
73	жизни и	3	5
74	вместе с	4	5
75	как в	4	5
76	так же	8	5
77	не может	19	5
78	в них	2	5
79	так как	4	5
80	уже не	2	5
81	о том	2	5
82	уже в	3	4
83	с тем	5	4
84	у достоевского	13	4
85	в отношении	9	4
86	и для	8	4
87	и во	3	4
88	в одном	5	4
89	и ее	2	4
90	что его	3	4
91	это и	2	4
92	в своей	3	4
93	как бы	27	4
94	всяком случае	5	4
95	и т	8	4
96	во всех	2	4
97	отличается от	2	4
98	и только	2	4
99	с этим	2	4
100	а в	5	4
101	что не	7	4
102	и наконец	5	4
103	жизнь и	2	4
104	как раз	4	4
105	в то	12	4
106	с ним	8	4
107	нет ни	2	4
108	к тому	5	3
109	это уже	2	3
110	были бы	2	3
111	вообще не	2	3
112	о себе	18	3
113	если не	3	3
114	он как	4	3
115	в жизни	2	3
116	этом смысле	4	3
117	и к	12	3
118	как мы	7	3
119	для него	13	3
120	и как	3	3
121	но все	5	3
122	в начале	4	3
123	сознания и	3	3
124	себе и	5	3
125	конечно не	2	3
126	же и	2	3
127	в его	22	3
128	и этот	2	3
129	что и	5	3
130	что в	7	3
131	бы и	4	3
132	в своем	2	3
133	т д	2	3
134	не было	2	3
135	все равно	4	3
136	самом деле	13	3
137	к нему	14	3
138	с другими	4	3
139	и на	6	3
140	тем что	4	3
141	из них	5	3
142	но как	4	3
143	в другом	8	3
144	мы должны	5	3
145	того или	2	3
146	если и	2	3
147	за собой	3	2
148	этого не	3	2
149	и вдруг	4	2
150	все время	5	2
151	для его	2	2
152	однако в	2	2
153	а может	2	2
154	для этого	3	2
155	столь же	2	2
156	но так	3	2
157	в конце	5	2
158	он с	4	2
159	и говорит	2	2
160	меня в	2	2
161	для себя	6	2
162	с его	6	2
163	нет и	3	2
164	с такою	2	2
165	сама по	2	2
166	тому же	2	2
167	то в	2	2
168	что они	6	2
169	так чтобы	3	2
170	в пределах	6	2
171	тот же	2	2
172	но именно	2	2
173	со всеми	2	2
174	кажется что	2	2
175	нет в	2	2
176	что это	5	2
177	на его	4	2
178	в самом	8	2
179	за пределы	2	2
180	он не	15	2
181	к ней	2	2
182	чтобы все	2	2
183	в котором	3	2
184	все же	7	2
185	с ее	3	2
186	говорит о	2	2
187	но только	2	2
188	только на	4	2
189	и прежде	4	2
190	совсем другое	3	2
191	она в	2	2
192	и что	5	2
193	ни было	4	2
194	и он	2	2
195	только что	3	2
196	есть только	3	2
197	друг друга	2	2
198	только так	2	2
199	с ними	6	2
200	функции в	3	2
201	выходит за	2	2
202	у меня	6	2
203	говорить о	3	2
204	и то	3	2
205	за ним	2	2
206	во всем	3	2
207	далеко не	3	2
208	но этот	2	2
209	будто бы	2	2
210	его в	4	2
211	и это	4	2
212	к своему	5	2
213	в чем	5	2
214	в которой	2	2
215	того же	2	2
216	не то	2	2
217	тотчас же	4	2
218	еще более	2	2
219	в романах	3	2
220	это было	3	2
