N	2gram	Losev_Vlad_2	Istorich
1	и в	30	26
2	так же	4	18
3	то что	20	16
4	не только	12	15
5	что в	12	14
6	может быть	7	14
7	но и	8	12
8	что он	13	10
9	так и	5	10
10	таким образом	3	10
11	и его	6	10
12	что и	3	9
13	все же	9	9
14	и не	18	9
15	его в	4	9
16	так как	5	9
17	мы знаем	4	8
18	то же	4	8
19	а в	11	8
20	в этих	4	7
21	об этом	6	7
22	как и	5	7
23	он не	4	7
24	как в	3	7
25	их в	2	7
26	в этом	20	7
27	в дальнейшем	5	6
28	мы видели	2	6
29	вместе с	8	6
30	не может	9	6
31	а не	7	6
32	к нему	2	6
33	и то	5	6
34	потому что	9	6
35	как он	2	6
36	у него	19	5
37	и как	3	5
38	это не	2	5
39	точно так	3	5
40	к этому	6	5
41	но все	2	5
42	но не	3	5
43	ничего не	2	5
44	в его	11	5
45	мы уже	2	5
46	то это	4	5
47	как мы	11	5
48	и что	5	5
49	уже не	3	5
50	и по	2	5
51	не в	9	5
52	и с	14	5
53	мы должны	4	5
54	но в	8	5
55	вовсе не	4	4
56	в своей	5	4
57	даже в	2	4
58	здесь не	4	4
59	того как	2	4
60	его на	3	4
61	три года	2	4
62	и даже	10	4
63	но он	3	4
64	о том	4	4
65	из этих	3	3
66	меня не	2	3
67	на котором	2	3
68	же в	2	3
69	для нас	7	3
70	в том	18	3
71	по существу	3	3
72	том что	12	3
73	но это	4	3
74	и при	2	3
75	при этом	5	3
76	она не	2	3
77	и если	4	3
78	на его	4	3
79	как бы	5	3
80	все эти	5	3
81	а также	10	3
82	и он	4	3
83	на то	2	3
84	наряду с	2	3
85	данном случае	2	3
86	а именно	6	3
87	только тогда	2	3
88	не на	2	3
89	на земле	2	3
90	из трех	3	3
91	как это	7	3
92	те же	3	3
93	всякого рода	6	3
94	не мог	8	3
95	не имеет	2	3
96	в данном	3	3
97	связи с	8	3
98	только в	6	3
99	должен был	3	3
100	к этой	2	3
101	о чем	6	3
102	мы читаем	4	2
103	содержит в	4	2
104	уже в	3	2
105	здесь можно	2	2
106	с тем	2	2
107	не менее	7	2
108	и есть	2	2
109	мы пока	2	2
110	никогда не	7	2
111	однако в	2	2
112	его и	2	2
113	в своем	8	2
114	он же	2	2
115	и во	2	2
116	с этим	5	2
117	и все	7	2
118	этого не	2	2
119	по себе	5	2
120	же это	2	2
121	это мы	5	2
122	тем не	6	2
123	ни в	7	2
124	так что	5	2
125	что я	3	2
126	на этом	2	2
127	есть и	2	2
128	после того	2	2
129	было бы	9	2
130	почему и	2	2
131	которой он	2	2
132	такого рода	2	2
133	конечно не	4	2
134	между прочим	7	2
135	у нас	6	2
136	ему в	2	2
137	в частности	2	2
138	он уже	5	2
139	хотя и	6	2
140	еще один	2	2
141	хотя бы	3	2
142	в нем	4	2
143	не есть	4	2
144	себя в	2	2
145	в целом	4	2
146	отношение к	4	2
147	другими словами	5	2
148	все это	5	2
149	что это	4	2
150	в связи	8	2
151	и вот	3	2
152	здесь мы	3	2
153	возможно что	2	2
154	того что	5	2
155	на этот	4	2
156	к этим	2	2
157	меня и	2	2
158	тут же	2	2
159	и на	4	2
160	с этой	4	2
161	сказать что	11	2
162	в виде	3	2
163	даже и	3	2
164	в себе	6	2
165	в этой	4	2
166	при жизни	2	2
167	в области	3	2
