N	2gram	Bakhtin_Fr_8	Analitik
1	в этом	14	18
2	в частности	7	16
3	и в	56	16
4	не только	8	16
5	так и	13	15
6	как и	5	14
7	в том	13	12
8	своего рода	5	12
9	но и	9	12
10	и не	9	12
11	том что	8	12
12	в качестве	4	11
13	как бы	11	10
14	при этом	4	10
15	в эпизоде	4	10
16	а не	2	10
17	в пределах	5	9
18	и даже	8	9
19	в этой	6	9
20	то есть	24	9
21	в данном	2	8
22	и т.п	11	8
23	в себе	4	7
24	то что	3	7
25	о том	4	7
26	а также	3	7
27	с другой	2	6
28	в самом	9	6
29	в мире	2	6
30	и на	7	6
31	может быть	3	6
32	но в	6	6
33	говорит о	2	5
34	и к	4	5
35	данном случае	2	5
36	с одной	4	5
37	только не	2	4
38	в своем	3	4
39	можно сказать	2	4
40	у него	7	4
41	уже не	3	4
42	не в	3	4
43	за пределы	4	4
44	но не	5	4
45	для него	2	4
46	одной стороны	2	4
47	в сущности	8	4
48	по преимуществу	2	4
49	времени в	3	4
50	во всех	8	4
51	все это	8	4
52	как раз	2	4
53	не может	2	4
54	и его	12	4
55	то же	11	4
56	хотя и	2	4
57	точки зрения	6	4
58	только в	9	4
59	не был	4	3
60	казалось бы	3	3
61	никогда не	5	3
62	в нашем	2	3
63	прежде всего	6	3
64	что на	2	3
65	одной из	3	3
66	не мог	3	3
67	так что	3	3
68	было бы	2	3
69	и сам	2	3
70	в действительности	2	3
71	несмотря на	2	3
72	на его	6	3
73	ни о	2	3
74	в центре	2	3
75	в речи	2	3
76	той или	2	3
77	на две	2	3
78	что и	3	3
79	из них	2	3
80	в первой	3	3
81	в их	3	3
82	только на	2	3
83	если бы	2	3
84	а в	2	3
85	как мы	7	3
86	и то	2	3
87	в результате	5	3
88	и т.д	3	3
89	романа в	2	3
90	бы в	3	3
91	в эту	2	3
92	и все	6	3
93	в одном	2	2
94	что все	4	2
95	к этому	2	2
96	вовсе не	6	2
97	его как	2	2
98	он был	12	2
99	в борьбе	2	2
100	же время	10	2
101	что в	5	2
102	так например	2	2
103	с их	2	2
104	еще не	10	2
105	в своей	2	2
106	ни с	5	2
107	в таких	3	2
108	в котором	2	2
109	даже в	4	2
110	в речевом	2	2
111	один из	5	2
112	с ее	5	2
113	картины мира	2	2
114	и их	8	2
115	вместе с	2	2
116	дело не	2	2
117	что она	2	2
118	другой стороны	2	2
119	языка и	6	2
120	таким образом	17	2
121	здесь в	3	2
122	той же	6	2
123	на котором	2	2
124	в значительной	2	2
125	и для	2	2
126	с точки	2	2
127	так же	2	2
128	роль в	5	2
129	и до	10	2
130	между тем	3	2
131	речи и	3	2
132	и во	2	2
133	персонажей в	2	2
134	он не	5	2
135	он и	2	2
136	к его	3	2
137	о себе	2	2
138	в то	12	2
139	в его	18	2
140	его в	2	2
141	в этих	11	2
142	сказать что	3	2
143	с ним	2	2
144	грань между	2	2
