N	2gram	Tiupa_Anal_3	Myslijsy
1	то есть	10	34
2	в слове	5	32
3	в том	9	32
4	и в	18	30
5	может быть	9	28
6	то же	3	23
7	не только	22	21
8	только в	2	21
9	но и	13	19
10	том что	12	18
11	то что	2	18
12	что в	9	17
13	не есть	4	17
14	по себе	4	16
15	в себе	2	16
16	не в	6	15
17	и не	12	15
18	а не	9	15
19	таким образом	4	14
20	что и	5	13
21	вместе с	2	12
22	а в	10	12
23	этого слова	2	11
24	так и	14	11
25	как и	14	10
26	как в	3	10
27	в этом	14	10
28	в то	3	10
29	из этих	3	9
30	для него	6	9
31	было бы	3	9
32	в нем	2	9
33	мы не	3	9
34	между тем	5	9
35	в самом	5	8
36	в ней	2	8
37	что не	3	8
38	что мы	2	8
39	и без	3	7
40	с другой	7	7
41	к тому	6	7
42	с тем	2	7
43	но не	7	7
44	есть не	2	7
45	с одной	2	7
46	тем самым	4	7
47	тем что	2	7
48	что он	4	6
49	с этим	3	6
50	например в	2	6
51	те же	2	6
52	указывает на	3	6
53	не может	2	6
54	уже не	5	6
55	уже в	3	5
56	в них	2	5
57	по крайней	4	5
58	и как	4	5
59	же время	3	5
60	в своем	4	5
61	очевидно что	2	5
62	еще не	6	5
63	мысль о	3	5
64	крайней мере	4	5
65	отношению к	7	5
66	не менее	4	5
67	по отношению	7	5
68	тому как	2	5
69	сказать что	2	5
70	столь же	4	4
71	и от	2	4
72	одной и	2	4
73	все это	3	4
74	произведении искусства	2	4
75	в его	7	4
76	один из	2	4
77	другой стороны	5	4
78	а и	4	4
79	и его	13	4
80	он не	6	4
81	не было	3	4
82	и по	2	4
83	по поводу	3	4
84	далеко не	4	4
85	и потому	2	4
86	могут быть	2	3
87	прежде всего	5	3
88	и все	2	3
89	к этому	3	3
90	связь с	2	3
91	я и	3	3
92	тем не	2	3
93	именно в	3	3
94	состоит не	2	3
95	не будет	3	3
96	свою очередь	4	3
97	мы можем	2	3
98	в свою	5	3
99	можно сказать	4	3
100	одной стороны	2	3
101	при этом	11	3
102	к содержанию	3	3
103	что она	2	3
104	как бы	10	3
105	в целом	3	3
106	со стороны	9	3
107	в каждом	3	3
108	и на	4	3
109	в искусстве	2	3
110	говорить о	3	3
111	в начале	6	3
112	его в	3	3
113	в первом	2	3
114	в произведении	3	3
115	ответ на	3	3
116	там где	2	3
117	только не	3	2
118	перед нами	4	2
119	об этом	2	2
120	со своей	8	2
121	не столько	3	2
122	не как	2	2
123	в одном	4	2
124	с нею	2	2
125	нам кажется	2	2
126	не всегда	3	2
127	сама по	2	2
128	в ее	3	2
129	в этой	6	2
130	что они	3	2
131	по своему	2	2
132	но как	3	2
133	могла бы	2	2
134	несмотря на	2	2
135	на его	2	2
136	не могла	2	2
137	и той	2	2
138	в свое	2	2
139	даже в	2	2
140	в новом	2	2
141	все же	4	2
142	же в	2	2
143	в их	6	2
144	в форме	2	2
145	так в	3	2
146	входит в	2	2
147	тогда как	20	2
148	и каждое	2	2
149	этом отношении	3	2
150	это и	2	2
151	самом деле	2	2
152	и даже	8	2
153	той же	5	2
154	что по	4	2
155	точки зрения	3	2
156	подобно тому	3	2
157	а напротив	2	2
158	указание на	2	2
159	о том	6	2
160	так сказать	2	2
161	когда мы	2	2
162	и следует	2	2
