N	2gram	Tiupa_Disk_1	Dialekti
1	не есть	2	40
2	и не	11	30
3	по себе	3	25
4	и в	16	18
5	может быть	17	17
6	точки зрения	3	17
7	в нем	9	16
8	и есть	2	16
9	а не	22	14
10	потому что	4	14
11	что в	4	13
12	то что	5	13
13	не только	28	13
14	и даже	3	13
15	и что	2	12
16	в этом	15	12
17	не может	9	12
18	что он	4	11
19	как бы	5	11
20	в себе	7	11
21	прежде всего	11	10
22	то же	7	10
23	сказать что	3	10
24	никогда не	2	9
25	отнюдь не	8	9
26	это не	3	9
27	в том	23	9
28	так и	8	9
29	том что	19	9
30	и как	6	7
31	но и	14	7
32	что не	4	7
33	также и	3	7
34	той или	3	7
35	с другой	10	6
36	можно сказать	5	6
37	хотя бы	3	6
38	не было	7	6
39	не в	7	6
40	в то	3	6
41	но в	8	6
42	в своем	6	5
43	в противоположность	2	5
44	себе не	3	5
45	не с	3	5
46	все же	3	5
47	отношение к	4	5
48	в особенности	4	5
49	и он	2	5
50	а в	5	5
51	в виду	2	5
52	по крайней	2	4
53	к тому	5	4
54	во всяком	2	4
55	об этом	2	4
56	крайней мере	2	4
57	но не	11	4
58	же время	4	4
59	хотя и	2	4
60	в котором	5	4
61	другой стороны	3	4
62	может и	2	4
63	как мы	2	4
64	и вообще	2	4
65	о том	8	4
66	в них	4	3
67	стороны и	2	3
68	не является	4	3
69	или иной	5	3
70	что и	3	3
71	более или	2	3
72	и о	4	3
73	в его	7	3
74	и потому	3	3
75	один из	3	3
76	отношения к	2	3
77	указывает на	2	3
78	или менее	2	3
79	что же	2	3
80	мысли и	2	3
81	в их	5	3
82	в самом	3	3
83	в науке	2	3
84	в данном	5	3
85	в основе	7	3
86	могут быть	4	3
87	только в	7	3
88	и все	2	3
89	ни к	6	2
90	на этом	2	2
91	не менее	2	2
92	но они	2	2
93	того что	3	2
94	по мере	2	2
95	именно в	3	2
96	а о	2	2
97	в частности	9	2
98	человеческого сознания	3	2
99	в качестве	34	2
100	как в	10	2
101	не как	4	2
102	точка зрения	2	2
103	для своего	2	2
104	в каждом	2	2
105	к этому	2	2
106	как и	16	2
107	мифа как	2	2
108	чем он	2	2
109	тому же	5	2
110	здесь в	2	2
111	для него	4	2
112	еще не	14	2
113	одной стороны	9	2
114	о чем	2	2
115	к ним	3	2
116	как не	3	2
117	из них	3	2
118	в своей	5	2
119	дело не	2	2
120	со стороны	7	2
121	что даже	2	2
122	с этим	3	2
123	а с	5	2
124	с одной	9	2
125	мы имеем	2	2
126	в эпоху	5	2
127	уже не	4	2
128	отличается от	2	2
129	или на	3	2
130	что касается	2	2
131	в которых	4	2
132	но как	2	2
133	он всегда	2	2
134	в другом	2	2
135	могла бы	2	2
136	заметить что	2	2
137	это было	2	2
