N	2gram	Bakhtin_sl_1	KulturaY
1	и т	28	33
2	в том	3	30
3	и в	41	24
4	потому что	2	23
5	том что	2	21
6	т п	23	18
7	для того	2	16
8	было бы	3	15
9	т д	5	14
10	в этом	12	14
11	точки зрения	16	14
12	может быть	14	13
13	языка в	16	12
14	все же	7	12
15	таким образом	9	12
16	в его	13	12
17	и не	16	12
18	не в	7	11
19	только в	6	11
20	вовсе не	7	10
21	в самом	5	10
22	у нас	2	10
23	не только	16	10
24	хотя бы	3	10
25	прежде всего	8	9
26	язык как	3	9
27	того что	3	9
28	с точки	8	9
29	о том	3	9
30	так как	3	9
31	языка и	12	8
32	в языке	5	8
33	то же	14	8
34	уже не	2	8
35	а не	15	8
36	как раз	2	8
37	в них	6	7
38	с другой	5	7
39	связи с	2	7
40	в качестве	3	7
41	как бы	12	7
42	не может	14	7
43	это не	6	7
44	так и	11	7
45	именно в	3	6
46	зависимости от	3	6
47	при этом	6	6
48	в ней	4	6
49	но и	16	6
50	все это	5	6
51	другой стороны	4	6
52	можно было	2	6
53	все эти	9	6
54	в которой	4	6
55	в зависимости	3	5
56	к тому	3	5
57	языка как	4	5
58	но не	2	5
59	еще не	4	5
60	например в	2	5
61	всяком случае	5	5
62	язык в	4	5
63	в той	10	5
64	к языку	3	5
65	а в	6	5
66	и его	14	5
67	рядом с	4	5
68	в результате	3	5
69	во всяком	7	5
70	между тем	2	5
71	так сказать	5	5
72	с ним	7	5
73	и с	4	5
74	с его	4	4
75	в частности	2	4
76	в этих	2	4
77	и потому	4	4
78	в нем	30	4
79	по существу	3	4
80	что они	2	4
81	того же	6	4
82	языка это	2	4
83	в пределах	14	4
84	из них	3	4
85	на язык	2	4
86	речи в	4	4
87	один из	4	4
88	не есть	2	4
89	в целом	2	4
90	сих пор	2	4
91	до сих	2	4
92	как в	8	4
93	не на	5	4
94	с этим	3	4
95	так что	2	4
96	речь в	2	4
97	так же	2	4
98	роль в	2	4
99	с ними	3	4
100	и на	14	4
101	в данном	3	4
102	из этих	3	4
103	того или	2	4
104	слова и	13	4
105	там где	4	4
106	нисколько не	2	3
107	свой язык	3	3
108	в духе	2	3
109	из одного	2	3
110	или иного	2	3
111	или иной	9	3
112	можно сказать	2	3
113	в первом	3	3
114	язык это	3	3
115	свою очередь	2	3
116	в свою	3	3
117	и может	3	3
118	в сущности	13	3
119	на том	2	3
120	слова как	6	3
121	и эти	2	3
122	в котором	2	3
123	в истории	3	3
124	даже в	2	3
125	оно не	6	3
126	не с	2	3
127	на его	8	3
128	или менее	3	3
129	тому что	2	3
130	в своем	3	3
131	в особенности	8	3
132	а с	2	3
133	не было	3	3
134	в их	4	3
135	более или	3	3
136	и даже	6	3
137	должно быть	2	3
138	той же	2	3
139	и здесь	3	3
140	языку как	4	3
141	и то	2	3
142	хотя и	2	3
143	в себе	3	3
144	здесь не	2	3
145	в одном	2	3
146	том и	2	2
147	для них	2	2
148	никогда не	3	2
149	свой предмет	2	2
150	с этой	3	2
151	не является	2	2
152	и все	4	2
153	что все	2	2
154	в каждом	4	2
155	на самом	2	2
156	не могут	3	2
157	вместе со	2	2
158	если мы	2	2
159	в смысле	4	2
160	к своему	6	2
161	в то	14	2
162	для нас	2	2
163	этом случае	2	2
164	как и	4	2
165	самого языка	2	2
166	лишь как	3	2
167	а на	2	2
168	в большинстве	10	2
169	же время	12	2
170	слов о	2	2
171	языка то	2	2
172	конечно не	3	2
173	в своей	7	2
174	по преимуществу	4	2
175	одним из	4	2
176	том же	4	2
177	же и	2	2
178	в контексте	2	2
179	в свое	3	2
180	о нем	4	2
181	был бы	2	2
182	эти категории	2	2
183	и тем	2	2
184	дело не	2	2
185	бы и	3	2
186	он не	3	2
187	и для	4	2
188	в разных	3	2
189	в слове	7	2
190	лишь в	4	2
191	между ними	2	2
192	языка на	3	2
193	или в	8	2
194	по своим	6	2
195	также и	3	2
196	от этого	2	2
197	до конца	12	2
198	ничего не	4	2
199	с языком	2	2
200	но в	8	2
201	в определенных	2	2
