N	2gram	Vygotskiy__4	FransuaR
1	и в	33	40
2	то есть	13	18
3	и его	5	17
4	прежде всего	2	16
5	в этом	28	15
6	мы уже	5	13
7	не только	7	13
8	и не	13	13
9	в его	10	13
10	что в	21	12
11	вовсе не	5	12
12	как и	5	11
13	но и	3	11
14	таким образом	13	10
15	как мы	4	10
16	в них	2	9
17	и все	12	9
18	в сущности	6	9
19	может быть	22	9
20	он не	11	9
21	во время	6	8
22	в том	21	8
23	и до	3	8
24	у него	6	8
25	все эти	6	8
26	и с	2	8
27	той же	4	8
28	и на	5	8
29	но в	2	8
30	в своем	7	7
31	в одном	3	7
32	то же	9	7
33	в виду	2	7
34	к этому	4	6
35	же время	2	6
36	в самом	12	6
37	во всех	2	6
38	в своей	4	6
39	связь с	5	6
40	и других	4	6
41	в той	3	6
42	связи с	2	6
43	в то	3	6
44	до конца	7	6
45	он говорит	3	6
46	мы видим	6	5
47	как раз	9	5
48	в нем	7	5
49	то что	44	5
50	не было	3	5
51	те же	2	5
52	а не	6	5
53	и для	3	5
54	в основе	3	5
55	в своих	3	5
56	у нас	4	4
57	том что	22	4
58	здесь в	3	4
59	до сих	3	4
60	было бы	12	4
61	в ней	6	4
62	из них	4	4
63	и потому	2	4
64	даже в	2	4
65	ни в	3	4
66	один из	2	4
67	в мире	3	4
68	жизни и	4	4
69	сих пор	3	4
70	в их	2	4
71	все это	13	4
72	о том	20	4
73	и о	4	4
74	того чтобы	22	4
75	также и	2	4
76	и здесь	3	4
77	за этим	3	4
78	так как	12	4
79	с его	2	3
80	всех этих	3	3
81	если бы	10	3
82	в частности	4	3
83	и от	2	3
84	для понимания	2	3
85	и к	2	3
86	об этом	4	3
87	в ее	2	3
88	в этой	9	3
89	для этого	8	3
90	одна из	4	3
91	и есть	4	3
92	никак не	6	3
93	как бы	25	3
94	о нем	4	3
95	и наконец	2	3
96	что и	3	3
97	вместе с	8	3
98	во все	3	3
99	так и	3	3
100	как в	3	3
101	во всей	3	3
102	не может	10	3
103	а в	4	3
104	на самом	6	3
105	самом деле	12	3
106	слово в	2	3
107	для того	23	3
108	к этой	3	3
109	и как	5	3
110	но все	2	3
111	можно было	4	3
112	сказать что	13	3
113	тем что	3	3
114	при этом	2	3
115	одно из	2	3
116	в себе	6	3
117	во всем	2	3
118	только в	4	3
119	не понимает	2	3
120	в конце	8	3
121	их в	3	3
122	уже в	2	2
123	времени и	2	2
124	не был	2	2
125	и этот	3	2
126	хотя бы	2	2
127	с другой	2	2
128	это не	6	2
129	и так	4	2
130	из этих	2	2
131	больше чем	2	2
132	это в	4	2
133	какой бы	3	2
134	образом в	2	2
135	что он	20	2
136	и вот	6	2
137	можно сказать	2	2
138	мы знаем	2	2
139	все же	5	2
140	это и	5	2
141	даны в	4	2
142	на этом	3	2
143	но не	3	2
144	мы увидим	2	2
145	конечно не	3	2
146	и если	9	2
147	например в	3	2
148	и той	2	2
149	из этого	5	2
150	думать что	2	2
151	ни одной	3	2
152	в котором	2	2
153	слова и	4	2
154	раз в	7	2
155	в целом	5	2
156	вот как	3	2
157	в нашей	2	2
158	при анализе	2	2
159	именно в	2	2
160	одной и	2	2
161	из этой	3	2
162	здесь мы	3	2
163	что для	5	2
164	эпизод с	3	2
165	потому что	24	2
166	материал и	2	2
167	с этим	5	2
168	но он	6	2
169	точки зрения	6	2
170	и ее	2	2
171	все то	12	2
172	далеко не	3	2
173	этого слова	3	2
174	как он	5	2
175	и это	5	2
176	на тему	2	2
177	в которой	4	2
178	мы не	5	2
