N	2gram	Losev_Dial_4	KFilosof
1	может быть	17	43
2	в его	4	39
3	в нем	5	31
4	не может	11	27
5	и не	30	26
6	и в	15	22
7	в котором	2	21
8	в себе	8	21
9	для меня	2	20
10	не есть	40	19
11	в ее	2	17
12	а не	18	17
13	и его	7	17
14	только в	7	16
15	точки зрения	14	13
16	в этом	11	13
17	ни в	8	12
18	и это	8	12
19	все эти	3	11
20	в своей	3	11
21	не в	8	11
22	в своем	5	10
23	это не	12	10
24	все это	9	10
25	от себя	2	10
26	во всех	2	10
27	с точки	9	10
28	и есть	19	9
29	но и	4	9
30	в их	3	9
31	как бы	14	9
32	и все	11	9
33	бытия и	4	9
34	для нее	2	9
35	и для	5	9
36	не было	2	8
37	лишь в	2	8
38	если бы	6	8
39	было бы	9	8
40	жизни и	4	8
41	со стороны	3	8
42	во всем	2	7
43	вовсе не	6	7
44	конечно не	2	7
45	что и	6	7
46	то что	16	7
47	себя в	2	7
48	в себя	5	7
49	я не	5	6
50	в смысле	5	6
51	в том	11	6
52	но это	4	6
53	смысл и	3	6
54	и только	2	6
55	отнюдь не	4	6
56	этот момент	3	6
57	совершенно не	3	6
58	и их	2	6
59	не значит	2	6
60	уже не	9	6
61	никогда не	2	5
62	хотя бы	4	5
63	то же	9	5
64	его как	2	5
65	но все	2	5
66	именно в	5	5
67	не имеет	14	5
68	должно быть	2	5
69	в основе	10	5
70	но как	2	5
71	с ним	3	5
72	но в	3	5
73	как и	7	5
74	что я	5	5
75	я могу	2	5
76	не только	8	5
77	все же	2	5
78	мы имеем	5	5
79	что в	7	4
80	время и	2	4
81	при этом	2	4
82	бытия но	3	4
83	не по	2	4
84	с ними	4	4
85	в одном	4	4
86	нисколько не	2	4
87	не как	4	4
88	быть в	5	4
89	том что	10	4
90	о нем	2	4
91	во всей	2	4
92	тем самым	3	4
93	в каком	5	4
94	познания и	2	4
95	в чем	8	4
96	бы и	3	3
97	должна быть	7	3
98	что это	13	3
99	не менее	2	3
100	лишь как	4	3
101	в данный	2	3
102	в свою	3	3
103	не дает	2	3
104	и пр	9	3
105	в виду	9	3
106	себе и	2	3
107	был бы	2	3
108	не имеем	2	3
109	и тем	6	3
110	от того	2	3
111	того что	13	3
112	поскольку он	2	3
113	и на	5	3
114	в ней	5	3
115	в то	6	3
116	того или	2	3
117	о том	5	3
118	и ни	2	3
119	мы не	9	3
120	сознания и	3	3
121	тогда когда	5	3
122	этом смысле	4	3
123	ясно что	11	3
124	данный момент	2	3
125	от него	3	3
126	еще не	4	3
127	нет и	2	3
128	быть и	3	3
129	бы не	2	3
130	может дать	2	3
131	для того	5	3
132	что не	3	3
133	что этот	2	3
134	тем что	2	3
135	могут быть	3	3
136	и жизни	2	3
137	ничего не	17	3
138	смысла и	3	2
139	или иное	3	2
140	то ни	4	2
141	та же	3	2
142	я уже	3	2
143	прежде всего	11	2
144	вопрос о	2	2
145	тем не	2	2
146	и как	4	2
147	это есть	13	2
148	на нем	2	2
149	же время	6	2
150	и само	2	2
151	и мы	7	2
152	но для	2	2
153	не о	4	2
154	себя и	3	2
155	своей истории	2	2
156	по себе	13	2
157	для этого	2	2
158	что есть	2	2
159	быть не	2	2
160	потому что	10	2
161	той или	4	2
162	говорить о	11	2
163	общего не	2	2
164	а это	2	2
165	весь мир	2	2
166	себя как	3	2
167	а как	2	2
168	с его	5	2
169	и то	3	2
170	с тем	4	2
171	что эта	2	2
172	в жизни	5	2
173	к этому	3	2
174	думать что	2	2
175	что он	7	2
176	при условии	2	2
177	будет ли	3	2
178	не будет	2	2
179	в качестве	2	2
180	не нужно	2	2
181	и может	2	2
182	ни одна	2	2
183	и когда	2	2
184	и потому	3	2
185	оно не	2	2
186	можно и	2	2
187	бытии и	3	2
188	и именно	2	2
189	так и	5	2
190	как в	3	2
191	чего не	3	2
192	в виде	3	2
193	это и	9	2
194	того чтобы	5	2
195	то или	3	2
196	жизнь и	2	2
197	в данном	3	2
198	и та	3	2
199	от этого	3	2
200	всей его	2	2
201	в этой	4	2
202	ничего общего	4	2
203	отношении к	2	2
204	едва ли	3	2
205	в области	3	2
