N	2gram	Nazirov_Tv_1	Istorich
1	и в	21	28
2	может быть	5	25
3	и т	3	25
4	не может	4	15
5	а не	5	15
6	никогда не	3	14
7	что в	12	12
8	то же	13	12
9	не только	7	12
10	только в	5	11
11	что он	6	10
12	все же	5	10
13	прежде всего	4	10
14	но и	3	10
15	в том	7	9
16	о том	6	9
17	то что	8	9
18	и не	7	9
19	не в	2	9
20	так и	2	9
21	таким образом	5	8
22	в этом	6	8
23	но в	7	8
24	в этих	2	7
25	это не	4	7
26	том что	11	7
27	здесь мы	2	7
28	в ней	2	7
29	а в	6	7
30	так же	3	7
31	с другой	3	6
32	не менее	6	6
33	к тому	2	6
34	тем не	2	6
35	вслед за	2	6
36	что и	2	6
37	когда он	2	6
38	в этой	5	6
39	так как	3	6
40	вместе с	2	6
41	не знает	2	5
42	в дальнейшем	3	5
43	но не	3	5
44	в качестве	2	5
45	что она	2	5
46	ее в	3	5
47	дело не	3	5
48	в своем	4	5
49	или в	2	5
50	сказать что	2	5
51	в его	13	5
52	все это	10	4
53	и другие	3	4
54	об этом	2	4
55	так что	2	4
56	но это	5	4
57	представляет собой	3	4
58	даже в	3	4
59	один из	4	4
60	как и	12	4
61	того что	3	4
62	и даже	3	4
63	хотя бы	5	4
64	и с	3	4
65	и на	7	4
66	потому что	5	4
67	в основе	2	4
68	могут быть	2	4
69	как будто	5	4
70	не то	2	4
71	я не	3	3
72	точно так	2	3
73	перед нами	2	3
74	в книге	3	3
75	именно в	2	3
76	при этом	7	3
77	представлений о	2	3
78	следовало бы	2	3
79	в котором	6	3
80	и по	3	3
81	из них	2	3
82	в их	3	3
83	уже не	3	3
84	и его	6	3
85	и он	2	3
86	в то	15	3
87	на эту	4	3
88	дело в	3	3
89	не существует	3	2
90	зависит от	2	2
91	самого начала	3	2
92	это время	2	2
93	отличие от	2	2
94	в частности	2	2
95	к этому	2	2
96	не означает	2	2
97	и от	4	2
98	вовсе не	5	2
99	его как	2	2
100	а затем	2	2
101	живет в	2	2
102	с самого	3	2
103	и как	4	2
104	из всех	4	2
105	одна из	2	2
106	для него	6	2
107	тот же	2	2
108	мысль о	2	2
109	что не	2	2
110	одной из	4	2
111	за то	2	2
112	с ним	3	2
113	не по	3	2
114	и когда	2	2
115	но если	3	2
116	как бы	17	2
117	еще в	2	2
118	был бы	2	2
119	и тем	2	2
120	в нем	3	2
121	говорит о	3	2
122	в целом	4	2
123	в русской	5	2
124	как в	8	2
125	в ту	3	2
126	во всей	2	2
127	в отличие	2	2
128	он не	8	2
129	в виде	3	2
130	там же	3	2
131	приводит к	2	2
132	не так	3	2
133	одним из	4	2
134	отказаться от	2	2
135	а по	2	2
136	однако в	2	2
137	xix века	6	2
138	в основном	4	2
139	в себе	2	2
140	в конечном	4	2
141	прошлого и	2	2
142	при помощи	2	2
143	ведет к	2	2
144	тут и	3	2
