N	2gram	Potebnia_M_4	Problemy
1	и в	23	34
2	и не	18	29
3	как бы	5	27
4	что он	4	23
5	в его	5	22
6	может быть	26	19
7	в нем	7	19
8	не может	11	19
9	и все	4	19
10	как и	14	18
11	но в	8	16
12	все это	5	16
13	и его	2	16
14	в этом	23	16
15	и с	4	15
16	что я	11	15
17	он не	2	15
18	то же	14	14
19	к нему	5	14
20	самом деле	3	13
21	для него	5	13
22	человека из	2	13
23	но и	11	12
24	же время	3	12
25	и к	6	12
26	потому что	33	12
27	в то	4	12
28	вовсе не	7	11
29	в сущности	2	11
30	то что	29	11
31	на самом	3	11
32	не только	10	10
33	слова и	5	10
34	не в	11	9
35	а не	12	9
36	самого начала	2	8
37	никогда не	3	8
38	в самом	3	8
39	и т	7	8
40	так же	4	8
41	точки зрения	4	8
42	с ним	5	8
43	что же	5	8
44	и для	2	8
45	слова в	3	7
46	я не	2	7
47	что в	17	7
48	и даже	2	7
49	этого слова	7	7
50	с которым	2	7
51	как мы	2	7
52	что не	6	7
53	там где	3	7
54	отношение к	2	6
55	стремится к	2	6
56	что у	3	6
57	и на	3	6
58	с ними	3	6
59	слово с	6	6
60	от него	2	6
61	мы уже	3	6
62	отношению к	8	6
63	так и	6	6
64	т п	4	6
65	в себе	14	6
66	только в	15	6
67	что это	7	5
68	это не	7	5
69	к тому	3	5
70	так что	5	5
71	и что	7	5
72	того что	14	5
73	всяком случае	3	5
74	по отношению	10	5
75	таким образом	24	5
76	лишь в	3	5
77	а в	5	5
78	и так	3	5
79	мы должны	2	5
80	когда я	7	5
81	с тем	7	5
82	это слово	4	5
83	в одном	4	5
84	даже в	2	5
85	что и	7	5
86	и у	2	5
87	хотя бы	4	5
88	в слове	22	5
89	во всяком	5	5
90	на вопрос	4	4
91	ни был	3	4
92	с другой	2	4
93	что все	4	4
94	да и	4	4
95	но это	3	4
96	при этом	15	4
97	на его	3	4
98	все эти	3	4
99	даже и	3	4
100	его в	4	4
101	так как	14	4
102	если бы	13	4
103	еще не	3	4
104	бы и	5	4
105	как в	7	4
106	только на	4	4
107	и прежде	2	4
108	все равно	3	4
109	в мире	2	4
110	с точки	3	4
111	с другими	4	4
112	собою и	2	4
113	тем что	10	4
114	в виде	2	4
115	я в	2	4
116	и это	2	4
117	вместе с	6	4
118	не менее	5	3
119	уже в	5	3
120	но так	2	3
121	он все	2	3
122	в каждом	3	3
123	его к	2	3
124	в том	23	3
125	что его	2	3
126	хотя и	5	3
127	в виду	3	3
128	в котором	4	3
129	есть только	5	3
130	к одному	3	3
131	должно быть	5	3
132	слова с	3	3
133	их в	3	3
134	в ней	2	3
135	говорить о	5	3
136	большинстве случаев	2	3
137	бы в	2	3
138	а что	2	3
139	не как	2	3
140	по крайней	5	3
141	по себе	11	3
142	в ее	2	3
143	том что	12	3
144	по своему	2	3
145	между тем	9	3
146	со словом	3	3
147	не могу	2	3
148	крайней мере	5	3
149	только что	3	3
150	и как	2	3
151	слов в	4	3
152	и то	5	3
153	а между	4	3
154	это было	2	3
155	не было	12	2
156	тому что	2	2
157	столь же	2	2
158	вопрос о	2	2
159	этом случае	5	2
160	тем не	4	2
161	было и	2	2
162	мы и	2	2
163	в большинстве	2	2
164	было в	3	2
165	и если	3	2
166	в другой	2	2
167	например в	3	2
168	к слову	3	2
169	что такое	7	2
170	к другим	2	2
171	один из	2	2
172	и мысли	2	2
173	друг друга	2	2
174	по которому	3	2
175	в своем	8	2
176	и только	3	2
177	т д	3	2
178	те же	3	2
179	в которых	3	2
180	с этим	7	2
181	на который	2	2
182	что даже	2	2
183	о том	8	2
184	на нее	3	2
185	сказать что	8	2
186	слово в	4	2
187	как она	2	2
188	бы они	2	2
189	признать что	2	2
190	во время	2	2
191	а как	2	2
192	можно лишь	2	2
193	мысли о	2	2
194	а может	2	2
195	в них	3	2
196	не с	2	2
197	мысль что	3	2
198	то в	3	2
199	и слова	2	2
200	тот же	2	2
201	было бы	8	2
202	если б	4	2
203	конечно не	2	2
204	к ней	2	2
205	и потому	10	2
206	слова не	3	2
207	быть и	2	2
208	находится в	5	2
209	так в	3	2
210	бы не	3	2
211	еще более	2	2
212	в той	4	2
213	уже не	3	2
214	что значит	2	2
215	в которой	6	2
216	той же	3	2
217	и без	2	2
218	тому как	2	2
219	не то	5	2
220	подобно тому	2	2
221	за ним	2	2
222	и вообще	2	2
223	так сказать	5	2
224	еще до	3	2
225	если и	2	2
