N	2gram	Bakhtin_Pr_2	StatiiOP
1	и в	45	25
2	в этом	20	24
3	в том	8	20
4	что в	6	19
5	что он	7	19
6	может быть	18	19
7	тем что	2	19
8	том что	7	15
9	и пр	2	13
10	в его	22	12
11	то что	5	12
12	не только	16	12
13	в этих	4	11
14	так что	2	11
15	прежде всего	11	10
16	таким образом	11	10
17	и не	42	10
18	у него	6	9
19	но и	15	9
20	все это	5	8
21	в своих	4	8
22	о том	3	8
23	это было	2	8
24	это не	3	7
25	было бы	4	7
26	не может	24	7
27	точки зрения	19	7
28	в то	5	7
29	в конце	4	6
30	не в	8	6
31	только в	9	6
32	как бы	15	6
33	как в	4	6
34	как на	2	6
35	а в	3	6
36	и на	7	6
37	в русской	2	6
38	в области	2	6
39	то же	5	5
40	в них	4	5
41	потому что	8	5
42	на то	2	5
43	ни в	2	5
44	об этом	3	5
45	в котором	7	5
46	на почве	4	5
47	а не	10	5
48	того что	3	5
49	он не	9	5
50	отметить что	2	5
51	так и	3	5
52	мы имеем	2	5
53	но в	6	5
54	этом отношении	2	4
55	и др	4	4
56	точка зрения	7	4
57	по крайней	2	4
58	в жизни	3	4
59	в каждом	4	4
60	этом смысле	5	4
61	была бы	3	4
62	а как	4	4
63	в смысле	2	4
64	крайней мере	2	4
65	у нас	2	4
66	как и	14	4
67	мы видим	2	4
68	но это	2	4
69	в начале	2	4
70	на протяжении	3	4
71	можно сказать	2	4
72	если бы	2	4
73	например в	2	4
74	и к	2	4
75	на его	5	4
76	он говорит	2	4
77	в ней	7	4
78	относится к	2	4
79	в своей	6	4
80	в целом	5	4
81	отношение к	8	4
82	связь с	2	4
83	в особенности	2	4
84	не было	2	4
85	лишь в	2	4
86	из которых	2	4
87	с точки	9	4
88	в чем	2	4
89	к нему	11	4
90	и для	2	4
91	и с	7	4
92	сказать что	5	4
93	все же	4	4
94	в которой	2	4
95	ничего не	3	4
96	что все	3	3
97	уже в	4	3
98	с его	8	3
99	и более	2	3
100	все они	4	3
101	к этому	4	3
102	же время	3	3
103	и здесь	2	3
104	для него	9	3
105	и что	2	3
106	до конца	7	3
107	конце концов	3	3
108	все эти	4	3
109	не является	3	3
110	в некоторых	2	3
111	подчеркнуть что	3	3
112	со стороны	4	3
113	в словах	2	3
114	в их	4	3
115	как раз	6	3
116	уже не	6	3
117	не так	2	3
118	и его	8	3
119	что для	2	3
120	в рассказе	3	3
121	связан с	2	3
122	так как	5	3
123	я и	3	3
124	а с	3	2
125	сам он	2	2
126	не был	2	2
127	все время	3	2
128	за себя	2	2
129	не менее	2	2
130	никогда не	17	2
131	себя и	2	2
132	он может	2	2
133	для этого	3	2
134	точку зрения	5	2
135	и у	2	2
136	что у	4	2
137	в одной	5	2
138	вовсе не	7	2
139	и ее	7	2
140	или иной	3	2
141	от них	2	2
142	как мы	8	2
143	им в	4	2
144	не как	6	2
145	но все	4	2
146	х годов	2	2
147	что они	3	2
148	так чтобы	2	2
149	есть в	8	2
150	что если	3	2
151	но не	6	2
152	формы в	2	2
153	до сих	2	2
154	еще не	9	2
155	одной из	2	2
156	в самом	13	2
157	в сущности	7	2
158	во всех	4	2
159	одна из	3	2
160	не совсем	2	2
161	которую он	3	2
162	в уста	3	2
163	в виду	2	2
164	нет и	3	2
165	вступают в	2	2
166	один из	2	2
167	здесь нет	2	2
168	в развитии	2	2
169	сих пор	2	2
170	ее в	2	2
171	в форме	2	2
172	только что	2	2
173	не на	4	2
174	с ее	3	2
175	и других	3	2
176	от того	2	2
177	а потому	2	2
178	в произведениях	3	2
179	этой области	2	2
180	самом деле	4	2
181	что не	5	2
182	и по	2	2
183	и всегда	2	2
184	на основе	2	2
185	или в	2	2
186	можно найти	2	2
187	слово в	3	2
188	в результате	3	2
189	могут быть	4	2
190	имеем в	2	2
191	он и	4	2
192	но как	2	2
193	этого слова	2	2
194	которые в	2	2
195	что эта	2	2
196	так сказать	7	2
197	с которыми	2	2
198	не имеет	3	2
199	к этой	2	2
200	не потому	2	2
201	в чисто	2	2
202	то есть	50	2
