N	2gram	Vygotskiy__2	Narrotol
1	не только	12	32
2	может быть	18	25
3	но и	10	23
4	и не	10	20
5	и в	32	19
6	то есть	21	19
7	в том	37	18
8	в этом	13	17
9	в частности	3	14
10	том что	21	14
11	не в	8	14
12	состоит в	3	13
13	а не	7	12
14	то что	21	11
15	а в	4	11
16	не может	17	10
17	точки зрения	17	10
18	при этом	13	9
19	так и	3	9
20	в его	2	9
21	с другой	3	8
22	в себе	2	8
23	как и	10	7
24	еще не	2	7
25	к тому	7	7
26	все же	4	7
27	как в	9	7
28	с его	2	6
29	что он	13	6
30	но не	2	6
31	точка зрения	2	6
32	как это	4	6
33	иначе говоря	4	6
34	о том	6	6
35	но в	3	6
36	и как	7	5
37	отнюдь не	5	5
38	по себе	12	5
39	к нему	2	5
40	и его	7	5
41	в данном	4	5
42	в основе	11	5
43	отличие от	2	5
44	в этой	6	5
45	далеко не	5	5
46	в нем	4	4
47	что не	3	4
48	то же	13	4
49	же время	2	4
50	было бы	11	4
51	вслед за	5	4
52	как бы	6	4
53	все те	2	4
54	и тем	4	4
55	хотя бы	3	4
56	данном случае	4	4
57	другой стороны	2	4
58	отличается от	2	4
59	в особенности	2	4
60	те же	6	4
61	из которых	2	4
62	сказать что	7	4
63	только в	7	4
64	и с	4	4
65	не существует	2	3
66	не менее	8	3
67	а с	2	3
68	же как	4	3
69	что в	20	3
70	могут быть	4	3
71	никогда не	9	3
72	в свою	3	3
73	тем не	4	3
74	ни в	2	3
75	что они	7	3
76	свою очередь	2	3
77	в сущности	7	3
78	на том	2	3
79	в ней	5	3
80	он не	6	3
81	и даже	5	3
82	если в	2	3
83	один из	3	3
84	с ее	3	3
85	как говорит	3	3
86	бы то	2	3
87	из них	4	3
88	жизни и	4	3
89	когда он	10	3
90	в ее	2	3
91	на него	2	3
92	то ни	2	3
93	этом отношении	5	3
94	сводится к	2	3
95	столь же	4	3
96	и он	3	3
97	то или	2	3
98	и на	5	3
99	о ней	4	3
100	между тем	4	3
101	тем что	9	3
102	в конечном	3	3
103	в то	5	3
104	как будто	7	3
105	что это	8	3
106	в произведении	4	3
107	дело с	8	2
108	бы не	2	2
109	зависит от	2	2
110	на другой	2	2
111	в полном	2	2
112	конечном счете	3	2
113	что у	5	2
114	в какой	2	2
115	оно не	2	2
116	та же	3	2
117	не как	3	2
118	точно так	3	2
119	или иного	2	2
120	утверждать что	4	2
121	что именно	3	2
122	и сейчас	3	2
123	что на	4	2
124	говорит о	2	2
125	по существу	3	2
126	сознания к	2	2
127	подход к	2	2
128	и тот	2	2
129	она не	2	2
130	они в	2	2
131	несмотря на	4	2
132	например в	3	2
133	наряду с	4	2
134	вплоть до	2	2
135	и когда	4	2
136	не имеет	4	2
137	сами по	3	2
138	его жизни	2	2
139	и до	4	2
140	отношение к	2	2
141	так же	18	2
142	как раз	5	2
143	не на	2	2
144	как к	3	2
145	и только	2	2
146	не было	2	2
147	все эти	7	2
148	этой точки	2	2
149	совершенно не	4	2
150	самом деле	16	2
151	того или	3	2
152	и для	4	2
153	с точки	10	2
154	при всем	3	2
155	он прямо	2	2
156	это не	2	2
157	роль в	2	2
158	в таком	2	2
159	можно было	7	2
160	тому как	3	2
161	тем более	2	2
162	каждый из	2	2
163	может оказаться	2	2
164	подобно тому	2	2
165	и ее	3	2
166	приходит к	3	2
167	но как	3	2
168	и все	4	2
169	когда мы	2	2
170	ничего не	4	2
171	что по	2	2
172	мы имеем	4	2
173	к которому	2	2
