N	2gram	Tiupa_Narr_2	Istorich
1	и в	13	22
2	мы имеем	3	19
3	в этом	13	17
4	и т	2	16
5	что в	4	15
6	не только	26	14
7	но и	15	12
8	и не	14	12
9	может быть	10	11
10	еще не	2	10
11	таким образом	5	10
12	но в	6	10
13	что он	5	9
14	в нем	5	9
15	что и	2	9
16	в том	14	9
17	что они	3	8
18	том что	13	8
19	с другой	5	7
20	но не	3	7
21	пребывания в	3	7
22	то что	8	7
23	уже не	4	7
24	и здесь	2	7
25	это не	3	6
26	не вполне	2	6
27	не все	2	6
28	то и	3	6
29	а в	9	6
30	то же	4	6
31	в течение	2	6
32	а не	17	6
33	во время	2	6
34	ничего не	6	6
35	если бы	4	6
36	не менее	4	5
37	в частности	11	5
38	тем не	5	5
39	один из	3	5
40	все же	6	5
41	что она	2	5
42	он не	5	5
43	того что	6	5
44	у меня	2	5
45	в этой	4	5
46	как это	4	4
47	у нас	2	4
48	не в	8	4
49	только в	11	4
50	в свою	2	4
51	они не	2	4
52	к ней	3	4
53	для нас	2	4
54	и его	3	4
55	в данном	10	4
56	не может	8	4
57	но он	2	4
58	представляют собой	2	4
59	все эти	3	4
60	в других	2	4
61	я не	5	3
62	состоит в	12	3
63	что у	2	3
64	превращается в	2	3
65	и все	4	3
66	прежде всего	6	3
67	к тому	9	3
68	и к	6	3
69	как и	4	3
70	но это	2	3
71	эти два	2	3
72	представляет собой	16	3
73	все что	4	3
74	у него	6	3
75	было бы	2	3
76	в его	6	3
77	никогда не	6	3
78	в целом	3	3
79	данном случае	6	3
80	со стороны	6	3
81	должен был	2	3
82	на том	3	3
83	и у	4	3
84	так же	2	3
85	с ними	3	3
86	сказать что	3	3
87	потому что	2	3
88	вступает в	2	3
89	из этих	2	3
90	далеко не	5	3
91	о том	5	3
92	здесь не	2	3
93	в чем	2	3
94	только не	2	2
95	с матерью	3	2
96	представления о	2	2
97	точно так	2	2
98	в жизни	6	2
99	вовсе не	2	2
100	можно сказать	6	2
101	говорилось выше	3	2
102	лицо и	3	2
103	же в	4	2
104	тому же	4	2
105	в силу	4	2
106	и более	2	2
107	одна из	3	2
108	с одной	5	2
109	как в	5	2
110	при этом	14	2
111	в качестве	14	2
112	одной стороны	5	2
113	у нее	4	2
114	себе и	2	2
115	же как	2	2
116	да и	3	2
117	хотя и	5	2
118	в ней	2	2
119	и он	2	2
120	в котором	5	2
121	не имеет	2	2
122	и уже	4	2
123	отношению к	5	2
124	жизни и	4	2
125	так и	9	2
126	только на	2	2
127	по отношению	5	2
128	в своем	6	2
129	той же	2	2
130	если не	2	2
131	на самом	2	2
132	том свете	2	2
133	ней в	2	2
134	и что	2	2
135	и даже	3	2
136	и для	3	2
137	роль в	2	2
138	а то	2	2
139	со своими	2	2
140	о ней	3	2
141	дело с	2	2
142	между тем	3	2
143	в виде	2	2
144	точки зрения	5	2
145	в другом	4	2
146	в то	5	2
147	видно что	2	2
148	как правило	3	2
149	и вновь	2	2
150	а также	6	2
151	в него	2	2
