N	3gram	Voloshinov_2	Formalny
1	с точки зрения	13	14
2	не может быть	10	14
3	на самом деле	4	12
4	то же время	8	7
5	в то же	8	7
6	во всяком случае	2	6
7	в зависимости от	2	5
8	в самом деле	5	4
9	в большинстве случаев	5	4
10	то ни было	4	4
11	и не может	3	4
12	бы то ни	4	4
13	в связи с	7	4
14	в направлении к	3	4
15	для того чтобы	6	4
16	то же самое	5	3
17	вовсе не является	3	3
18	а не в	2	3
19	в том что	6	3
20	по отношению к	8	3
21	точки зрения самого	2	2
22	смысле этого слова	4	2
23	самом же деле	3	2
24	к тому что	3	2
25	мы ни взяли	3	2
26	на самом же	3	2
27	данной социальной группы	3	2
28	в неразрывной связи	2	2
29	в следующей главе	2	2
30	в отличие от	3	2
31	в процессе его	2	2
32	так и от	2	2
33	и тем же	2	2
34	как мы видели	3	2
35	в высшей степени	3	2
36	одним и тем	2	2
37	мы уже знаем	2	2
