N	2gram	Voloshinov_1	FransuaR
1	и в	19	65
2	и др	2	24
3	как бы	15	22
4	и не	26	22
5	вовсе не	5	18
6	и т.п	10	17
7	в сущности	3	16
8	в том	6	16
9	в этом	16	15
10	но в	7	14
11	в условиях	4	13
12	в нем	10	13
13	нового времени	2	13
14	мы уже	2	12
15	прежде всего	13	11
16	и на	4	11
17	том числе	2	10
18	и его	19	10
19	и потому	5	10
20	не только	8	10
21	но и	8	10
22	так и	11	10
23	все эти	7	10
24	в его	6	9
25	во всех	7	9
26	все это	3	9
27	форм и	4	9
28	в своем	2	8
29	в основе	2	8
30	в дальнейшем	3	8
31	здесь в	3	8
32	и даже	2	8
33	за пределы	5	8
34	культуры и	2	8
35	формы и	3	7
36	его в	3	7
37	в области	3	7
38	числе и	2	7
39	жизни и	2	7
40	точки зрения	34	7
41	только в	9	7
42	никогда не	2	6
43	не знает	2	6
44	том что	3	6
45	все же	8	6
46	как мы	13	6
47	еще не	4	6
48	при этом	8	6
49	может быть	26	6
50	в ней	4	6
51	в отношении	4	6
52	на самом	3	6
53	сказать что	4	6
54	в литературе	2	6
55	так как	2	6
56	нашей работы	3	6
57	связана с	2	5
58	в частности	2	5
59	жизни в	4	5
60	этих форм	3	5
61	отличие от	5	5
62	или иной	3	5
63	рядом с	5	5
64	для него	9	5
65	и пр	12	5
66	в своей	3	5
67	как в	4	5
68	как и	12	5
69	в своих	2	5
70	между тем	3	5
71	xix века	3	5
72	и все	5	5
73	связи с	11	4
74	и к	3	4
75	не в	5	4
76	в узком	2	4
77	совершенно не	3	4
78	в самом	10	4
79	из них	3	4
80	сих пор	8	4
81	до сих	8	4
82	мысли и	4	4
83	в отличие	5	4
84	мира и	2	4
85	между ними	4	4
86	норм и	2	4
87	входит в	5	4
88	так сказать	6	4
89	не могут	3	3
90	что в	4	3
91	не является	4	3
92	и во	2	3
93	эти формы	2	3
94	не просто	2	3
95	что он	2	3
96	в ее	7	3
97	его концепции	2	3
98	но все	3	3
99	самом же	2	3
100	связаны с	2	3
101	самом деле	10	3
102	понимания и	3	3
103	речевого общения	3	3
104	и эта	4	3
105	в новое	2	3
106	но для	2	3
107	с точки	20	3
108	то что	8	3
109	на этой	2	3
110	и их	2	3
111	где они	2	3
112	и прежде	2	3
113	как раз	2	3
114	не может	24	3
115	этом отношении	3	3
116	и других	2	3
117	менее всего	2	3
118	с другой	5	3
119	друг друга	8	3
120	же деле	2	3
121	в себе	2	3
122	и вообще	2	3
123	далеко не	4	3
124	нет ничего	3	3
125	и здесь	6	3
126	ничего не	6	3
127	и с	2	3
128	в виду	2	3
129	ни к	2	2
130	к тому	2	2
131	именно эти	2	2
132	из основных	3	2
133	или к	2	2
134	и от	3	2
135	из этих	2	2
136	но при	2	2
137	вполне понятно	3	2
138	конечно в	2	2
139	его к	2	2
140	можно сказать	3	2
141	нам придется	2	2
142	все формы	3	2
143	узком смысле	2	2
144	в романе	2	2
145	более того	3	2
146	от него	2	2
147	т.п в	3	2
148	кроме того	6	2
149	до конца	5	2
150	и он	2	2
151	постановка проблемы	2	2
152	от того	4	2
153	он не	3	2
154	в основном	6	2
155	нет и	4	2
156	и для	11	2
157	в большинстве	3	2
158	в процессе	14	2
159	вопрос мы	3	2
160	только на	4	2
161	понятно что	3	2
162	того что	3	2
163	что не	2	2
164	на этот	3	2
165	одним из	2	2
166	в таком	2	2
167	или в	2	2
168	этот вопрос	5	2
169	речи и	3	2
170	могут быть	2	2
171	о том	2	2
172	жизни но	2	2
173	и это	3	2
174	большинстве случаев	3	2
175	в чем	2	2
176	еще только	2	2
177	исторического времени	2	2
178	его формы	2	2
