N	2gram	Voloshinov_1	KulturaY
1	в том	3	30
2	и в	16	24
3	том что	3	21
4	что в	3	17
5	и пр	12	15
6	было бы	2	15
7	в этом	9	14
8	точки зрения	8	14
9	может быть	17	13
10	таким образом	9	12
11	в его	4	12
12	и не	4	12
13	только в	4	11
14	в самом	2	10
15	не только	7	10
16	хотя бы	4	10
17	то что	3	9
18	прежде всего	9	9
19	самом деле	6	9
20	с точки	6	9
21	о том	2	9
22	так как	4	9
23	то же	2	8
24	не менее	2	7
25	в них	2	7
26	как бы	5	7
27	вместе с	3	7
28	не может	8	7
29	с помощью	2	7
30	в области	3	7
31	так и	4	7
32	что он	2	6
33	при этом	6	6
34	что такое	5	6
35	но и	4	6
36	все это	4	6
37	все эти	5	6
38	что это	2	5
39	по крайней	3	5
40	крайней мере	3	5
41	еще не	5	5
42	что не	2	5
43	всяком случае	3	5
44	а потому	4	5
45	а в	3	5
46	и его	8	5
47	во всяком	3	5
48	с ним	2	5
49	и с	8	5
50	учение о	3	4
51	с его	7	4
52	в частности	2	4
53	в этих	3	4
54	к себе	3	4
55	и потому	3	4
56	в нем	4	4
57	есть в	2	4
58	того же	2	4
59	в пределах	2	4
60	на язык	3	4
61	один из	2	4
62	что и	2	4
63	не есть	2	4
64	сих пор	3	4
65	до сих	3	4
66	не на	2	4
67	с этим	2	4
68	в науке	2	4
69	так же	2	4
70	с ними	4	4
71	и на	4	4
72	из этих	2	4
73	для этого	2	3
74	этом смысле	3	3
75	можно сказать	4	3
76	сводится к	2	3
77	в этой	4	3
78	и может	4	3
79	в общем	3	3
80	оно не	2	3
81	что оно	2	3
82	только и	2	3
83	и даже	4	3
84	с их	3	3
85	нуждается в	5	3
86	они не	2	3
87	как это	3	3
88	в одном	3	3
89	и есть	3	2
90	никогда не	2	2
91	с этой	2	2
92	и все	4	2
93	на самом	4	2
94	не могут	2	2
95	если мы	2	2
96	для нас	2	2
97	как и	2	2
98	и как	3	2
99	а на	2	2
100	в большинстве	3	2
101	и мы	2	2
102	социального и	2	2
103	если б	3	2
104	конечно не	6	2
105	в своей	2	2
106	между собою	2	2
107	в свое	2	2
108	с историей	2	2
109	и значение	3	2
110	ее в	2	2
111	ни в	5	2
112	меньше всего	2	2
113	он не	2	2
114	и для	2	2
115	между ними	3	2
116	может иметь	2	2
117	как с	2	2
118	в каком	2	2
119	что можно	2	2
120	но ведь	2	2
121	но в	4	2
